ღ,ʁ
ლეტარგიულად,letʼaɾɡiuɫad
ლექსთწყობა,lekʰstʰt͡sʼχʼoba
ლექსი,lekʰsi
ლექსიკოგრაფი,lekʰsikʼoɡɾapʰi
ლექსიკონი,lekʰsikʼoni
ლექსიკურად,lekʰsikʼuɾad
ლექსიკური,lekʰsikʼuɾi
ლექტორი,lekʰtʼoɾi
ლექცია,lekʰt͡sʰia
ლეღვი,leʁʷi
ლეჩხუმი,let͡ʃʰχumi
ლეწავს,let͡sʼafs
ლეწურწუმე,let͡sʼuɾt͡sʼume
ლეხემი,leχemi
ლვოვი,lʷovi
ლიანა,liana
ლიანდაგი,liandaɡi
ლიბანი,libani
ლიბერალი,libeɾali
ლიბერალიზმი,libeɾalizmi
ლიბერია,libeɾia
ლიბია,libia
ლიბიური,libiuɾi
ლიბრეტისტი,libɾetʼistʼi
ლიბრეტო,libɾetʼo
ლიგა,liɡa
ლიგატურა,liɡatʼuɾa
ლიგნიტი,liɡnitʼi
ლიდერი,lideɾi
ლიდერობა,lideɾoba
ლიდია,lidia
ლიეტუვა,lietʼuva
ლიეტუველი,lietʼuveli
ლიეტუვური,lietʼuvuɾi
ლივერპული,liveɾpʼuli
ლივინგსტონი,livinɡstʼoni
ლივრეა,livɾea
ლიზა,liza
ლიზი,lizi
ლითიუმი,litʰiumi
ლითონი,litʰoni
ლიკანი,likʼani
ლიკვიდატორი,likʼʷidatʼoɾi
ლილვი,lilʷi
ლილი,lili
ლილიპუტი,lilipʼutʼi
ლილო,liɫo
ლილუაშვილი,liɫuaʃʷili
ლიმონი,limoni
ლიმუზინი,limuzini
ლიმფა,limpʰa
ლიმფური,limpʰuɾi
ლინგვისტი,linɡʷistʼi
ლინგვისტიკა,linɡʷistʼikʼa
ლინგვისტურად,linɡʷistʼuɾad
ლინგვისტური,linɡʷistʼuɾi
ლინზა,linza
ლინი,lini
ლინკი,linkʼi
ლინკოლნი,linkʼolni
ლინოლეუმი,linoleumi
ლინოტიპი,linotʼipʼi
ლიპყინული,lipʼχʼinuli
ლიჟბი,liʒbi
ლირა,liɾa
ლირიზმი,liɾizmi
ლირიკა,liɾikʼa
ლირიკოსი,liɾikʼosi
ლირიკულად,liɾikʼuɫad
ლირიკული,liɾikʼuli
ლირიული,liɾiuli
ლისაბონი,lisaboni
ლიტავრა,litʼavɾa
ლიტანია,litʼania
ლიტერატორი,litʼeɾatʼoɾi
ლიტერატურა,litʼeɾatʼuɾa
ლიტერატურად,litʼeɾatʼuɾad
ლიტერატურამ,litʼeɾatʼuɾam
ლიტერატურას,litʼeɾatʼuɾas
ლიტერატურით,litʼeɾatʼuɾitʰ
ლიტერატურის,litʼeɾatʼuɾis
ლიტერატურული,litʼeɾatʼuɾuli
ლიტვა,litʼʷa
ლიტველი,litʼʷeli
ლიტვური,litʼʷuɾi
ლიტრი,litʼɾi
ლიტურგია,litʼuɾɡia
ლიტურგიული,litʼuɾɡiuli
ლიუკი,liukʼi
ლიფი,lipʰi
ლიფსიტა,lipʰsitʼa
ლიფტი,liftʼi
ლიქიორი,likʰioɾi
ლიჩი,lit͡ʃʰi
ლიცეუმი,lit͡sʰeumi
ლიხტენშტაინი,liχtʼenʃtʼaini
ლიხტენშტეინი,liχtʼenʃtʼeini
ლმობიერება,lmobieɾeba
ლობიანი,ɫobiani
ლობიო,ɫobio
ლობისტი,ɫobistʼi
ლოგარითმი,ɫoɡaɾitʰmi
ლოგარითმულად,ɫoɡaɾitʰmuɫad
ლოგარითმული,ɫoɡaɾitʰmuli
ლოგიკა,ɫoɡikʼa
ლოგიკოსი,ɫoɡikʼosi
ლოგიკურად,ɫoɡikʼuɾad
ლოგიკური,ɫoɡikʼuɾi
ლოგინი,ɫoɡini
ლოგინში,ɫoɡinʃi
ლოდი,ɫodi
ლოდინი,ɫodini
ლოზუნგი,ɫozunɡi
ლოთარინგია,ɫotʰaɾinɡia
ლოთი,ɫotʰi
ლოთობა,ɫotʰoba
ლოიალურად,ɫoiaɫuɾad
ლოიალური,ɫoiaɫuɾi
ლოკავს,ɫokʼafs
ლოკალიზაცია,ɫokʼalizat͡sʰia
ლოკაუტი,ɫokʼautʼi
ლოკვა,ɫokʼʷa
ლოკოკინა,ɫokʼokʼina
ლოკომოტივი,ɫokʼomotʼivi
ლოლ,ɫol
ლომბარდი,ɫombaɾdi
ლომგული,ɫomɡuli
ლომვეშაპი,ɫomʷeʃapʼi
ლომი,ɫomi
ლონდონი,ɫondoni
ლოჟა,ɫoʒa
ლორდი,ɫoɾdi
ლორე,ɫoɾe
ლორენი,ɫoɾeni
ლორი,ɫoɾi
ლორნეტი,ɫoɾnetʼi
ლორწო,ɫoɾt͡sʼo
ლორწოვანი,ɫoɾt͡sʼovani
ლოტო,ɫotʼo
ლოტოსი,ɫotʼosi
ლოურენსი,ɫouɾensi
ლოურენსიუმი,ɫouɾensiumi
ლოქო,ɫokʰo
ლოყა,ɫoχʼa
ლოცავს,ɫot͡sʰafs
ლოცვა,ɫot͡sʰʷa
ლოცვანი,ɫot͡sʰʷani
ლოცმანი,ɫot͡sʰmani
ლპობა,lpʼoba
ლპობადი,lpʼobadi
ლტოლვილი,ltʼolʷili
ლუდი,ɫudi
ლუდიტი,ɫuditʼi
ლუდსახარში,ɫudsaχaɾʃi
ლუდხანა,ɫudχana
ლუი,ɫui
ლუიზა,ɫuiza
ლუიზიანა,ɫuiziana
ლუისი,ɫuisi
ლუკა,ɫukʼa
ლუკმა,ɫukʼma
ლულა,ɫuɫa
ლუპა,ɫupʼa
ლურსმანი,ɫuɾsmani
ლურჯა,ɫuɾd͡ʒa
ლურჯი,ɫuɾd͡ʒi
ლურჯსაყელოიანი,ɫuɾd͡ʒsaχʼeɫoiani
ლუტეციუმი,ɫutʼet͡sʰiumi
ლუფა,ɫupʰa
ლუქავს,ɫukʰafs
ლუქი,ɫukʰi
ლუქსემბურგი,ɫukʰsembuɾɡi
ლუციფერი,ɫut͡sʰipʰeɾi
ლხენა,lχena
ლხინი,lχini
მ,m
მაგ,maɡ
მაგათი,maɡatʰi
მაგალითად,maɡalitʰad
მაგალითი,maɡalitʰi
მაგარი,maɡaɾi
მაგასი,maɡasi
მაგია,maɡia
მაგიდა,maɡida
მაგიერ,maɡieɾ
მაგივრად,maɡivɾad
მაგისტრალი,maɡistʼɾali
მაგნატი,maɡnatʼi
მაგნიტი,maɡnitʼi
მაგნიტიზმი,maɡnitʼizmi
მაგნიტოფონი,maɡnitʼopʰoni
მაგნიტურად,maɡnitʼuɾad
მაგნიტური,maɡnitʼuɾi
მაგნიუმი,maɡniumi
მაგნოლია,maɡnolia
მაგრა,maɡɾa
მაგრად,maɡɾad
მაგრამ,maɡɾam
მადა,mada
მადაგასკარი,madaɡaskʼaɾi
მადანი,madani
მადლი,madli
მადლიერად,madlieɾad
მადლიერება,madlieɾeba
მადლიერებით,madlieɾebitʰ
მადლიერების,madlieɾebis
მადლიერი,madlieɾi
მადლობა,madɫoba
მადლობელი,madɫobeli
მადლობთ,madɫobtʰ
მადმუაზელი,madmuazeli
მადნეული,madneuli
მადონა,madona
მადრიგალი,madɾiɡali
მადრიდი,madɾidi
მაესტრო,maestʼɾo
მავედრებლად,mavedɾebɫad
მავზოლეუმი,mavzoleumi
მავთული,maftʰuli
მავნე,mavne
მავნედ,mavned
მავნეობა,mavneoba
მავრიკი,mavɾikʼi
მავრიტანია,mavɾitʼania
მავრიტანული,mavɾitʼanuli
მაზალო,mazaɫo
მაზეგ,mazeɡ
მაზერი,mazeɾi
მაზლი,mazli
მაზოხიზმი,mazoχizmi
მაზოხისტურად,mazoχistʼuɾad
მაზურკა,mazuɾkʼa
მათ,matʰ
მათარა,matʰaɾa
მათე,matʰe
მათემატიკა,matʰematʼikʼa
მათემატიკოსი,matʰematʼikʼosi
მათემატიკურად,matʰematʼikʼuɾad
მათემატიკური,matʰematʼikʼuɾi
მათთვის,matʰtʰʷis
მათი,matʰi
მათლაფა,matʰɫapʰa
მათრახი,matʰɾaχi
მათხოვარი,matʰχovaɾi
მაია,maia
მაიკა,maikʼa
მაიკლი,maikʼli
მაიკო,maikʼo
მაიკონგი,maikʼonɡi
მაიმუნი,maimuni
მაინც,maint͡sʰ
მაიოლიკა,maiolikʼa
მაიონეზი,maionezi
მაიორანი,maioɾani
მაისად,maisad
მაისი,maisi
მაისით,maisitʰ
მაისის,maisis
მაისმა,maisma
მაისს,maiss
მაისურა,maisuɾa
მაისურაძე,maisuɾad͡ze
მაისური,maisuɾi
მაკარონი,makʼaɾoni
მაკე,makʼe
მაკედონია,makʼedonia
მაკინტოში,makʼintʼoʃi
მაკომპრომეტირებლად,makʼompʼɾometʼiɾebɫad
მაკრატელა,makʼɾatʼeɫa
მაკრატელი,makʼɾatʼeli
მაკულატურა,makʼuɫatʼuɾa
მალა,maɫa
მალავი,maɫavi
მალავს,maɫafs
მალაიზია,maɫaizia
მალამო,maɫamo
მალარია,maɫaɾia
მალაქიტი,maɫakʰitʼi
მალე,male
მალვა,malʷa
მალი,mali
მალიორკა,malioɾkʼa
მალმე,malme
მალტა,maltʼa
მალულად,maɫuɫad
მალხაზ,malχaz
მამა,mama
მამაზეციერი,mamazet͡sʰieɾi
მამათმავალი,mamatʰmavali
მამათმავლობა,mamatʰmavɫoba
მამაილა,mamaiɫa
მამაკაცი,mamakʼat͡sʰi
მამაკაცური,mamakʼat͡sʰuɾi
მამალი,mamali
მამამთილი,mamamtʰili
მამამისი,mamamisi
მამამისმა,mamamisma
მამაპაპა,mamapʼapʼa
მამაშა,mamaʃa
მამაჩემად,mamat͡ʃʰemad
მამაჩემი,mamat͡ʃʰemi
მამაჩემით,mamat͡ʃʰemitʰ
მამაჩემის,mamat͡ʃʰemis
მამაჩემმა,mamat͡ʃʰemma
მამაჩემს,mamat͡ʃʰems
მამაცი,mamat͡sʰi
მამაცობა,mamat͡sʰoba
მამაცურად,mamat͡sʰuɾad
მამიდა,mamida
მამიკო,mamikʼo
მამინაცვალი,maminat͡sʰʷali
მამლაყინწა,mamɫaχʼint͡sʼa
მამობა,mamoba
მამობილი,mamobili
მამობრივად,mamobɾivad
მამობრივი,mamobɾivi
მამონა,mamona
მამონტი,mamontʼi
მამრი,mamɾi
მამუკა,mamukʼa
მამულიშვილი,mamuliʃʷili
მამცურად,mamt͡sʰuɾad
მან,man
მანა,mana
მანაგუა,manaɡua
მანამდე,manamde
მანანა,manana
მანგანუმი,manɡanumi
მანგო,manɡo
მანგუსტა,manɡustʼa
მანდ,mand
მანდარინი,mandaɾini
მანდატი,mandatʼi
მანდილი,mandili
მანდილოსანი,mandiɫosani
მანდოლინა,mandolina
მანდრაგორა,mandɾaɡoɾa
მანევრი,manevɾi
მანეთი,manetʰi
მანეკენი,manekʼeni
მანერა,maneɾa
მანერული,maneɾuli
მანერულობა,maneɾuɫoba
მანია,mania
მანიაკალურად,maniakʼaɫuɾad
მანიაკალური,maniakʼaɫuɾi
მანიპულაცია,manipʼuɫat͡sʰia
მანიტობა,manitʼoba
მანიფესტაცია,manipʰestʼat͡sʰia
მანიფესტი,manipʰestʼi
მანკი,mankʼi
მანკიერად,mankʼieɾad
მანკიერება,mankʼieɾeba
მანკიერი,mankʼieɾi
მანომეტრი,manometʼɾi
მანჟეტი,manʒetʼi
მანსარდა,mansaɾda
მანტია,mantʼia
მანქანა,mankʰana
მანქანად,mankʰanad
მანქანამ,mankʰanam
მანქანას,mankʰanas
მანქანები,mankʰanebi
მანქანებით,mankʰanebitʰ
მანქანით,mankʰanitʰ
მანქანის,mankʰanis
მანჩესტერი,mant͡ʃʰestʼeɾi
მანძილი,mand͡zili
მაპატიებ,mapʼatʼieb
მაპატიეთ,mapʼatʼietʰ
მარა,maɾa
მარაგი,maɾaɡi
მარად,maɾad
მარადისობა,maɾadisoba
მარადიულად,maɾadiuɫad
მარადიული,maɾadiuli
მარადმწვანე,maɾadmt͡sʼʷane
მარათონი,maɾatʰoni
მარაო,maɾao
მარგალიტი,maɾɡalitʼi
მარგანეცი,maɾɡanet͡sʰi
მარგარეტი,maɾɡaɾetʼi
მარგარინი,maɾɡaɾini
მარგარიტი,maɾɡaɾitʼi
მარგველაშვილი,maɾɡʷeɫaʃʷili
მარგი,maɾɡi
მარდად,maɾdad
მარდალეიშვილი,maɾdaleiʃʷili
მარდი,maɾdi
მარეხი,maɾeχi
მართა,maɾtʰa
მართავს,maɾtʰafs
მართალი,maɾtʰali
მართვა,maɾtʰʷa
მართვადობა,maɾtʰʷadoba
მართვე,maɾtʰʷe
მართი,maɾtʰi
მართკუთხა,maɾtʰkʼutʰχa
მართკუთხედად,maɾtʰkʼutʰχedad
მართკუთხედი,maɾtʰkʼutʰχedi
მართლა,maɾtʰɫa
მართლად,maɾtʰɫad
მართლმადიდებელი,maɾtʰlmadidebeli
მართლმადიდებლობა,maɾtʰlmadidebɫoba
მართლწერა,maɾtʰlt͡sʼeɾa
მარი,maɾi
მარია,maɾia
მარიამი,maɾiami
მარიამობა,maɾiamoba
მარილი,maɾili
მარილიანი,maɾiliani
მარილიანობა,maɾilianoba
მარილწყალი,maɾilt͡sʼχʼali
მარინადი,maɾinadi
მარიონეტი,maɾionetʼi
მარიხუანა,maɾiχuana
მარკა,maɾkʼa
მარკერი,maɾkʼeɾi
მარკიზა,maɾkʼiza
მარკიზი,maɾkʼizi
მარლა,maɾɫa
მარლენი,maɾleni
მარმარილო,maɾmaɾiɫo
მარმელადი,maɾmeɫadi
მაროდიორი,maɾodioɾi
მაროკო,maɾokʼo
მარსელი,maɾseli
მარსელიოზა,maɾselioza
მარსი,maɾsi
მარტად,maɾtʼad
მარტვილი,maɾtʼʷili
მარტი,maɾtʼi
მარტივად,maɾtʼivad
მარტივი,maɾtʼivi
მარტით,maɾtʼitʰ
მარტინი,maɾtʼini
მარტის,maɾtʼis
მარტმა,maɾtʼma
მარტო,maɾtʼo
მარტოობა,maɾtʼooba
მარტორქა,maɾtʼoɾkʰa
მარტოსული,maɾtʼosuli
მარტოხელა,maɾtʼoχeɫa
მარტს,maɾtʼs
მარტყოფი,maɾtʼχʼopʰi
მარულა,maɾuɫa
მარქსიზმი,maɾkʰsizmi
მარქსისტი,maɾkʰsistʼi
მარყუჟი,maɾχʼuʒi
მარყუჟიანი,maɾχʼuʒiani
მარშალი,maɾʃali
მარში,maɾʃi
მარშრუტი,maɾʃɾutʼi
მარჩბივი,maɾt͡ʃʰbivi
მარცვალი,maɾt͡sʰʷali
მარცვლეული,maɾt͡sʰʷleuli
მარცვლიანი,maɾt͡sʰʷliani
მარცვლოვანი,maɾt͡sʰʷɫovani
მარცხენა,maɾt͡sʰχena
მარცხი,maɾt͡sʰχi
მარცხნივ,maɾt͡sʰχniv
მარწუხი,maɾt͡sʼuχi
მარწყვი,maɾt͡sʼχʼʷi
მარხვა,maɾχʷa
მარხილი,maɾχili
მარჯანი,maɾd͡ʒani
მარჯვე,maɾd͡ʒʷe
მარჯვედ,maɾd͡ʒʷed
მარჯვენა,maɾd͡ʒʷena
მარჯი,maɾd͡ʒi
მას,mas
მასალა,masaɫa
მასაჟი,masaʒi
მასაჟისტი,masaʒistʼi
მასაჩუსეტსი,masat͡ʃʰusetʼsi
მასდარი,masdaɾi
მასე,mase
მასივი,masivi
მასიურად,masiuɾad
მასიური,masiuɾi
მასიურობა,masiuɾoba
მასკარადი,maskʼaɾadi
მასონი,masoni
მასონობა,masonoba
