はっ	h a̠ ʔ
しゅっちょうじょ	ɕ ɨᵝ t̚ t͡ɕ o̞ː ʑ o̞
じって	d͡ʑ i t̚ t e̞
じゅってき	d͡ʑ ɨᵝ t̚ t e̞ kʲ i
しゅってん	ɕ ɨᵝ t̚ t ẽ̞ ɴ
しゅっぱつ	ɕ ɨᵝ p̚ p a̠ t͡s ɨᵝ
しゅっぱつち	ɕ ɨᵝ p̚ p a̠ t͡s ɨᵝ t͡ɕ i
しゅっぱん	ɕ ɨᵝ p̚ p ã̠ ɴ
しゅっぱん	ɕ ɨᵝ p̚ p ã̠ ɴ
しゅっぱんぶつ	ɕ ɨᵝ p̚ p ã̠ m b ɯ̟ᵝ t͡s ɨᵝ
しゅっぴ	ɕ ɨᵝ p̚ʲ pʲ i
しゅっぴん	ɕ ɨᵝ p̚ʲ pʲ ĩ ɴ
じゅうぶん	d͡ʑ ɨᵝː b ɯ̟̃ᵝ ɴ
じゅっぺい	d͡ʑ ɨᵝ p̚ p e̞ː
しゅっぺい	ɕ ɨᵝ p̚ p e̞ː
しゅっぽん	ɕ ɨ̥ᵝ p̚ p õ̞ ɴ
じゅつ	d͡ʑ ɨᵝ t͡s ɨᵝ
しゅつえん	ɕ ɨᵝ t͡s ɨᵝ ẽ̞ ɴ
しゅつおう	ɕ ɨᵝ t͡s ɨᵝ o̞ː
しゅつがん	ɕʲ ɯᵝ t͡s ɯᵝ ɡ ã̠ ɴ
しゅつがん	ɕʲ ɯᵝ t͡s ɯ̥ᵝ ɡ ã̠ ɴ
しゅつがんしゃ	ɕ ɨᵝ t͡s ɨᵝ ɡ ã̠ ɰ̃ ɕ a̠
しゅつげん	ɕ ɨᵝ t͡s ɨᵝ ɡ ẽ̞ ɴ
じゅつご	d͡ʑ ɨᵝ t͡s ɨᵝ ɡ o̞
じゅつご	d͡ʑ ɨᵝ t͡s ɨᵝ ɡ o̞
しゅつごく	ɕ ɨᵝ t͡s ɨᵝ ɡ o̞ k ɯ̟ᵝ
しゅつじょう	ɕ ɨ̥ᵝ t͡s ɨᵝ ʑ o̞ː
じゅつぜん	d͡ʑ ɨᵝ t͡s ɨᵝ z ẽ̞ ɴ
しゅつだい	ɕ ɨᵝ t͡s ɨᵝ d a̠ i
しゅつどう	ɕ ɨᵝ t͡s ɨᵝ d o̞ː
しゅつにゅうこく	ɕ ɨᵝ t͡s ɨᵝ ɲ̟ ɯ̟ᵝː k o̞ k ɯ̟ᵝ
しゅつぼつ	ɕ ɨ̥ᵝ t͡s ɨᵝ b o̞ t͡s ɨᵝ
しゅつらん	ɕ ɨᵝ t͡s ɨᵝ ɾ ã̠ ɴ
しゅつりょく	ɕ ɨᵝ t͡s ɨᵝ ɾʲ o̞ k ɯ̟ᵝ
しゅつるい	ɕ ɨᵝ t͡s ɨᵝ ɾ ɯ̟ᵝ i
ジュテーム	d͡ʑ ɨᵝ t e̞ː m ɯ̟ᵝ
さかん	s a̠ k ã̠ ɴ
しゅてん	ɕ u t e ɴ
さかみせ	s a̠ k a̠ mʲ i s e̞
じゅでん	d͡ʑ ɨᵝ d ẽ̞ ɴ
しゅてんどうじ	ɕ ɨᵝ t ẽ̞ n d o̞ː ʑ i
しゅと	ɕ ɨᵝ t o̞
しゅどう	ɕ ɨᵝ d o̞ː
しゅどう	ɕ ɨᵝ d o̞ː
じゅどう	d͡ʑ ɨᵝ d o̞ː
しゅとうぶん	ɕ ɨᵝ t o̞ː b ɯ̟̃ᵝ ɴ
しゅとく	ɕ ɨᵝ t o̞ k ɯ̟ᵝ
しゅとけん	ɕ ɨᵝ t o̞ k ẽ̞ ɴ
じゅなん	d͡ʑ ɨᵝ n ã̠ ɴ
じゅなんきょく	d͡ʑ ɨᵝ n ã̠ ŋʲ kʲ o̞ k ɯ̟ᵝ
じゅにく	d͡ʑ ɨᵝ ɲ̟ i k ɯ̟ᵝ
シュニッツェル	ɕ ɨᵝ ɲ̟ i t̚ t͡s e̞ ɾ ɯ̟ᵝ
ゆにゅう	j ɯ̟ᵝ ɲ̟ ɯ̟ᵝː
じゅにゅう	d͡ʑ ɨᵝ ɲ̟ ɯ̟ᵝː
しゅにん	ɕ ɨᵝ ɲ̟ ĩ ɴ
しゅのう	ɕ ɨᵝ n o̞ː
シュノーケル	ɕ ɨᵝ n o̞ː k e̞ ɾ ɯ̟ᵝ
ジュバ	d͡ʑ ɨᵝ b a̠
しゅばしこう	ɕ ɨᵝ b a̠ ɕ i k o̞ː
シュバババ	ɕ ɨᵝ b a̠ b a̠ b a̠
しゅはん	ɕ ɨᵝ h ã̠ ɴ
じゅばん	d͡ʑ ɨᵝ b ã̠ ɴ
しゅひ	ɕ ɨᵝ ç i
しゅひ	ɕ ɨᵝ ç i
しゅび	ɕ ɨᵝ bʲ i
じゅひ	d͡ʑ ɨᵝ ç i
ジュピター	d͡ʑ ɨᵝ pʲ i t a̠ː
しゅふで	ɕ ɨᵝ ɸ ɯ̟ᵝ d e̞
じゅひょう	d͡ʑ ɨᵝ ç o̞ː
しゅびょう	ɕ ɨᵝ bʲ o̞ː
しゅびよく	ɕ ɨᵝ bʲ i j o̞ k ɯ̟ᵝ
しゅふ	ɕ ɨᵝ ɸ ɯ̟ᵝ
じゅふ	d͡ʑ ɨᵝ ɸ ɯ̟ᵝ
シュプレヒコール	ɕ ɨᵝ p ɯ̟ᵝ ɾ e̞ ç i k o̞ː ɾ ɯ̟ᵝ
しゅほう	ɕ ɨᵝ h o̞ː
じゅほう	d͡ʑ ɨᵝ h o̞ː
しゅぼう	ɕ ɨᵝ b o̞ː
しゅぼうしゃ	ɕ ɨᵝ b o̞ː ɕ a̠
しゅぼうしゃ	ɕ ɨᵝ b o̞ː ɕ a̠
しゅみ	ɕ ɨᵝ mʲ i
シュミーズ	ɕ ɨᵝ mʲ iː z ɨᵝ
じゅみょう	d͡ʑ ɨᵝ mʲ o̞ː
シュミレーション	ɕ ɨᵝ mʲ i ɾ e̞ː ɕ õ̞ ɴ
シュメール	ɕ ɨᵝ m e̞ː ɾ ɯ̟ᵝ
しゅもく	ɕ ɨᵝ m o̞ k ɯ̟ᵝ
じゅもく	d͡ʑ ɨᵝ m o̞ k ɯ̟ᵝ
しゅもくざめ	ɕ ɨᵝ m o̞ k ɯ̟ᵝ z a̠ m e̞
じゅもん	d͡ʑ ɨᵝ m õ̞ ɴ
じゅよ	d͡ʑ ɨᵝ j o̞
しゅよう	ɕ ɨᵝ j o̞ː
じゅようか	d͡ʑ ɨᵝ j o̞ː k a̠
しゅら	ɕ ɨᵝ ɾ a̠
シュラーフザック	ɕ ɨᵝ ɾ a̠ː ɸ ɯ̟ᵝ z a̠ k̚ k ɯ̟ᵝ
ジュラき	d͡ʑ ɨᵝ ɾ a̠ kʲ i
しゅらじょう	ɕ ɨᵝ ɾ a̠ ʑ o̞ː
しゅらばる	ɕ ɨᵝ ɾ a̠ b a̠ ɾ ɯ̟ᵝ
シュラフザック	ɕ ɨᵝ ɾ a̠ ɸ ɯ̟ᵝ z a̠ k̚ k ɯ̟ᵝ
ジュラルミン	d͡ʑ ɨᵝ ɾ a̠ ɾ ɯ̟ᵝ mʲ ĩ ɴ
しゅり	ɕ ɨᵝ ɾʲ i
じゅり	d͡ʑ ɨᵝ ɾʲ i
じゅりあ	d͡ʑ ɨᵝ ɾʲ i a̠
しゅりけん	ɕ ɨᵝ ɾʲ i k ẽ̞ ɴ
じゅりな	d͡ʑ ɨᵝ ɾʲ i n a̠
しゅりょう	ɕ ɨᵝ ɾʲ o̞ː
しゅりょう	ɕ ɨᵝ ɾʲ o̞ː
じゅりょう	d͡ʑ ɨᵝ ɾʲ o̞ː
じゅりん	d͡ʑ ɨᵝ ɾʲ ĩ ɴ
じゅりんがいし	d͡ʑ ɨᵝ ɾʲ ĩ ŋ ɡ a̠ i ɕ i
シュリンク	ɕ ɨᵝ ɾʲ ĩ ŋ k ɯ̟ᵝ
しゅるい	ɕ ɨᵝ ɾ ɯ̟ᵝ i
しゅるい	ɕ ɨᵝ ɾ ɯ̟ᵝ i
ジュレ	d͡ʑ ɨᵝ ɾ e̞
シュレッダー	ɕ ɨᵝ ɾ e̞ d̚ d̥ a̠ː
シュレッド	ɕ ɨᵝ ɾ e̞ d̚ d̥ o̞
にゅうろう	ɲ̟ ɯ̟ᵝː ɾ o̞ː
しゅわ	ɕ ɨᵝ ɰᵝ a̠
じゅわき	d͡ʑ ɨᵝ ɰᵝ a̠ kʲ i
しゅわしゅわ	ɕ ɨᵝ ɰᵝ a̠ ɕ ɨᵝ ɰᵝ a̠
しゅわん	ɕ ɨᵝ ɰᵝ ã̠ ɴ
しゅん	ɕ ɨ̃ᵝ ɴ
じゅん	d͡ʑ ɨ̃ᵝ ɴ
じゅんあい	d͡ʑ ɨ̃ᵝ ɰ̃ a̠ i
じゅんい	d͡ʑ ɨ̃ᵝ ɰ̃ i
しゅんいつ	ɕ ɨ̃ᵝ ɰ̃ i t͡s ɨᵝ
しゅんいつ	ɕ ɨ̃ᵝ ɰ̃ i t͡s ɨᵝ
はるさめ	h a̠ ɾ ɯ̟ᵝ s a̠ m e̞
しゅんえい	ɕ ɨ̃ᵝ ɰ̃ e̞ː
しゅんが	ɕ ɨ̃ᵝ ŋ ɡ a̠
じゅんか	d͡ʑ ɨ̃ᵝ ŋ k a̠
しゅんかしゅうとう	ɕ ɨ̃ᵝ ŋ k a̠ ɕ ɨᵝː t o̞ː
じゅんかつざい	d͡ʑ ɨ̃ᵝ ŋ k a̠ t͡s ɨᵝ z a̠ i
じゅんかつゆ	d͡ʑ ɨ̃ᵝ ŋ k a̠ t͡s ɨᵝ j ɯ̟ᵝ
しゅんかん	ɕ ɨ̃ᵝ ŋ k ã̠ ɴ
しゅんかん	ɕ ɨ̃ᵝ ŋ k ã̠ ɴ
しゅんき	ɕ ɨ̃ᵝ ŋʲ kʲ i
しゅんき	ɕ ɨ̃ᵝ ŋʲ kʲ i
じゅんき	d͡ʑ ɨ̃ᵝ ŋʲ kʲ i
じゅんきょ	d͡ʑ ɨ̃ᵝ ŋʲ kʲ o̞
じゅんきょう	d͡ʑ ɨ̃ᵝ ŋʲ kʲ o̞ː
じゅんきょうしゃ	d͡ʑ ɨ̃ᵝ ŋʲ kʲ o̞ː ɕ a̠
じゅんきん	d͡ʑ ɨ̃ᵝ ŋʲ kʲ ĩ ɴ
さんげい	s ã̠ ŋ ɡ e̞ː
しゅんけいぬり	ɕ ɨ̃ᵝ ŋ k e̞ː n ɯ̟ᵝ ɾʲ i
じゅんけっしょう	d͡ʑ ɨ̃ᵝ ŋ k e̞ ɕː o̞ː
じゅんけつ	d͡ʑ ɨ̃ᵝ ŋ k e̞ t͡s ɨᵝ
しゅんげん	ɕ ɨ̃ᵝ ŋ ɡ ẽ̞ ɴ
しゅんげん	ɕ ɨ̃ᵝ ŋ ɡ ẽ̞ ɴ
じゅんこ	d͡ʑ ɨ̃ᵝ ŋ k o̞
じゅんこ	d͡ʑ ɨ̃ᵝ ŋ k o̞
しゅんこう	ɕ ɨ̃ᵝ ŋ k o̞ː
じゅんこう	d͡ʑ ɨ̃ᵝ ŋ k o̞ː
じゅんさ	d͡ʑ ɨ̃ᵝ ɰ̃ s a̠
じゅんさい	d͡ʑ ɨ̃ᵝ ɰ̃ s a̠ i
はるご	h a̠ ɾ ɯ̟ᵝ ɡ o̞
じゅんし	d͡ʑ ɨ̃ᵝ ɰ̃ ɕ i
じゅんじ	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ i
じゅんじ	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ i
じゅんじ	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ i
じゅんじ	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ i
じゅんじ	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ i
じゅんしかん	d͡ʑ ɨ̃ᵝ ɰ̃ ɕ i̥ k ã̠ ɴ
じゅんしゅ	d͡ʑ ɨ̃ᵝ ɰ̃ ɕ ɨᵝ
しゅんしゅう	ɕ ɨ̃ᵝ ɰ̃ ɕ ɨᵝː
しゅんしゅう	ɕ ɨ̃ᵝ ɰ̃ ɕ ɨᵝː
じゅんしゅう	d͡ʑ ɨ̃ᵝ ɰ̃ ɕ ɨᵝː
じゅんじゅん	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ ɨ̃ᵝ ɴ
じゅんじょ	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ o̞
じゅんしょう	d͡ʑ ɨ̃ᵝ ɰ̃ ɕ o̞ː
じゅんじょう	d͡ʑ ɨ̃ᵝ ɲ̟ d͡ʑ o̞ː
じゅんしょく	d͡ʑ ɨ̃ᵝ ɰ̃ ɕ o̞ k ɯ̟ᵝ
じゅんすい	d͡ʑ ɨ̃ᵝ ɰ̃ s ɨᵝ i
じゅんずる	d͡ʑ ɨ̃ᵝ n d͡z ɨᵝ ɾ ɯ̟ᵝ
じゅんせい	d͡ʑ ɨ̃ᵝ ɰ̃ s e̞ː
じゅんせい	d͡ʑ ɨ̃ᵝ ɰ̃ s e̞ː
しゅんせつ	ɕ ɨ̃ᵝ ɰ̃ s e̞ t͡s ɨᵝ
しゅんせつ	ɕ ɨ̃ᵝ ɰ̃ s e̞ t͡s ɨᵝ
はるかわ	h a̠ ɾ ɯ̟ᵝ k a̠ ɰᵝ a̠
じゅんぜん	d͡ʑ ɨ̃ᵝ n d͡z ẽ̞ ɴ
じゅんたく	d͡ʑ ɨ̃ᵝ n t a̠ k ɯ̟ᵝ
じゅんちょう	d͡ʑ ɨ̃ᵝ ɲ̟ t͡ɕ o̞ː
じゅんチョコレート	d͡ʑ ɨ̃ᵝ ɲ̟ t͡ɕ o̞ k o̞ ɾ e̞ː t o̞
シュンツ	ɕ ɨ̃ᵝ n t͡s ɨᵝ
じゅんなん	d͡ʑ ɨ̃ᵝ nː ã̠ ɴ
じゅんねん	d͡ʑ ɨ̃ᵝ nː ẽ̞ ɴ
じゅんのう	d͡ʑ ɨ̃ᵝ nː o̞ː
じゅんぱく	d͡ʑ ɨ̃ᵝ m p a̠ k ɯ̟ᵝ
じゅんばん	d͡ʑ ɨ̃ᵝ m b ã̠ ɴ
じゅんび	d͡ʑ ɨ̃ᵝ m bʲ i
しゅんびん	ɕ ɨ̃ᵝ m bʲ ĩ ɴ
はるかぜ	h a̠ ɾ ɯ̟ᵝ k a̠ z e̞
じゅんぷうまんぱん	d͡ʑ ɨ̃ᵝ m p ɯ̟ᵝː m ã̠ m p ã̠ ɴ
しゅんぷく	ɕ ɨ̃ᵝ m p ɯ̟ᵝ k ɯ̟ᵝ
しゅんぶん	ɕ ɨ̃ᵝ m b ɯ̟̃ᵝ ɴ
じゅんぺい	d͡ʑ ɨ̃ᵝ m p e̞ː
しゅんべつ	ɕ ɨ̃ᵝ m b e̞ t͡s ɨᵝ
しゅんぽん	ɕ ɨ̃ᵝ m p õ̞ ɴ
しゅんまく	ɕ ɨ̃ᵝ mː a̠ k ɯ̟ᵝ
しゅんむ	ɕ ɨ̃ᵝ mː ɯ̟ᵝ
じゅんや	d͡ʑ ɨ̃ᵝ ɰ̃ j a̠
じゅんや	d͡ʑ ɨ̃ᵝ ɰ̃ j a̠
じゅんゆうしょう	d͡ʑ ɨ̃ᵝ ɰ̃ j ɯ̟ᵝː ɕ o̞ː
じゅんようかん	d͡ʑ ɨ̃ᵝ ɰ̃ j o̞ː k ã̠ ɴ
じゅんよく	d͡ʑ ɨ̃ᵝ ɰ̃ j o̞ k ɯ̟ᵝ
しゅんらん	ɕ ɨ̃ᵝ n ɾ ã̠ ɴ
じゅんりん	d͡ʑ ɨ̃ᵝ n ɾʲ ĩ ɴ
トナカイ	t o̞ n a̠ k a̠ i
しゆう	ɕ i j ɯ̟ᵝː
しゆう	ɕ i j ɯ̟ᵝː
しゆう	ɕ i j ɯ̟ᵝː
しゆう	ɕ i j ɯ̟ᵝː
しゆう	ɕ i j ɯ̟ᵝː
じゆう	d͡ʑ i j ɯ̟ᵝː
じゆう	d͡ʑ i j ɯ̟ᵝː
じゆうか	d͡ʑ i j ɯ̟ᵝː k a̠
じゆうがた	d͡ʑ i j ɯ̟ᵝː ɡ a̠ t a̠
じゆうけい	d͡ʑ i j ɯ̟ᵝː k e̞ː
じゆうじざい	d͡ʑ i j ɯ̟ᵝː ʑ i z a̠ i
じゆうしゅぎ	d͡ʑ i j ɯ̟ᵝː ɕ ɨᵝ ɡʲ i
じゆうじん	d͡ʑ i j ɯ̟ᵝː ʑ ĩ ɴ
じゆうせき	d͡ʑ i j ɯ̟ᵝː s e̞ kʲ i
じゆうちゅうごく	d͡ʑ i j ɯ̟ᵝː t͡ɕ ɨᵝː ɡ o̞ k ɯ̟ᵝ
じゆうちょう	d͡ʑ i j ɯ̟ᵝː t͡ɕ o̞ː
じゆうど	d͡ʑ i j ɯ̟ᵝː d o̞
じゆうとう	d͡ʑ i j ɯ̟ᵝː t o̞ː
じゆうみん	d͡ʑ i j ɯ̟ᵝː mʲ ĩ ɴ
じゆうりつ	d͡ʑ i j ɯ̟ᵝː ɾʲ i t͡s ɨᵝ
しょ	ɕ o̞
ショ	ɕ o̞
しょ	ɕ o̞
じょ	d͡ʑ o̞
ジョ	d͡ʑ o̞
如	ɲ̟ o̞
せおう	s e̞ o̞ ɯ̟ᵝ
しょいん	ɕ o̞ ĩ ɴ
しょう	ɕ o̞ː
しょう	ɕ o̞ː
こえ	k o̞ e̞
しょう	ɕ o̞ː
ゆか	j ɯ̟ᵝ k a̠
じゅ	d͡ʑ ɨᵝ
ぬ	n ɯ̟ᵝ
なま	n a̠ m a̠
しょう	ɕ o̞ː
しょう	ɕ o̞ː
しょう	ɕ o̞ː
あかし	a̠ k a̠ ɕ i
しょう	ɕ o̞ː
しょう	ɕ o̞ː
かね	k a̠ n e̞
うえ	ɯ̟ᵝ e̞
しろ	ɕ i ɾ o̞
ば	b a̠
じょう	d͡ʑ o̞ː
じょう	d͡ʑ o̞ː
つえ	t͡s ɨᵝ e̞
くさり	k ɯ̟̊ᵝ s a̠ ɾʲ i
せい	s e̞ː
じょうあい	d͡ʑ o̞ː a̠ i
しょうあん	ɕ o̞ː ã̠ ɴ
しょうあん	ɕ o̞ː ã̠ ɴ
しょうい	ɕ o̞ː i
じょうい	d͡ʑ o̞ː i
じょうい	d͡ʑ o̞ː i
しょういち	ɕ o̞ː i t͡ɕ i
しょういちろう	ɕ o̞ː i t͡ɕ i ɾ o̞ː
しょういん	ɕ o̞ː ĩ ɴ
じょういん	d͡ʑ o̞ː ĩ ɴ
じょういんぎいん	d͡ʑ o̞ː ĩ ŋʲ ɡʲ i ĩ ɴ
しょういんしん	ɕ o̞ː ĩ ɰ̃ ɕ ĩ ɴ
しょううちゅう	ɕ o̞ː ɯ̟ᵝ t͡ɕ ɨᵝː
しょうえい	ɕ o̞ː e̞ː
じょうえい	d͡ʑ o̞ː e̞ː
じょうえつ	d͡ʑ o̞ː e̞ t͡s ɨᵝ
しょうエネ	ɕ o̞ː e̞ n e̞
しょうエネルギー	ɕ o̞ː e̞ n e̞ ɾ ɯ̟ᵝ ɡʲ iː
しょうえん	ɕ o̞ː ẽ̞ ɴ
しょうえんせい	ɕ o̞ː ẽ̞ ɰ̃ s e̞ː
じょうおう	d͡ʑ o̞ː o̞ː
じょうおう	d͡ʑ o̞ː o̞ː
しょうおん	ɕ o̞ː õ̞ ɴ
じょうおん	d͡ʑ o̞ː õ̞ ɴ
しょうか	ɕ o̞ː k a̠
しょうか	ɕ o̞ː k a̠
ぼや	b o̞ j a̠
しょうか	ɕ o̞ː k a̠
しょうか	ɕ o̞ː k a̠
しょうが	ɕ o̞ː ɡ a̠
じょうか	d͡ʑ o̞ː k a̠
じょうか	d͡ʑ o̞ː k a̠
じょうが	d͡ʑ o̞ː ɡ a̠
じょうが	d͡ʑ o̞ː ɡ a̠
しょうかい	ɕ o̞ː k a̠ i
しょうかい	ɕ o̞ː k a̠ i
しょうかい	ɕ o̞ː k a̠ i
しょうかい	ɕ o̞ː k a̠ i
しょうかい	ɕ o̞ː k a̠ i
しょうかい	ɕ o̞ː k a̠ i
じょうかい	d͡ʑ o̞ː k a̠ i
しょうがい	ɕ o̞ː ɡ a̠ i
しょうがい	ɕ o̞ː ɡ a̠ i
しょうがい	ɕ o̞ː ɡ a̠ i
しょうがい	ɕ o̞ː ɡ a̠ i
じょうがい	d͡ʑ o̞ː ɡ a̠ i
しょうがいしゃ	ɕ o̞ː ɡ a̠ i ɕ a̠
しょうがいしゃ	ɕ o̞ː ɡ a̠ i ɕ a̠
しょうがいしゃ	ɕ o̞ː ɡ a̠ i ɕ a̠
しょうがいぶつ	ɕ o̞ː ɡ a̠ i b ɯ̟ᵝ t͡s ɨᵝ
しょうがいぶつそう	ɕ o̞ː ɡ a̠ i b ɯ̟ᵝ t͡s ɨᵝ s o̞ː
ショウガオール	ɕ o̞ː ɡ a̠ o̞ː ɾ ɯ̟ᵝ
しょうかき	ɕ o̞ː k a̠ kʲ i
しょうかき	ɕ o̞ː k a̠ kʲ i
しょうかき	ɕ o̞ː k a̠ kʲ i
じょうきゃく	d͡ʑ o̞ː kʲ a̠ k ɯ̟ᵝ
じょうかく	d͡ʑ o̞ː k a̠ k ɯ̟ᵝ
しょうがく	ɕ o̞ː ɡ a̠ k ɯ̟ᵝ
うわあご	ɯ̟ᵝ ɰᵝ a̠ a̠ ɡ o̞
じょうがくこつ	d͡ʑ o̞ː ɡ a̠ k ɯ̟̊ᵝ k o̞ t͡s ɨᵝ
しょうがくせい	ɕ o̞ː ɡ a̠ k ɯ̟̊ᵝ s e̞ː
しょうかせん	ɕ o̞ː k a̠ s ẽ̞ ɴ
しょうかせん	ɕ o̞ː k a̠ s ẽ̞ ɴ
しょうかたい	ɕ o̞ː k a̠ t a̠ i
しょうかっこう	ɕ o̞ː k a̠ k̚ k o̞ː
しょうがっこう	ɕ o̞ː ɡ a̠ k̚ k o̞ː
しょうがつ	ɕ o̞ː ɡ a̠ t͡s ɨᵝ
しょうがつぶとり	ɕ o̞ː ɡ a̠ t͡s ɨᵝ b ɯ̟ᵝ t o̞ ɾʲ i
しょうかふりょう	ɕ o̞ː k a̠ ɸ ɯ̟ᵝ ɾʲ o̞ː
しょうかん	ɕ o̞ː k ã̠ ɴ
しょうかん	ɕ o̞ː k ã̠ ɴ
しょうかん	ɕ o̞ː k ã̠ ɴ
しょうかん	ɕ o̞ː k ã̠ ɴ
じょうかん	d͡ʑ o̞ː k ã̠ ɴ
しょうかんじゅう	ɕ o̞ː k ã̠ ɲ̟ d͡ʑ ɨᵝː
しょうかんじょう	ɕ o̞ː k ã̠ ɲ̟ d͡ʑ o̞ː
しょうき	ɕ o̞ː kʲ i
しょうき	ɕ o̞ː kʲ i
しょうき	ɕ o̞ː kʲ i
しょうき	ɕ o̞ː kʲ i
しょうき	ɕ o̞ː kʲ i
じょうき	d͡ʑ o̞ː kʲ i
じょうき	d͡ʑ o̞ː kʲ i
しょうぎ	ɕ o̞ː ɡʲ i
しょうぎ	ɕ o̞ː ɡʲ i
じょうき	d͡ʑ o̞ː kʲ i
しょうぎ	ɕ o̞ː ɡʲ i
じょうき	d͡ʑ o̞ː kʲ i
じょうぎ	d͡ʑ o̞ː ɡʲ i
じょうきあつ	d͡ʑ o̞ː kʲ i a̠ t͡s ɨᵝ
じょうきげん	d͡ʑ o̞ː kʲ i ɡ ẽ̞ ɴ
じょうぎざ	d͡ʑ o̞ː ɡʲ i z a̠
じょうきせん	d͡ʑ o̞ː kʲ i̥ s ẽ̞ ɴ
しょうぎだおし	ɕ o̞ː ɡʲ i d a̠ o̞ ɕ i
しょうきゃく	ɕ o̞ː kʲ a̠ k ɯ̟ᵝ
じょうきゃく	d͡ʑ o̞ː kʲ a̠ k ɯ̟ᵝ
しょうきゃくろ	ɕ o̞ː kʲ a̠ k ɯ̟ᵝ ɾ o̞
しょうきゅう	ɕ o̞ː kʲ ɨᵝː
じょうきゅう	d͡ʑ o̞ː kʲ ɨᵝː
しょうきゅうし	ɕ o̞ː kʲ ɨᵝː ɕ i
じょうきゅうせい	d͡ʑ o̞ː kʲ ɨᵝː s e̞ː
しょうが	ɕ o̞ː ɡ a̠
じょうきょう	d͡ʑ o̞ː kʲ o̞ː
しょうぎょう	ɕ o̞ː ɡʲ o̞ː
じょうきょう	d͡ʑ o̞ː kʲ o̞ː
しょうぎょうか	ɕ o̞ː ɡʲ o̞ː k a̠
しょうきょく	ɕ o̞ː kʲ o̞ k ɯ̟ᵝ
しょうきょく	ɕ o̞ː kʲ o̞ k ɯ̟ᵝ
しょうきょほう	ɕ o̞ː kʲ o̞ h o̞ː
じょうく	d͡ʑ o̞ː k ɯ̟ᵝ
じょうくう	d͡ʑ o̞ː k ɯ̟ᵝː
しょうぐん	ɕ o̞ː ɡ ɯ̟̃ᵝ ɴ
しょうけい	ɕ o̞ː k e̞ː
どうけい	d o̞ː k e̞ː
しょうけいもじ	ɕ o̞ː k e̞ː m o̞ ʑ i
しょうげきは	ɕ o̞ː ɡ e̞ kʲ i̥ ɰᵝ a̠
じょうげさゆう	d͡ʑ o̞ː ɡ e̞ s a̠ j ɯ̟ᵝː
しょうけつ	ɕ o̞ː k e̞ t͡s ɨᵝ
じょうげてん	d ʑ oː ɡ e t e ɴ
しょうけん	ɕ o̞ː k ẽ̞ ɴ
しょうけん	ɕ o̞ː k ẽ̞ ɴ
じょうけん	d͡ʑ o̞ː k ẽ̞ ɴ
しょうげん	ɕ o̞ː ɡ ẽ̞ ɴ
じょうげん	d͡ʑ o̞ː ɡ ẽ̞ ɴ
しょうけんとりひきじょ	ɕ o̞ː k ẽ̞ n t o̞ ɾʲ i ç i̥ kʲ i ʑ o̞
しょうこ	ɕ o̞ː k o̞
まさこ	m a̠ s a̠ k o̞
しょうこ	ɕ o̞ː k o̞
しょうし	ɕ o̞ː ɕ i
しょうこ	ɕ o̞ː k o̞
しょうこ	ɕ o̞ː k o̞
じょうこ	d͡ʑ o̞ː k o̞
しょうご	ɕ o̞ː ɡ o̞
しょうこ	ɕ o̞ː k o̞
ろうと	ɾ o̞ː t o̞
しょうこう	ɕ o̞ː k o̞ː
しょうこう	ɕ o̞ː k o̞ː
じょうこう	d͡ʑ o̞ː k o̞ː
じょうこう	d͡ʑ o̞ː k o̞ː
じょうこう	d͡ʑ o̞ː k o̞ː
じょうこう	d͡ʑ o̞ː k o̞ː
じょうこう	d͡ʑ o̞ː k o̞ː
せいぎょう	s e̞ː ɡʲ o̞ː
じょうこう	d͡ʑ o̞ː k o̞ː
しょうごう	ɕ o̞ː ɡ o̞ː
しょうごう	ɕ o̞ː ɡ o̞ː
しょうこうき	ɕ o̞ː k o̞ː kʲ i
しょうこうぐち	ɕ o̞ː k o̞ː ɡ ɯ̟ᵝ t͡ɕ i
しょうこうぐん	ɕ o̞ː k o̞ː ɡ ɯ̟̃ᵝ ɴ
しょうこうだ	ɕ o̞ː k o̞ː d a̠
しょうこうねつ	ɕ o̞ː k o̞ː n e̞ t͡s ɨᵝ
しょうこく	ɕ o̞ː k o̞ k ɯ̟ᵝ
しょうごく	ɕ o̞ː ɡ o̞ k ɯ̟ᵝ
しょうこつ	ɕ o̞ː k o̞ t͡s ɨᵝ
しょうこん	ɕ o̞ː k õ̞ ɴ
しょうさ	ɕ o̞ː s a̠
しょうさ	ɕ o̞ː s a̠
しょうさい	ɕ o̞ː s a̠ i
じょうざい	d͡ʑ o̞ː z a̠ i
しょうさっし	ɕ o̞ː s a̠ ɕː i
じょうざぶ	d͡ʑ o̞ː z a̠ b ɯ̟ᵝ
