ya	ja
vilivyoshirikiana	vilivjoʃiɾikiana
vilivyosimamisha	vilivjosimamiʃa
vilivyotajwa	vilivjotaʄwa
vilivyotambuliwa	vilivjotambuliwa
vilivyotangazwa	vilivjotanɡazwa
vilivyotarajiwa	vilivjotaɾaʄiwa
vilivyotoa	vilivjotoa
vilivyotumwa	vilivjotumwa
vilivyotupwa	vilivjotupwa
vilivyoturudisha	vilivjotuɾuɗiʃa
vilivyoua	vilivjoua
vilivyounda	vilivjounda
vilivyounga	vilivjounɡa
vilivyovunjika	vilivjovunɟika
vilivyovutia	vilivjovutia
vilivyowawezesha	vilivjowawezeʃa
vilivyowekewa	vilivjowekewa
vilivyozibuliwa	vilivjoziɓuliwa
vilivyozinduliwa	vilivjozinduliwa
viliwaandaa	viliwaandaa
viliwania	viliwania
viliwasilisha	viliwasiliʃa
viliyokuwa	vilijokuwa
viliyvokatwa	vilijvokatwa
vilizusha	vilizuʃa
villivyoripotiwa	villivjoɾipotiwa
vilvyoharibu	vilvjohaɾiɓu
vimeachwa	vimeat͡ʃwa
vimeambia	vimeambia
vimeamua	vimeamua
vimebadili	vimeɓaɗili
vimebadilika	vimeɓaɗilika
vimebaini	vimeɓaini
vimebakia	vimeɓakia
vimebebeshwa	vimeɓeɓeʃwa
vimebinafsishwa	vimeɓinafsiʃwa
vimebomolewa	vimeɓomolewa
vimechochea	vimet͡ʃot͡ʃea
vimechukua	vimet͡ʃukua
vimedhamiria	vimeðamiɾia
vimedokeza	vimeɗokeza
vimedumu	vimeɗumu
vimefanikiwa	vimefanikiwa
vimefichua	vimefit͡ʃua
vimefikisha	vimefikiʃa
vimefungua	vimefunɡua
vimefuta	vimefuta
vimegharimu	vimeɣaɾimu
vimegundua	vimeɠundua
vimegunduliwa	vimeɠunduliwa
vimehamia	vimehamia
vimeibuka	vimeiɓuka
vimeibwa	vimeiɓwa
vimeihusisha	vimeihusiʃa
vimeingiliwa	vimeinɡiliwa
vimeiongoza	vimeionɡoza
vimeisha	vimeiʃa
vimeivutia	vimeivutia
vimejenga	vimeʄenɡa
vimejiingiza	vimeʄiinɡiza
vimejikita	vimeʄikita
vimejikuta	vimeʄikuta
vimejitoa	vimeʄitoa
vimejitokeza	vimeʄitokeza
vimekabiliwa	vimekaɓiliwa
vimekana	vimekana
vimekatiwa	vimekatiwa
vimekauka	vimekauka
vimekifanya	vimekifaɲa
vimekombolewa	vimekombolewa
vimekosekana	vimekosekana
vimekumba	vimekumba
vimekwenda	vimekwenda
vimelaani	vimelaani
vimelaumu	vimelaumu
vimeleta	vimeleta
vimeliambia	vimeliambia
vimelitaka	vimelitaka
vimemalizika	vimemalizika
vimemfanya	vimemfaɲa
vimemweka	vimemweka
vimeniwezesha	vimeniwezeʃa
vimenufaika	vimenufaika
vimenyofolewa	vimeɲofolewa
vimeonekana	vimeonekana
vimeongezeka	vimeonɡezeka
vimeonyesha	vimeoɲeʃa
vimepamba	vimepamba
vimepanda	vimepanda
vimepangwa	vimepanɡwa
vimepeleka	vimepeleka
vimepelekea	vimepelekea
vimepigwa	vimepiɠwa
vimepimaje	vimepimaʄe
vimepinga	vimepinɡa
vimepitisha	vimepitiʃa
vimepokelewa	vimepokelewa
vimeratibu	vimeɾatiɓu
vimerejeshwa	vimeɾeʄeʃwa
vimesafirishwa	vimesafiɾiʃwa
vimesambaza	vimesambaza
vimeshaanza	vimeʃaanza
vimeshachimbwa	vimeʃat͡ʃimbwa
vimeshuhudia	vimeʃuhuɗia
vimesisitiza	vimesisitiza
vimesogezwa	vimesoɠezwa
vimetabiri	vimetaɓiɾi
vimetaka	vimetaka
vimetangaza	vimetanɡaza
vimetatiza	vimetatiza
vimetengenezwa	vimetenɡenezwa
vimetia	vimetia
vimetoa	vimetoa
vimetoka	vimetoka
vimetoweka	vimetoweka
vimetumiwa	vimetumiwa
vimetwaa	vimetwaa
vimetwaja	vimetwaʄa
vimeukamata	vimeukamata
vimeunga	vimeunɡa
vimeuwa	vimeuwa
vimeuwawa	vimeuwawa
vimevalia	vimevalia
vimevigawa	vimeviɠawa
vimevuna	vimevuna
vimevurugwa	vimevuɾuɠwa
vimevuta	vimevuta
vimewafanya	vimewafaɲa
vimewaondolea	vimewaondolea
vimewataka	vimewataka
vimewekewa	vimewekewa
vimeyataja	vimejataʄa
vimezaa	vimezaa
vimezalisha	vimezaliʃa
vimezungukwa	vimezunɡukwa
vimezungumzia	vimezunɡumzia
vimilikiwe	vimilikiwe
vimiminika	vimiminika
vimisemo	vimisemo
vimjenge	vimʄenɡe
vinaandika	vinaandika
vinaangaliwa	vinaanɡaliwa
vinaanza	vinaanza
vinaashiria	vinaaʃiɾia
vinabagua	vinaɓaɠua
vinachanganya	vinat͡ʃanɡaɲa
vinachochea	vinat͡ʃot͡ʃea
vinachukuliwa	vinat͡ʃukuliwa
vinachunguza	vinat͡ʃunɡuza
vinadaiwa	vinaɗaiwa
vinadhibiti	vinaðiɓiti
vinaeleza	vinaeleza
vinaelezea	vinaelezea
vinaenda	vinaenda
vinaenea	vinaenea
vinafanyika	vinafaɲika
vinafeli	vinafeli
vinafunguliwa	vinafunɡuliwa
vinahakikisha	vinahakikiʃa
vinaharibika	vinahaɾiɓika
vinaharibike	vinahaɾiɓike
vinahubiri	vinahuɓiɾi
vinahusisana	vinahusisana
vinahusisha	vinahusiʃa
vinahusishwa	vinahusiʃwa
vinaingia	vinainɡia
vinaingilia	vinainɡilia
vinaitwa	vinaitwa
vinaivyotii	vinaivjotii
vinajidekeza	vinaʄiɗekeza
vinajiendesha	vinaʄiendeʃa
vinajitafuta	vinaʄitafuta
vinajitegemea	vinaʄiteɠemea
vinajiweka	vinaʄiweka
vinajua	vinaʄua
vinajumuisha	vinaʄumuiʃa
vinakaa	vinakaa
vinakaidi	vinakaiɗi
vinakamatwa	vinakamatwa
vinakiita	vinakiita
vinakombolewa	vinakombolewa
vinakua	vinakua
vinakubalika	vinakuɓalika
vinakufa	vinakufa
vinakuhusu	vinakuhusu
vinakumbushwa	vinakumbuʃwa
vinakupa	vinakupa
vinakusanyana	vinakusaɲana
vinakutana	vinakutana
vinakuvuta	vinakuvuta
vinakuwezesha	vinakuwezeʃa
vinalaani	vinalaani
vinalea	vinalea
vinalenga	vinalenɡa
vinalindwa	vinalindwa
vinamezwa	vinamezwa
vinamnyima	vinamɲima
vinampongeza	vinamponɡeza
vinamtaka	vinamtaka
vinamuongezea	vinamuonɡezea
vinanuka	vinanuka
vinaona	vinaona
vinaonekana	vinaonekana
vinaongezeka	vinaonɡezeka
vinaongezwa	vinaonɡezwa
vinaongoza	vinaonɡoza
vinaongozwa	vinaonɡozwa
vinapoisha	vinapoiʃa
vinapokelewa	vinapokelewa
vinapokuwa	vinapokuwa
vinapomaliza	vinapomaliza
vinaposhinda	vinapoʃinda
vinaposhirikiana	vinapoʃiɾikiana
vinapungua	vinapunɡua
vinapunguza	vinapunɡuza
vinapunguzwa	vinapunɡuzwa
vinarusha	vinaɾuʃa
vinasababisha	vinasaɓaɓiʃa
vinasabaisha	vinasaɓaiʃa
vinasambaa	vinasambaa
vinasemekana	vinasemekana
vinashabihiana	vinaʃaɓihiana
vinashikilia	vinaʃikilia
vinashindwa	vinaʃindwa
vinasikika	vinasikika
vinasimamiwa	vinasimamiwa
vinasisitiza	vinasisitiza
vinasogea	vinasoɠea
vinastahili	vinastahili
vinasuluhishwa	vinasuluhiʃwa
vinasumbua	vinasumbua
vinatambulika	vinatambulika
vinatatiza	vinatatiza
vinatengenezwa	vinatenɡenezwa
vinatetea	vinatetea
vinatishia	vinatiʃia
vinatofautiana	vinatofautiana
vinatoka	vinatoka
vinatokana	vinatokana
vinatokea	vinatokea
vinatolewa	vinatolewa
vinatufariji	vinatufaɾiʄi
vinatuma	vinatuma
vinatumia	vinatumia
vinatunzwa	vinatunzwa
vinatuongoza	vinatuonɡoza
vinaufanya	vinaufaɲa
vinauhitaji	vinauhitaʄi
vinaukalia	vinaukalia
vinaunda	vinaunda
vinaushikilia	vinauʃikilia
vinavyoacha	vinavjoat͡ʃa
vinavyoambatana	vinavjoambatana
vinavyoangaliwa	vinavjoanɡaliwa
vinavyoanza	vinavjoanza
vinavyoathiri	vinavjoaθiɾi
vinavyoathiriwa	vinavjoaθiɾiwa
vinavyochukuliwa	vinavjot͡ʃukuliwa
vinavyochunguza	vinavjot͡ʃunɡuza
vinavyodaiwa	vinavjoɗaiwa
vinavyoelekeza	vinavjoelekeza
vinavyoenda	vinavjoenda
vinavyoendana	vinavjoendana
vinavyoendelezwa	vinavjoendelezwa
vinavyoendesha	vinavjoendeʃa
vinavyofadhiliwa	vinavjofaðiliwa
vinavyofanya	vinavjofaɲa
vinavyofuata	vinavjofuata
vinavyofuatiliwa	vinavjofuatiliwa
vinavyoharibika	vinavjohaɾiɓika
vinavyohudumiwa	vinavjohuɗumiwa
vinavyohusiana	vinavjohusiana
vinavyohusu	vinavjohusu
vinavyoingiliana	vinavjoinɡiliana
vinavyoitwa	vinavjoitwa
vinavyoiunga	vinavjoiunɡa
vinavyojengwa	vinavjoʄenɡwa
vinavyojipanga	vinavjoʄipanɡa
vinavyojua	vinavjoʄua
vinavyokaliwa	vinavjokaliwa
vinavyokidhi	vinavjokiði
vinavyokinzana	vinavjokinzana
vinavyokusudiwa	vinavjokusuɗiwa
vinavyolenga	vinavjolenɡa
vinavyoleta	vinavjoleta
vinavyolinda	vinavjolinda
vinavyomfuatilia	vinavjomfuatilia
vinavyomridhisha	vinavjomɾiðiʃa
vinavyomshikilia	vinavjomʃikilia
vinavyomuumiza	vinavjomuumiza
vinavyomuweka	vinavjomuweka
vinavyonahitajika	vinavjonahitaʄika
vinavyoongeza	vinavjoonɡeza
vinavyoonyesha	vinavjooɲeʃa
vinavyopakana	vinavjopakana
vinavyopata	vinavjopata
vinavyopingwa	vinavjopinɡwa
vinavyosaidia	vinavjosaiɗia
vinavyoshindana	vinavjoʃindana
vinavyoshiriki	vinavjoʃiɾiki
vinavyoshukiwa	vinavjoʃukiwa
vinavyosisitiza	vinavjosisitiza
vinavyostahiki	vinavjostahiki
vinavyostahili	vinavjostahili
vinavyotaka	vinavjotaka
vinavyotambulisha	vinavjotambuliʃa
vinavyotarajia	vinavjotaɾaʄia
vinavyotarajiwa	vinavjotaɾaʄiwa
vinavyotazamwa	vinavjotazamwa
vinavyotegemea	vinavjoteɠemea
vinavyotekeleza	vinavjotekeleza
vinavyotengenezwa	vinavjotenɡenezwa
vinavyotumiwa	vinavjotumiwa
vinavyounda	vinavjounda
vinavyoungwa	vinavjounɡwa
vinavyovuta	vinavjovuta
vinavyowakandamiza	vinavjowakandamiza
vinavyowakusanya	vinavjowakusaɲa
vinavyowalenga	vinavjowalenɡa
vinavyowanyima	vinavjowaɲima
vinavyowashikilia	vinavjowaʃikilia
vinavyowawezesha	vinavjowawezeʃa
vinavyowazidi	vinavjowaziɗi
vinavyozalisha	vinavjozaliʃa
vinawafundisha	vinawafundiʃa
vinawaniwa	vinawaniwa
vinawapa	vinawapa
vinawataka	vinawataka
vinaweka	vinaweka
vinawezekana	vinawezekana
vinayotambulika	vinajotambulika
vinayounda	vinajounda
vinazibwa	vinaziɓwa
vinazihitaji	vinazihitaʄi
vinazingatia	vinazinɡatia
vinazuia	vinazuia
vinazunguka	vinazunɡuka
vinazungumza	vinazunɡumza
vindege	vindeɠe
vine	vine
vingebadilishwa	vinɡeɓaɗiliʃwa
vingele	vinɡele
vingempata	vinɡempata
vingepunguzwa	vinɡepunɡuzwa
vingewezesha	vinɡewezeʃa
vingozi	vinɡozi
vinjia	vinɟia
vinunuliwe	vinunuliwe
vinyesi	viɲesi
vinyongo	viɲonɡo
vinyweleo	viɲweleo
viogogo	vioɠoɠo
violate	violate
viongeze	vionɡeze
viongezwe	vionɡezwe
viongoiz	vionɡoiz
viongoz	vionɡoz
vionhozi	vionhozi
vipandikizi	vipandikizi
vipanganjia	vipanɡanɟia
vipatikane	vipatikane
vipatiwe	vipatiwe
vipawa	vipawa
vipaza	vipaza
vipelekwe	vipelekwe
vipenseli	vipenseli
vipenzi	vipenzi
vipicha	vipit͡ʃa
viporo	vipoɾo
vipulizi	vipulizi
viranja	viɾanɟa
virejee	viɾeʄee
viroboto	viɾoɓoto
viruhusiwe	viɾuhusiwe
virungu	viɾunɡu
virushe	viɾuʃe
virutubishi	viɾutuɓiʃi
virutubsho	viɾutuɓʃo
visababishi	visaɓaɓiʃi
visheti	viʃeti
vishikizo	viʃikizo
vishimo	viʃimo
vishindane	viʃindane
vishindwe	viʃindwe
vishughuli	viʃuɣuli
visichezewa	visit͡ʃezewa
visihamie	visihamie
visiibwe	visiiɓwe
visiingiliwe	visiinɡiliwe
visilazimishwe	visilazimiʃwe
visimbuzi	visimbuzi
visinyae	visiɲae
visipendelee	visipendelee
visipokelewe	visipokelewe
visivyojulikana	visivjoʄulikana
visivyokubalika	visivjokuɓalika
visivyokuwa	visivjokuwa
visivyoonekana	visivjoonekana
visivyopungua	visivjopunɡua
visivyoruhusiwa	visivjoɾuhusiwa
visivyotokana	visivjotokana
visogezwe	visoɠezwe
visonge	visonɡe
vista	vista
vitaamuliwa	vitaamuliwa
vitaangamiza	vitaanɡamiza
vitaanza	vitaanza
vitaathiri	vitaaθiɾi
vitaboreshwa	vitaɓoɾeʃwa
vitabuni	vitaɓuni
vitachangia	vitat͡ʃanɡia
vitachuana	vitat͡ʃuana
vitadorora	vitaɗoɾoɾa
vitaendesha	vitaendeʃa
vitaendeshwa	vitaendeʃwa
vitafika	vitafika
vitafikiriwa	vitafikiɾiwa
vitafuata	vitafuata
vitafunwa	vitafunwa
vitageuzwa	vitaɠeuzwa
vitahamishwa	vitahamiʃwa
vitaharibu	vitahaɾiɓu
vitaheshimiwa	vitaheʃimiwa
vitaimarisha	vitaimaɾiʃa
vitakaa	vitakaa
vitakakwisha	vitakakwiʃa
vitakapopatikana	vitakapopatikana
vitakavyofanya	vitakavjofaɲa
vitakavyofuzu	vitakavjofuzu
vitakavyohudhuria	vitakavjohuðuɾia
vitakavyojengwa	vitakavjoʄenɡwa
vitakavyokidhi	vitakavjokiði
vitakavyokuja	vitakavjokuʄa
vitakavyomaliza	vitakavjomaliza
vitakavyomwezesha	vitakavjomwezeʃa
vitakavyonufaika	vitakavjonufaika
vitakavyoondoka	vitakavjoondoka
vitakavyowachelewesha	vitakavjowat͡ʃeleweʃa
vitakavyowezesha	vitakavjowezeʃa
vitakavyozalisha	vitakavjozaliʃa
vitakayoleta	vitakajoleta
vitakua	vitakua
vitalenga	vitalenɡa
vitaleta	vitaleta
vitalikomboa	vitalikomboa
vitandani	vitandani
vitaonekana	vitaonekana
vitaongeza	vitaonɡeza
vitaonyesha	vitaoɲeʃa
vitapanga	vitapanɡa
vitapewa	vitapewa
vitapitisha	vitapitiʃa
vitapoteza	vitapoteza
vitarekebishwa	vitaɾekeɓiʃwa
vitasa	vitasa
vitasababisha	vitasaɓaɓiʃa
vitasaidia	vitasaiɗia
vitasambaza	vitasambaza
vitasambazwa	vitasambazwa
vitashindaniwa	vitaʃindaniwa
vitategemea	vitateɠemea
vitatuhakikishia	vitatuhakikiʃia
vitatutawala	vitatutawala
vitaujua	vitauʄua
vitavuruga	vitavuɾuɠa
vitavyotegemewa	vitavjoteɠemewa
vitawapanga	vitawapanɡa
vitawasaidia	vitawasaiɗia
vitawasilishwa	vitawasiliʃwa
vitawekwa	vitawekwa
vitazalisha	vitazaliʃa
vitega	viteɠa
vitepe	vitepe
vitetetesi	vitetetesi
vitivii	vitivii
vitumike	vitumike
vitusaidie	vitusaiɗie
viuasumu	viuasumu
viugumu	viuɠumu
viumbea	viumbea
viunganishi	viunɡaniʃi
viuno	viuno
viunoni	viunoni
viunzi	viunzi
viuongo	viuonɡo
viuongozi	viuonɡozi
vivumishi	vivumiʃi
viwake	viwake
viwatilishi	viwatiliʃi
viwavi	viwavi
viwekwe	viwekwe
vizee	vizee
vizuei	vizuei
vizuiri	vizuiɾi
vizuka	vizuka
vizurinkatika	vizuɾinkatika
voa	voa
voaswahili	voaswahili
vocal	vocal
voice	voice
voix	voix
volti	volti
vongozi	vonɡozi
votuo	votuo
vpande	vpande
vrusi	vɾusi
vs	vs
vujo	vuʄo
vukiwamo	vukiwamo
vumbuzi	vumbuzi
vunjika	vunɟika
vuuguvugu	vuuɠuvuɠu
vuzuri	vuzuɾi
vy	vj
vyaukraine	vjaukɾaine
vyaka	vjaka
vyama	vjama
vyaongezeka	vjaonɡezeka
vye	vje
vyeupe	vjeupe
vyinavyopandishwa	vjinavjopandiʃwa
vyingi	vjinɡi
vyo	vjo
vzuri	vzuɾi
watijuana	watiʄuana
wauamuzi	wauamuzi
wazimbabwe	wazimbaɓwe
waaandishi	waaandiʃi
waaasi	waaasi
waachana	waat͡ʃana
waachie	waat͡ʃie
waachike	waat͡ʃike
waachiliwa	waat͡ʃiliwa
waachwe	waat͡ʃwe
waagiza	waaɠiza
waagizaji	waaɠizaʄi
waahirishe	waahiɾiʃe
waajjiri	waaʄʄiɾi
waakilishi	waakiliʃi
waaliamua	waaliamua
waambulie	waambulie
waaminike	waaminike
waanaojitoa	waanaoʄitoa
waanchi	waant͡ʃi
waandaajia	waandaaʄia
waandae	waandae
waandajili	waandaʄili
waandamamizi	waandamamizi
waandikishe	waandikiʃe
waandikishwe	waandikiʃwe
waandshi	waandʃi
waangamizwe	waanɡamizwe
waanii	waanii
waanzie	waanzie
waanzishe	waanziʃe
waape	waape
waasherati	waaʃeɾati
waashiria	waaʃiɾia
waataalam	waataalam
waatu	waatu
waaumini	waaumini
waazazi	waazazi
waaziri	waaziɾi
wabadhirifu	waɓaðiɾifu
wabadilishana	waɓaɗiliʃana
wabakaji	waɓakaʄi
wabakize	waɓakize
wabambe	waɓambe
wabanwa	waɓanwa
wabeba	waɓeɓa
wabebe	waɓeɓe
wabomoaji	waɓomoaʄi
wabudha	waɓuða
wabunge	waɓunɡe
wabuni	waɓuni
waburudishaji	waɓuɾuɗiʃaʄi
wabwakuaji	waɓwakuaʄi
wacameroon	wacameɾoon
wachafu	wat͡ʃafu
wachaguliwe	wat͡ʃaɠuliwe
wachamabuzi	wat͡ʃamaɓuzi
wachambue	wat͡ʃambue
wachambuizi	wat͡ʃambuizi
wachanganyiwe	wat͡ʃanɡaɲiwe
wachangie	wat͡ʃanɡie
wacheche	wat͡ʃet͡ʃe
wachepushaji	wat͡ʃepuʃaʄi
wachezeshaji	wat͡ʃezeʃaʄi
wachokozi	wat͡ʃokozi
wachoma	wat͡ʃoma
wachongaji	wat͡ʃonɡaʄi
wachotwe	wat͡ʃotwe
wachovu	wat͡ʃovu
wachuana	wat͡ʃuana
wachuguzi	wat͡ʃuɠuzi
wachujwe	wat͡ʃuʄwe
wachukua	wat͡ʃukua
wachumbiane	wat͡ʃumbiane
wacongo	waconɡo
wad	waɗ
wadada	waɗaɗa
wadananda	waɗananda
wadeni	waɗeni
wadhfa	waðfa
wadhuru	waðuɾu
wadoggo	waɗoɠɠo
wadu	waɗu
wadzabe	waɗzaɓe
wae	wae
waelekezi	waelekezi
waendele	waendele
waendeleze	waendeleze
waenezaji	waenezaʄi
waepanga	waepanɡa
waepuke	waepuke
waerevu	waeɾevu
waethibitishwa	waeθiɓitiʃwa
waethiopia	waeθiopia
wafamikiwa	wafamikiwa
wafanyaabishara	wafaɲaaɓiʃaɾa
wafanyabaishara	wafaɲaɓaiʃaɾa
wafanyakazia	wafaɲakazia
wafanyakazina	wafaɲakazina
wafanyapo	wafaɲapo
wafanyavyo	wafaɲavjo
wafanyekazi	wafaɲekazi
wafanyie	wafaɲie
wafanyika	wafaɲika
wafanyisheni	wafaɲiʃeni
wafarijika	wafaɾiʄika
wafariki	wafaɾiki
wafashisti	wafaʃisti
wafaulu	wafaulu
wafeli	wafeli
wafidie	wafiɗie
wafikia	wafikia
wafikiriwe	wafikiɾiwe
wafikishiwe	wafikiʃiwe
wafikiwe	wafikiwe
wafuatao	wafuatao
wafuga	wafuɠa
wafugwao	wafuɠwao
wafukuzwe	wafukuzwe
wafumaniwe	wafumaniwe
wafundishaji	wafundiʃaʄi
wafundishwe	wafundiʃwe
wafungua	wafunɡua
wafungwe	wafunɡwe
wafupi	wafupi
wafurahiakupokelewa	wafuɾahiakupokelewa
wafurukutwa	wafuɾukutwa
wafusai	wafusai
wafusia	wafusia
wafutwe	wafutwe
waganda	waɠanda
wagande	waɠande
wagawane	waɠawane
wageukie	waɠeukie
wagonbea	waɠonɓea
wagumba	waɠumba
wagundue	waɠundue
wagundulike	waɠundulike
wahama	wahama
wahamasishe	wahamasiʃe
wahamasishwe	wahamasiʃwe
wahamie	wahamie
wahamishwe	wahamiʃwe
wahandishi	wahandiʃi
wahangaike	wahanɡaike
waharakishiwe	wahaɾakiʃiwe
wahesabiwa	wahesaɓiwa
wahesabu	wahesaɓu
wahesimu	wahesimu
wahifadhi	wahifaði
wahimiza	wahimiza
wahimizwa	wahimizwa
wahofie	wahofie
wahoji	wahoʄi
wahouthi	wahouθi
wahudumie	wahuɗumie
wahudumiwe	wahuɗumiwe
wahukakika	wahukakika
wahukumiwa	wahukumiwa
wahukumkiwe	wahukumkiwe
waiache	waiat͡ʃe
waiambie	waiambie
waibe	waiɓe
waibuka	waiɓuka
waibuke	waiɓuke
waichague	wait͡ʃaɠue
waidai	waiɗai
waidhinishe	waiðiniʃe
waielekeze	waielekeze
waifu	waifu
waigize	waiɠize
wailayani	wailajani
wailiokuwa	wailiokuwa
waimbe	waimbe
waimeiomba	waimeiomba
waine	waine
waingerea	wainɡeɾea
waipokee	waipokee
waisarel	waisaɾel
waishirikishe	waiʃiɾikiʃe
waisihi	waisihi
waislam	waislam
waisrael	waisɾael
waisraeli	waisɾaeli
waitaliano	waitaliano
waitangulize	waitanɡulize
waitara	waitaɾa
waitazame	waitazame
waiteke	waiteke
waitekeleze	waitekeleze
waitende	waitende
waitengeneze	waitenɡeneze
waivamia	waivamia
waivute	waivute
waiwekea	waiwekea
waizara	waizaɾa
wajadiliane	waʄaɗiliane
wajao	waʄao
wajapan	waʄapan
wajasimali	waʄasimali
wajasiria	waʄasiɾia
wajasiriamli	waʄasiɾiamli
wajaziwe	waʄaziwe
wajenga	waʄenɡa
wajenzi	waʄenzi
wajiajiri	waʄiaʄiɾi
wajibika	waʄiɓika
wajieleze	waʄieleze
wajiendeleze	waʄiendeleze
wajiepushe	waʄiepuʃe
wajihadhari	waʄihaðaɾi
wajihi	waʄihi
wajiingize	waʄiinɡize
wajiji	waʄiʄi
wajikimu	waʄikimu
wajikomboe	waʄikomboe
wajikwamue	waʄikwamue
wajili	waʄili
wajilinde	waʄilinde
wajimbo	waʄimbo
wajione	waʄione
wajipange	waʄipanɡe
wajipatie	waʄipatie
wajipime	waʄipime
wajiridhishe	waʄiɾiðiʃe
wajisajili	waʄisaʄili
wajisiriamali	waʄisiɾiamali
wajitambue	waʄitambue
wajitoe	waʄitoe
wajitume	waʄitume
wajiunde	waʄiunde
wajiunge	waʄiunɡe
wajivuni	waʄivuni
wajivunia	waʄivunia
wajiweka	waʄiweka
wajualo	waʄualo
wajulishe	waʄuliʃe
wajulishwe	waʄuliʃwe
wakaachana	wakaat͡ʃana
wakaagiza	wakaaɠiza
wakaajiri	wakaaʄiɾi
wakaajiriwe	wakaaʄiɾiwe
wakaandika	wakaandika
wakaao	wakaao
wakaapa	wakaapa
wakabadilika	wakaɓaɗilika
wakabadilishiwa	wakaɓaɗiliʃiwa
wakabiliana	wakaɓiliana
wakabweteka	wakaɓweteka
wakachakachua	wakat͡ʃakat͡ʃua
wakacheza	wakat͡ʃeza
wakachimba	wakat͡ʃimba
wakachochea	wakat͡ʃot͡ʃea
wakachote	wakat͡ʃote
wakachunguze	wakat͡ʃunɡuze
wakaelekea	wakaelekea
wakaeleza	wakaeleza
wakaendeleza	wakaendeleza
wakafahamika	wakafahamika
wakafanye	wakafaɲe
wakafanyiwa	wakafaɲiwa
wakafariki	wakafaɾiki
wakafikiri	wakafikiɾi
wakafikishana	wakafikiʃana
wakafundishwa	wakafundiʃwa
wakafungua	wakafunɡua
wakaganda	wakaɠanda
wakageuka	wakaɠeuka
wakagombea	wakaɠombea
wakagongwa	wakaɠonɡwa
wakague	wakaɠue
wakagundua	wakaɠundua
wakagundulika	wakaɠundulika
wakahama	wakahama
wakahamasishwa	wakahamasiʃwa
wakahamia	wakahamia
wakahimiza	wakahimiza
wakahukumiwa	wakahukumiwa
wakaichapa	wakait͡ʃapa
wakaichukulia	wakait͡ʃukulia
wakaidaka	wakaiɗaka
wakaifanye	wakaifaɲe
wakaifanyia	wakaifaɲia
wakaigeukia	wakaiɠeukia
wakaikubali	wakaikuɓali
wakaingiwa	wakainɡiwa
wakaingizwa	wakainɡizwa
wakaipeleka	wakaipeleka
wakaishambulia	wakaiʃambulia
wakaishia	wakaiʃia
wakaishutumu	wakaiʃutumu
wakaitafuta	wakaitafuta
wakaitwa	wakaitwa
wakaivunja	wakaivunɟa
wakajaa	wakaʄaa
wakajaze	wakaʄaze
wakajibiwa	wakaʄiɓiwa
wakajificha	wakaʄifit͡ʃa
wakajiona	wakaʄiona
wakajipime	wakaʄipime
wakajitosa	wakaʄitosa
wakajua	wakaʄua
wakajulishwa	wakaʄuliʃwa
wakakaa	wakakaa
wakakae	wakakae
wakakanyaga	wakakaɲaɠa
wakakatisha	wakakatiʃa
wakakipokea	wakakipokea
wakakosa	wakakosa
wakakupima	wakakupima
wakakutafutia	wakakutafutia
wakakuwakilisha	wakakuwakiliʃa
wakal	wakal
wakalee	wakalee
wakalimaliza	wakalimaliza
wakalipuuza	wakalipuuza
wakalitenga	wakalitenɡa
wakamateni	wakamateni
wakamburuza	wakambuɾuza
wakamchoma	wakamt͡ʃoma
wakamfunga	wakamfunɡa
wakamilishe	wakamiliʃe
wakamjeruhi	wakamʄeɾuhi
wakamkata	wakamkata
wakamkatalia	wakamkatalia
wakampigia	wakampiɠia
wakampongeza	wakamponɡeza
wakampora	wakampoɾa
wakamsaidia	wakamsaiɗia
wakamshirikisha	wakamʃiɾikiʃa
wakamshtaki	wakamʃtaki
wakamshuku	wakamʃuku
wakamsikiliza	wakamsikiliza
wakamtangaza	wakamtanɡaza
wakamtema	wakamtema
wakamtimua	wakamtimua
wakamtoa	wakamtoa
wakamtuhumu	wakamtuhumu
wakamtuliza	wakamtuliza
wakamtumia	wakamtumia
wakamuachia	wakamuat͡ʃia
wakamuaga	wakamuaɠa
wakamuamini	wakamuamini
wakamuelewa	wakamuelewa
wakamuita	wakamuita
wakamumulika	wakamumulika
wakamuone	wakamuone
wakamuongoza	wakamuonɡoza
wakamuonyesha	wakamuoɲeʃa
wakamwachia	wakamwat͡ʃia
wakamweka	wakamweka
wakamweleze	wakamweleze
wakamwendea	wakamwendea
wakamzaa	wakamzaa
wakamzika	wakamzika
wakaniandikia	wakaniandikia
wakanichukua	wakanit͡ʃukua
wakaniita	wakaniita
wakanikamata	wakanikamata
wakanipunguzia	wakanipunɡuzia
wakanisajili	wakanisaʄili
wakanisamehe	wakanisamehe
wakanishika	wakaniʃika
wakanitishia	wakanitiʃia
wakanitoa	wakanitoa
wakaniuliza	wakaniuliza
wakaniweka	wakaniweka
wakanufaika	wakanufaika
wakanywa	wakaɲwa
wakao	wakao
wakaoana	wakaoana
wakaokoa	wakaokoa
wakaokolewa	wakaokolewa
wakaondoa	wakaondoa
wakaongezwa	wakaonɡezwa
wakaongozana	wakaonɡozana
wakapanga	wakapanɡa
wakapate	wakapate
wakapelekwa	wakapelekwa
wakapenda	wakapenda
wakapendekeza	wakapendekeza
wakapeukua	wakapeukua
wakapige	wakapiɠe
wakapigwa	wakapiɠwa
wakapita	wakapita
wakapora	wakapoɾa
