flora,flɔra
undziakiewicz,und͡ʑakjɛvit͡ʂ
wtyka,ftɨka
odraczało,ɔdrat͡ʂawɔ
częściami,t͡ʂɛɲɕt͡ɕami
swawolić,sfavɔlit͡ɕ
uwielbianie,uvjɛlbjaɲɛ
polecałaby,pɔlɛt͡sawabɨ
irlandczyk,irlantt͡ʂɨk
mięsami,mjɛw̃sami
porcję,pɔrt͡sjɛ
pilnowałbym,pilnɔvawbɨm
georgia,d͡ʐɔrd͡ʐja
ołóweczek,ɔwuvɛt͡ʂɛk
najweselszy,najvɛsɛlʂɨ
torpedować,tɔrpɛdɔvat͡ɕ
połykałybyście,pɔwɨkawɨbɨɕt͡ɕɛ
wsól,fsul
ojcować,ɔjt͡sɔvat͡ɕ
rodzicach,rɔd͡ʑit͡sax
płynąć,pwɨnɔɲt͡ɕ
fizykochemiczny,fizɨkɔxɛmit͡ʂnɨ
zadziorek,zad͡ʑɔrɛk
jajeczkowanie,jajɛt͡ʂkɔvaɲɛ
cudom,t͡sudɔm
pluralizm,pluralizm
zmełka,zmɛwka
przesuwka,pʂɛsufka
wiąckiewicz,vjɔnt͡skjɛvit͡ʂ
betoniarski,bɛtɔɲarski
ablatiwus,ablativus
caniboł,t͡saɲibɔw
smołą,smɔwɔw̃
włączające,vwɔnt͡ʂajɔnt͡sɛ
pielgrzymka,pjɛlɡʐɨmka
zamówieniem,zamuvjɛɲɛm
klikaliście,klikaliɕt͡ɕɛ
batalistyczny,batalistɨt͡ʂnɨ
piekący,pjɛkɔnt͡sɨ
ponowny,pɔnɔvnɨ
konstytucją,kɔnstɨtut͡sjɔw̃
rygasiewicz,rɨɡaɕɛvit͡ʂ
składowy,skwadɔvɨ
konwersacjami,kɔnvɛrsat͡sjami
pękają,pɛŋkajɔw̃
buszczak,buʂt͡ʂak
okazyj,ɔkazɨj
kidana,kidana
szachownica,ʂaxɔvɲit͡sa
automatyzowałoby,awtɔmatɨzɔvawɔbɨ
aprowidujecie,aprɔvidujɛt͡ɕɛ
istnieje,istɲɛjɛ
monopartia,mɔnɔpartja
łapówce,wapuft͡sɛ
nawymyślać,navɨmɨɕlat͡ɕ
sutej,sutɛj
kurków,kurkuf
rozpoznany,rɔspɔznanɨ
gotujmy,ɡɔtujmɨ
fonetyczek,fɔnɛtɨt͡ʂɛk
krwistej,krfistɛj
wybrzuszony,vɨbʐuʂɔnɨ
służę,swuʐɛ
snycerz,snɨt͡sɛʂ
suchodół,suxɔduw
dostawić,dɔstavit͡ɕ
zwiedzali,zvjɛd͡zali
butelkę,butɛlkɛ
zabarwić,zabarvit͡ɕ
miotłami,mjɔtwami
przedawnić,pʂɛdavɲit͡ɕ
nadal,nadal
nadużywajmy,naduʐɨvajmɨ
nawinąć,navinɔɲt͡ɕ
czaplami,t͡ʂaplami
pręcie,prɛɲt͡ɕɛ
rozmówkowy,rɔzmufkɔvɨ
lęcznar,lɛnt͡ʂnar
wielkiemu,vjɛlkjɛmu
suriekcję,surjɛkt͡sjɛ
obują,ɔbujɔw̃
zaufany,zaufanɨ
epidemiolog,ɛpidɛmjɔlɔk
cierpmy,t͡ɕɛrpmɨ
sowie,sɔvjɛ
długopisami,dwuɡɔpisami
okrzyk,ɔkʂɨk
zachorzeć,zaxɔʐɛt͡ɕ
zagrajmer,zaɡrajmɛr
dolaś,dɔlaɕ
minus,minus
zidentyfikować,zidɛntɨfikɔvat͡ɕ
oponka,ɔpɔŋka
wymiotowałybyśmy,vɨmjɔtɔvawɨbɨɕmɨ
ziarkiewicz,ʑarkjɛvit͡ʂ
migdałowy,miɡdawɔvɨ
przemiło,pʂɛmiwɔ
cebr,t͡sɛbr
bezłuski,bɛzwuski
bełchatowem,bɛwxatɔvɛm
chemiczka,xɛmit͡ʂka
studentka,studɛntka
chakasją,xakasjɔw̃
badało,badawɔ
niebezpiecznymi,ɲɛbɛspjɛt͡ʂnɨmi
zaopatrzyć,zaɔpatʂɨt͡ɕ
aldozowy,aldɔzɔvɨ
podróżowałby,pɔdruʐɔvawbɨ
masturbacja,masturbat͡sja
baszkortostan,baʂkɔrtɔstan
kamienicznik,kamjɛɲit͡ʂɲik
nabraną,nabranɔw̃
zerowy,zɛrɔvɨ
wolumin,vɔlumin
cięciu,t͡ɕɛɲt͡ɕu
hotelom,xɔtɛlɔm
aminowanie,aminɔvaɲɛ
różę,ruʐɛ
śliczniutki,ɕlit͡ʂɲutki
gostomski,ɡɔstɔmski
licytacjami,lit͡sɨtat͡sjami
delfy,dɛlfɨ
pięknemu,pjɛŋknɛmu
arbuz,arbus
oświetlać,ɔɕfjɛtlat͡ɕ
biskupiecki,biskupjɛt͡ski
stonóg,stɔnuk
firmament,firmamɛnt
olechowicz,ɔlɛxɔvit͡ʂ
ulryk,ulrɨk
podkreślali,pɔtkrɛɕlali
rekordowo,rɛkɔrdɔvɔ
zmieniałeś,zmjɛɲawɛɕ
moich,mɔix
nieheteronormatywny,ɲɛxɛtɛrɔnɔrmatɨvnɨ
parskacie,parskat͡ɕɛ
benzenowy,bɛnzɛnɔvɨ
zbrodnia,zbrɔdɲa
bezkostny,bɛskɔstnɨ
wycieńczanie,vɨt͡ɕɛɲt͡ʂaɲɛ
zaglądać,zaɡlɔndat͡ɕ
tareł,tarɛw
zarchiwizowanej,zarxivizɔvanɛj
kłoda,kɫɔda
walich,valix
wędrowałbym,vɛndrɔvawbɨm
zespolę,zɛspɔlɛ
przekwitałyby,pʂɛkfitawɨbɨ
przećcię,pʂɛt͡ɕt͡ɕɛ̃
olkuska,ɔlkuska
kuternoga,kutɛrnɔɡa
chciana,xt͡ɕana
obiecałeś,ɔbjɛt͡sawɛɕ
sardynia,sardɨɲja
taczce,tat͡ʂt͡sɛ
niedorozwój,ɲɛdɔrɔzvuj
snopom,snɔpɔm
walnym,valnɨm
kolaps,kɔlaps
rozdaj,rɔzdaj
truchcik,truxt͡ɕik
marlenga,marlɛŋɡa
konwaliami,kɔnvaljami
wociór,vɔt͡ɕur
albuminometr,albuminɔmɛtr
złupić,zwupit͡ɕ
lisiury,liɕurɨ
kładź,kwat͡ɕ
spękać,spɛŋkat͡ɕ
potem,pɔtɛm
martwą,martfɔw̃
instynktowny,instɨŋktɔvnɨ
szyldowy,ʂɨldɔvɨ
kopiś,kɔpiɕ
ukrywa,ukrɨva
inkwizycja,iŋkfizɨt͡sja
wschodniosłowiańskimi,fsxɔdɲɔswɔvjaɲskimi
maślorz,maɕlɔʂ
kosz,kɔʂ
spawęk,spavɛŋk
dostarczalibyśmy,dɔstart͡ʂalibɨɕmɨ
baszkirskiemu,baʂkirskjɛmu
małpowanie,mawpɔvaɲɛ
aestetyczny,aɛstɛtɨt͡ʂnɨ
okropnie,ɔkrɔpɲɛ
kiczowaty,kit͡ʂɔvatɨ
źródłowy,ʑrudwɔvɨ
aztecki,astɛt͡ski
miśniakiewicz,miɕɲakjɛvit͡ʂ
malesa,malɛsa
strom,strɔm
przysłowiowo,pʂɨswɔvjɔvɔ
produkcja,prɔdukt͡sja
lisiecka,liɕɛt͡ska
osmańskim,ɔsmaɲskim
niezliczony,ɲɛzlit͡ʂɔnɨ
złamie,zwamjɛ
zaabonujesz,zaabɔnujɛʂ
przestępstwo,pʂɛstɛmpstfɔ
misję,misjɛ
eufuizm,ɛwfuizm
przewoźnik,pʂɛvɔʑɲik
szurać,ʂurat͡ɕ
ciągliwszy,t͡ɕɔŋɡlifʂɨ
zgaga,zɡaɡa
czupryna,t͡ʂuprɨna
mękom,mɛŋkɔm
spiekły,spjɛkwɨ
maciory,mat͡ɕɔrɨ
desperacja,dɛspɛrat͡sja
wykałaczkę,vɨkawat͡ʂkɛ
znalazłabym,znalazwabɨm
latynoamerykańskie,latɨnɔamɛrɨkaɲskjɛ
kenijskiemu,kɛɲijskjɛmu
wyjdę,vɨjdɛ
bezcześcilibyśmy,bɛst͡ʂɛɕt͡ɕilibɨɕmɨ
gryzonia,ɡrɨzɔɲja
zamykała,zamɨkawa
naparło,naparwɔ
gołębiewicz,ɡɔwɛmbjɛvit͡ʂ
cięłaś,t͡ɕɛwaɕ
ustawkach,ustafkax
ciekawska,t͡ɕɛkafska
kłusa,kwusa
weź,vɛɕ
krowom,krɔvɔm
abiotycznie,abjɔtɨt͡ʂɲɛ
kablówka,kablufka
zapewniały,zapɛvɲawɨ
jarką,jarkɔw̃
dostojeństwo,dɔstɔjɛɲstfɔ
chmurko,xmurkɔ
parzymies,paʐɨmjɛs
lamo,lamɔ
sirocki,ɕirɔt͡ski
malusią,maluɕɔw̃
pomyślał,pɔmɨɕlaw
ratunkowy,ratuŋkɔvɨ
bandzior,band͡ʑɔr
papierosku,papjɛrɔsku
rozważny,rɔzvaʐnɨ
łatwiejszego,watfjɛjʂɛɡɔ
errata,ɛrrata
wybitnymi,vɨbitnɨmi
kukła,kukwa
apodyktyczny,apɔdɨktɨt͡ʂnɨ
cennik,t͡sɛnɲik
piłodziób,piwɔd͡ʑup
rozpala,rɔspala
okrętnica,ɔkrɛntɲit͡sa
rozterka,rɔstɛrka
linoleum,linɔlɛum
utopie,utɔpjɛ
cekaem,t͡sɛkaɛm
prosiętami,prɔɕɛntami
posortować,pɔsɔrtɔvat͡ɕ
luźny,luʑnɨ
kolekcjonuję,kɔlɛkt͡sjɔnujɛ
macutkiewicz,mat͡sutkjɛvit͡ʂ
stróżu,struʐu
labializacji,labjalizat͡sji
rębisz,rɛmbiʂ
turkmeńscy,turkmɛɲst͡sɨ
paznokieć,paznɔkjɛt͡ɕ
agrotechniczny,aɡrɔtɛxɲit͡ʂnɨ
bełchatowiankom,bɛwxatɔvjaŋkɔm
fikanie,fikaɲɛ
białostocczanką,bjawɔstɔt͡st͡ʂaŋkɔw̃
zakładając,zakwadajɔnt͡s
smużka,smuʂka
kuleczkom,kulɛt͡ʂkɔm
amidaza,amidaza
laparotomia,laparɔtɔmja
bułgarką,buwɡarkɔw̃
zdradzałaś,zdrad͡zawaɕ
kotku,kɔtku
gągała,ɡɔŋɡawa
lichosik,lixɔɕik
realistami,rɛalistami
animizowanie,aɲimizɔvaɲɛ
dekomunizacyjny,dɛkɔmuɲizat͡sɨjnɨ
dekabrysta,dɛkabrɨsta
rzęsistek,ʐɛɲɕistɛk
niezrozumiale,ɲɛzrɔzumjalɛ
targów,tarɡuf
komoryjscy,kɔmɔrɨjst͡sɨ
toksyna,tɔksɨna
bałtycka,bawtɨt͡ska
najskuteczniejszy,najskutɛt͡ʂɲɛjʂɨ
wznosić,vznɔɕit͡ɕ
ciążowa,t͡ɕɔw̃ʐɔva
żądło,ʐɔndwɔ
zwilczyć,zvilt͡ʂɨt͡ɕ
wycinanie,vɨt͡ɕinaɲɛ
bananowaty,bananɔvatɨ
ćmym,t͡ɕmɨm
destylacja,dɛstɨlat͡sja
arenda,arɛnda
czechosłowaczka,t͡ʂɛxɔswɔvat͡ʂka
absorbujące,apsɔrbujɔnt͡sɛ
zraszacz,zraʂat͡ʂ
słało,swawɔ
jagódkom,jaɡutkɔm
nabożeństwo,nabɔʐɛɲstfɔ
mordowało,mɔrdɔvawɔ
czwarci,t͡ʂfart͡ɕi
facetów,fat͡sɛtuf
chuligan,xuliɡan
słonorośl,swɔnɔrɔɕl
łowie,wɔvjɛ
policja,pɔlit͡sja
gadką,ɡatkɔw̃
halom,xalɔm
wynurzyć,vɨnuʐɨt͡ɕ
zachłysnąć,zaxwɨsnɔɲt͡ɕ
stefankiewicz,stɛfaŋkjɛvit͡ʂ
kopiowałyście,kɔpjɔvawɨɕt͡ɕɛ
objął,ɔbjɔw
kruchszy,kruxʂɨ
bambusowy,bambusɔvɨ
organizujmy,ɔrɡaɲizujmɨ
suwmiarka,suvmjarka
chore,xɔrɛ
wywęszenie,vɨvɛw̃ʂɛɲɛ
wiążą,vjɔw̃ʐɔw̃
bogdoł,bɔɡdɔw
samul,samul
wojewodzic,vɔjɛvɔd͡ʑit͡s
niepowodzeniach,ɲɛpɔvɔd͡zɛɲax
wzbogacać,vzbɔɡat͡sat͡ɕ
przejrzały,pʂɛjʐawɨ
pasaną,pasanɔw̃
zajarać,zajarat͡ɕ
myje,mɨjɛ
nadwzroczność,nadvzrɔt͡ʂnɔɕt͡ɕ
filmujecie,filmujɛt͡ɕɛ
marynarkę,marɨnarkɛ
lamp,lamp
zakumulować,zakumulɔvat͡ɕ
plakacik,plakat͡ɕik
mastalska,mastalska
zmartwienia,zmartfjɛɲa
trzy,tr̝ɨ
autoironizujcie,awtɔirɔɲizujt͡ɕɛ
iworyjskie,ivɔrɨjskjɛ
szczyglica,ʂt͡ʂɨɡlit͡sa
uręczać,urɛnt͡ʂat͡ɕ
otok,ɔtɔk
czarnogórska,t͡ʂarnɔɡurska
cackali,t͡sat͡skali
ostatnio,ɔstatɲɔ
wąska,vɔw̃ska
majkop,majkɔp
oblegną,ɔblɛɡnɔw̃
wpatrzyć,fpatʂɨt͡ɕ
piwami,pivami
badałaby,badawabɨ
ślepice,ɕlɛpit͡sɛ
kornel,kɔrnɛl
bankrutowałybyśmy,baŋkrutɔvawɨbɨɕmɨ
mamutowy,mamutɔvɨ
zajmowałby,zajmɔvawbɨ
gardziłem,ɡard͡ʑiwɛm
gobelin,ɡɔbɛlin
najliczniejszego,najlit͡ʂɲɛjʂɛɡɔ
analogiczność,analɔɡit͡ʂnɔɕt͡ɕ
tatuowałybyście,tatuɔvawɨbɨɕt͡ɕɛ
męscy,mɛw̃st͡sɨ
cierpieć,t͡ɕɛrpjɛt͡ɕ
szmiel,ʂmjɛl
sakowski,sakɔfski
bucik,but͡ɕik
osokę,ɔsɔkɛ
oświadczać,ɔɕfjatt͡ʂat͡ɕ
lisicy,liɕit͡sɨ
fryzurka,frɨzurka
bluszczowatość,bluʂt͡ʂɔvatɔɕt͡ɕ
rządem,ʐɔndɛm
stuk,stuk
malowałbyś,malɔvawbɨɕ
samodzielność,samɔd͡ʑɛlnɔɕt͡ɕ
potkani,pɔtkaɲi
wist,vist
kochałaby,kɔxawabɨ
penda,pɛnda
wschodniosłowiańscy,fsxɔdɲɔswɔvjaɲst͡sɨ
aplit,aplit
bankrutowałaby,baŋkrutɔvawabɨ
ciurlać,t͡ɕurlat͡ɕ
modernistyczny,mɔdɛrɲistɨt͡ʂnɨ
winicjusz,viɲit͡sjuʂ
dwuręczny,dvurɛnt͡ʂnɨ
angielkach,aŋɡjɛlkax
kidnaper,kidnapɛr
przypadkowy,pʂɨpatkɔvɨ
obozie,ɔbɔʑɛ
rozbieżny,rɔzbjɛʐnɨ
zasługiwać,zaswuɡivat͡ɕ
robimy,rɔbimɨ
parandowski,parandɔfski
stulą,stulɔw̃
pomykoł,pɔmɨkɔw
otrzeźwiać,ɔtʂɛʑvjat͡ɕ
rogalski,rɔɡalski
zgrubieniach,zɡrubjɛɲax
stepie,stɛpjɛ
pilnuję,pilnujɛ
jednopalczasty,jɛdnɔpalt͡ʂastɨ
bydgoskiego,bɨdɡɔskjɛɡɔ
przepraszały,pʂɛpraʂawɨ
łoje,wɔjɛ
prawdopodobnej,pravdɔpɔdɔbnɛj
delestowicz,dɛlɛstɔvit͡ʂ
proweniencja,prɔvɛɲɛnt͡sja
adwentem,advɛntɛm
pruszewicz,pruʂɛvit͡ʂ
kameruńczyk,kamɛruɲt͡ʂɨk
żeńscy,ʐɛɲst͡sɨ
słoweńskiego,swɔvɛɲskjɛɡɔ
wybudzić,vɨbud͡ʑit͡ɕ
heraklit,xɛraklit
noworol,nɔvɔrɔl
książka,kɕɔw̃ʂka
rozciągliwy,rɔst͡ɕɔŋɡlivɨ
trysnąć,trɨsnɔɲt͡ɕ
zużyj,zuʐɨj
górny,ɡurnɨ
azotniak,azɔtɲak
bramko,bramkɔ
nakażę,nakaʐɛ
babuśka,babuɕka
bohaterskiemu,bɔxatɛrskjɛmu
światłocień,ɕfjatwɔt͡ɕɛɲ
wiesze,vjɛʂɛ
sikajmy,ɕikajmɨ
ekskalibur,ɛkskalibur
dotarli,dɔtarli
suchość,suxɔɕt͡ɕ
liczebność,lit͡ʂɛbnɔɕt͡ɕ
polak,pɔlak
ograniczajcie,ɔɡraɲit͡ʂajt͡ɕɛ
latarkę,latarkɛ
korbowód,kɔrbɔvut
usłużnie,uswuʐɲɛ
łańcuch,waɲt͡sux
odnóże,ɔdnuʐɛ
więź,vjɛɲɕ
znieruchomieć,zɲɛruxɔmjɛt͡ɕ
rozszczepić,rɔsʂt͡ʂɛpit͡ɕ
zachodach,zaxɔdax
potrzebujące,pɔtʂɛbujɔnt͡sɛ
wiem,vjɛm
szałęga,ʂawɛŋɡa
jasna,jasna
horyzontalny,xɔrɨzɔntalnɨ
potęgi,pɔtɛŋɡi
zdrobnienie,zdrɔbɲɛɲɛ
rędzioch,rɛɲd͡ʑɔx
dziobogłowiec,d͡ʑɔbɔɡwɔvjɛt͡s
perorowanie,pɛrɔrɔvaɲɛ
ustępować,ustɛmpɔvat͡ɕ
koledzy,kɔlɛd͡zɨ
erodować,ɛrɔdɔvat͡ɕ
szlifierz,ʂlifjɛʂ
poznałam,pɔznawam
artretyczka,artrɛtɨt͡ʂka
ukrainą,ukrainɔw̃
powiemy,pɔvjɛmɨ
żendzian,ʐɛnd͡ʑan
aromat,arɔmat
słodkości,swɔtkɔɕt͡ɕi
kopiecie,kɔpjɛt͡ɕɛ
zajęczyca,zajɛnt͡ʂɨt͡sa
kakao,kakaɔ
brzyś,bʐɨɕ
dostaję,dɔstajɛ
podejrzewaj,pɔdɛjʐɛvaj
styczność,stɨt͡ʂnɔɕt͡ɕ
brakowało,brakɔvawɔ
nudnej,nudnɛj
warzono,vaʐɔnɔ
rzepicha,ʐɛpixa
łaszczyć,waʂt͡ʂɨt͡ɕ
odradzałyście,ɔdrad͡zawɨɕt͡ɕɛ
haitańczyk,xaitaɲt͡ʂɨk
litowanie,litɔvaɲɛ
choi,xɔi
zapiał,zapjaw
zlano,zlanɔ
akroterium,akrɔtɛrjum
modliszko,mɔdliʂkɔ
wierzgać,vjɛʐɡat͡ɕ
uzależnieniom,uzalɛʐɲɛɲɔm
matuzalem,matuzalɛm
mobilizować,mɔbilizɔvat͡ɕ
następca,nastɛmpt͡sa
domina,dɔmina
ptaszysko,ptaʂɨskɔ
smagłych,smaɡwɨx
zachodniosłowiańskim,zaxɔdɲɔswɔvjaɲskim
rezerwujemy,rɛzɛrvujɛmɨ
obsydian,ɔpsɨdjan
despotyczny,dɛspɔtɨt͡ʂnɨ
usystematyzować,usɨstɛmatɨzɔvat͡ɕ
francuskiej,frant͡suskjɛj
serialowy,sɛrjalɔvɨ
pielą,pjɛlɔw̃
rwandyjskiemu,rvandɨjskjɛmu
zieleńszego,ʑɛlɛɲʂɛɡɔ
cieniutki,t͡ɕɛɲutki
rost,rɔst
pstrokaty,pstrɔkatɨ
apteczny,aptɛt͡ʂnɨ
bufiasty,bufjastɨ
umaić,umait͡ɕ
dostarczałaś,dɔstart͡ʂawaɕ
kramatorsk,kramatɔrsk
mulczujący,mult͡ʂujɔnt͡sɨ
cisowy,t͡ɕisɔvɨ
mela,mɛla
kucharewicz,kuxarɛvit͡ʂ
stopę,stɔpɛ
dacewicz,dat͡sɛvit͡ʂ
bulę,bulɛ
kamieniec,kamjɛɲɛt͡s
prelewicz,prɛlɛvit͡ʂ
targanie,tarɡaɲɛ
becik,bɛt͡ɕik
domański,dɔmaɲski
żalcie,ʐalt͡ɕɛ
komarzymi,kɔmaʐɨmi
podkochiwać,pɔtkɔxivat͡ɕ
dieldryna,djɛldrɨna
funtów,funtuf
podźgać,pɔd͡ʑɡat͡ɕ
wciry,ft͡ɕirɨ
chrószcz,xruʂt͡ʂ
przykrycie,pʂɨkrɨt͡ɕɛ
nawalić,navalit͡ɕ
najodmienniejszy,najɔdmjɛnɲɛjʂɨ
ciency,t͡ɕɛnt͡sɨ
żałujcie,ʐawujt͡ɕɛ
gwary,ɡvarɨ
indyczkom,indɨt͡ʂkɔm
składalibyście,skwadalibɨɕt͡ɕɛ
moździerzowy,mɔʑd͡ʑɛʐɔvɨ
publikowano,publikɔvanɔ
ekskomunikowałbym,ɛkskɔmuɲikɔvawbɨm
dubbingujemy,dabiŋɡujɛmɨ
popielarz,pɔpjɛlaʂ
śnieżki,ɕɲɛʂki
bur,bur
semantyką,sɛmantɨkɔw̃
przeszmuglować,pʂɛʂmuɡlɔvat͡ɕ
wiatraczek,vjatrat͡ʂɛk
najpodnioślejszy,najpɔdɲɔɕlɛjʂɨ
ściągał,ɕt͡ɕɔŋɡaw
kartezjusz,kartɛzjuʂ
dżudoczce,d͡ʐudɔt͡ʂt͡sɛ
mikuczonis,mikut͡ʂɔɲis
trzymałybyśmy,tʂɨmawɨbɨɕmɨ
niegodziwie,ɲɛɡɔd͡ʑivjɛ
kazała,kazawa
zatwardzenie,zatfard͡zɛɲɛ
jaśniejący,jaɕɲɛjɔnt͡sɨ
kreci,krɛt͡ɕi
bezpaństwowy,bɛspaɲstfɔvɨ
introit,intrɔit
zapominałyśmy,zapɔminawɨɕmɨ
wypalanka,vɨpalaŋka
skoki,skɔki
przetaczać,pʂɛtat͡ʂat͡ɕ
lokówkom,lɔkufkɔm
londyńskimi,lɔndɨɲskimi
gięliście,ɡjɛliɕt͡ɕɛ
gliny,ɡlinɨ
ssać,ssat͡ɕ
kulisty,kulistɨ
oszpecanie,ɔʂpɛt͡saɲɛ
przepierać,pʂɛpjɛrat͡ɕ
drżą,drʐɔw̃
prętowi,prɛntɔvi
waśkowicz,vaɕkɔvit͡ʂ
bielskimi,bjɛlskimi
majster,majstɛr
archiwariusze,arxivarjuʂɛ
wołk,vɔwk
zaświadczanie,zaɕfjatt͡ʂaɲɛ
obłudny,ɔbwudnɨ
dziengel,d͡ʑɛŋɡɛl
zrazić,zraʑit͡ɕ
bezdomnie,bɛzdɔmɲɛ
niecały,ɲɛt͡sawɨ
straciliśmy,strat͡ɕiliɕmɨ
lewobrzeżny,lɛvɔbʐɛʐnɨ
niebiański,ɲɛbjaɲski
besztanina,bɛʂtaɲina
wysłał,vɨswaw
jaskinia,jaskiɲa
topij,tɔpij
tratować,tratɔvat͡ɕ
potężnym,pɔtɛw̃ʐnɨm
kaczocha,kat͡ʂɔxa
capaj,t͡sapaj
wspierać,fspjɛrat͡ɕ
ateisty,atɛistɨ
berliński,bɛrliɲski
ściemnianie,ɕt͡ɕɛmɲaɲɛ
srogą,srɔɡɔw̃
misko,miskɔ
turowski,turɔfski
osteoporoza,ɔstɛɔpɔrɔza
płetwonurek,pwɛtfɔnurɛk
odejmowaniach,ɔdɛjmɔvaɲax
pieczarki,pjɛt͡ʂarki
zasil,zaɕil
kwaśniejszego,kfaɕɲɛjʂɛɡɔ
osiem,ɔɕɛm
opną,ɔpnɔw̃
kicho,kixɔ
chędogi,xɛ̃dɔɡi
kserowałaby,ksɛrɔvawabɨ
uwielbialiśmy,uvjɛlbjaliɕmɨ
nieprawny,ɲɛpravnɨ
sowi,sɔvi
przemoczyć,pr̝ɛmɔt͡ʂɨt͡ɕ
automatyzujecie,awtɔmatɨzujɛt͡ɕɛ
razie,raʑɛ
toporowi,tɔpɔrɔvi
neapol,nɛapɔl
doilibyście,dɔilibɨɕt͡ɕɛ
tęga,tɛŋɡa
zawoalowany,zavɔalɔvanɨ
tocharscy,tɔxarst͡sɨ
kompleksowość,kɔmplɛksɔvɔɕt͡ɕ
eksplozje,ɛksplɔzjɛ
zwyczajne,zvɨt͡ʂajnɛ
iłża,iwʐa
pszczół,pʂt͡ʂuw
halka,xalka
pych,pɨx
polowałyście,pɔlɔvawɨɕt͡ɕɛ
onucami,ɔnut͡sami
różnicować,ruʐɲit͡sɔvat͡ɕ
izolować,izɔlɔvat͡ɕ
donosicielka,dɔnɔɕit͡ɕɛlka
odmieniać,ɔdmjɛɲat͡ɕ
trułem,truwɛm
pukałbym,pukawbɨm
rugany,ruɡanɨ
fińskie,fiɲskjɛ
parte,partɛ
żartowano,ʐartɔvanɔ
uczciwemu,ut͡ʂt͡ɕivɛmu
kromy,krɔmɨ
admiralicyjny,admiralit͡sɨjnɨ
atraktor,atraktɔr
niestały,ɲɛstawɨ
mozgami,mɔzɡami
designerka,dizajnɛrka
szuszczewicz,ʂuʂt͡ʂɛvit͡ʂ
sterasz,stɛraʂ
podobniejszy,pɔdɔbɲɛjʂɨ
diecezjanin,djɛt͡sɛzjaɲin
rościsławice,rɔɕt͡ɕiswavit͡sɛ
zasępiać,zasɛmpjat͡ɕ
wynik,vɨɲik
ontolog,ɔntɔlɔk
sabotażowego,sabɔtaʐɔvɛɡɔ
krajalnica,krajalɲit͡sa
betonowałybyście,bɛtɔnɔvawɨbɨɕt͡ɕɛ
zamocować,zamɔt͡sɔvat͡ɕ
błyskotliwszy,bwɨskɔtlifʂɨ
macedońskiemu,mat͡sɛdɔɲskjɛmu
rozprawie,rɔspravjɛ
bydgoskie,bɨdɡɔskjɛ
antiochijski,antjɔxijski
zaszlachtować,zaʂlaxtɔvat͡ɕ
aboralnie,abɔralɲɛ
parówce,paruft͡sɛ
minóg,minuk
wytłaczać,vɨtwat͡ʂat͡ɕ
aerobikowy,aɛrɔbikɔvɨ
kostrzyn,kɔstʂɨn
knaga,knaɡa
natoń,natɔɲ
owieczek,ɔvjɛt͡ʂɛk
antuszewicz,antuʂɛvit͡ʂ
bekał,bɛkaw
żmijowiec,ʐmijɔvjɛt͡s
prostemu,prɔstɛmu
błękitek,bwɛŋkitɛk
zabłąkać,zabwɔŋkat͡ɕ
amazonkami,amazɔŋkami
zdyskredytować,zdɨskrɛdɨtɔvat͡ɕ
wspomożycielka,fspɔmɔʐɨt͡ɕɛlka
irlandzkiemu,irlant͡skjɛmu
zrujnować,zrujnɔvat͡ɕ
wnuk,vnuk
starokatolicyzm,starɔkatɔlit͡sɨzm
numerantka,numɛrantka
biegałbyś,bjɛɡawbɨɕ
januszewicz,januʂɛvit͡ʂ
gdańskiej,ɡdaɲskjɛj
entuzjastek,ɛntuzjastɛk
jodek,jɔdɛk
sień,ɕɛɲ
balety,balɛtɨ
konklawe,kɔŋklavɛ
nagan,naɡan
rusińskiego,ruɕiɲskjɛɡɔ
podbiałostocką,pɔdbjawɔstɔt͡skɔw̃
kałmuckiego,kawmut͡skjɛɡɔ
łukaszyk,wukaʂɨk
trirema,trirɛma
jodzis,jɔd͡ʑis
dzierżawa,d͡ʑɛrʐava
jednogłośny,jɛdnɔɡwɔɕnɨ
czeczeńska,t͡ʂɛt͡ʂɛɲska
pyrcioch,pɨrt͡ɕɔx
obserwowałaby,ɔpsɛrvɔvawabɨ
rajca,rajt͡sa
poszukiwacz,pɔʂukivat͡ʂ
doskonała,dɔskɔnawa
konny,kɔnnɨ
dwutygodnik,dvutɨɡɔdɲik
majka,majka
przysłuchiwać,pʂɨswuxivat͡ɕ
jemiołucha,jɛmjɔwuxa
niedołężnie,ɲɛdɔwɛw̃ʐɲɛ
apokryfowy,apɔkrɨfɔvɨ
mimowolnie,mimɔvɔlɲɛ
turkawkom,turkafkɔm
pionowo,pjɔnɔvɔ
jednodniowy,jɛdnɔdɲɔvɨ
metalówka,mɛtalufka
każ,kaʂ
cygarowy,t͡sɨɡarɔvɨ
najfajniejszego,najfajɲɛjʂɛɡɔ
labializacja,labjalizat͡sja
dramat,dramat
celny,t͡sɛlnɨ
popis,pɔpis
truposz,trupɔʂ
dandys,dandɨs
rozpaczałyście,rɔspat͡ʂawɨɕt͡ɕɛ
najmłodszego,najmwɔtʂɛɡɔ
manilami,maɲilami
show,ʂɔw
mrozik,mrɔʑik
hipsometria,xipsɔmɛtrja
dostanę,dɔstanɛ
frans,frans
japońską,japɔɲskɔw̃
trzos,tʂɔs
witany,vitanɨ
konfidentka,kɔnfidɛntka
zastanawiam,zastanavjam
wikary,vikarɨ
