くろかみ,kɯ̟ᵝɾo̞ka̠mʲi
せいりゅう,se̞ːɾʲɨᵝː
しきょ,ɕikʲo̞
じゆうじん,d͡ʑijɯ̟ᵝːʑĩɴ
あいぶ,a̠ibɯ̟ᵝ
はっきん,ha̠k̚ʲkʲĩɴ
しゅうしょう,ɕɨᵝːɕo̞ː
こおる,ko̞ːɾɯ̟ᵝ
さくいん,sa̠kɯ̟ᵝĩɴ
あんけん,ã̠ŋkẽ̞ɴ
かがし,ka̠ɡa̠ɕi
じかんわり,d͡ʑikã̠ɰ̃ɰᵝa̠ɾʲi
かんすい,kã̠ɰ̃sɨᵝi
きゅうおんざい,kʲɨᵝːõ̞nd͡za̠i
おじる,o̞ʑiɾɯ̟ᵝ
おちこむ,o̞t͡ɕiko̞mɯ̟ᵝ
きょうはん,kʲo̞ːhã̠ɴ
かげり,ka̠ɡe̞ɾʲi
しご,ɕiɡo̞
ごじゅうおん,ɡo̞ʑɨᵝːõ̞ɴ
うちきる,ɯ̟ᵝt͡ɕikʲiɾɯ̟ᵝ
けだし,ke̞da̠ɕi
かいきにっしょく,ka̠ikʲiɲ̟iɕːo̞kɯ̟ᵝ
こうないえん,ko̞ːna̠iẽ̞ɴ
しかべ,ɕika̠be̞
しゅうゆう,ɕɨᵝːjɯ̟ᵝː
あがない,a̠ɡa̠na̠i
さしいろ,sa̠ɕiiɾo̞
あたら,a̠ta̠ɾa̠
きんみらい,kʲĩmʲːiɾa̠i
いちごがり,it͡ɕiɡo̞ɡa̠ɾʲi
げんし,ɡẽ̞ɰ̃ɕi
おおびる,o̞ːbʲiɾɯ̟ᵝ
かんこう,kã̠ŋko̞ː
ごかん,ɡo̞kã̠ɴ
せっかい,se̞k̚ka̠i
えんせいしゅぎ,ẽ̞ɰ̃se̞ːɕɨᵝɡʲi
さんさい,sã̠ɰ̃sa̠i
きい,kʲiː
おうきゃく,o̞ːkʲa̠kɯ̟ᵝ
がんぶつ,ɡã̠mbɯ̟ᵝt͡sɨᵝ
えんだん,ẽ̞ndã̠ɴ
げんそ,ɡẽ̞ɰ̃so̞
じゅうぎょういん,d͡ʑɨᵝːɡʲo̞ːĩɴ
からくに,ka̠ɾa̠kɯ̟ᵝɲ̟i
けだし,ke̞da̠ɕi
あらさき,a̠ɾa̠sa̠kʲi
かんこうだん,kã̠ŋko̞ːdã̠ɴ
おまいう,o̞ma̠iɯ̟ᵝ
しゅくしゃく,ɕɨᵝkɯ̟ᵝɕa̠kɯ̟ᵝ
かいまくしき,ka̠ima̠kɯ̟ᵝɕikʲi
あらたまる,a̠ɾa̠ta̠ma̠ɾɯ̟ᵝ
じ,d͡ʑi
こくごう,ko̞kɯ̟ᵝɡo̞ː
しっぴつ,ɕi̥p̚ʲpʲit͡sɨᵝ
さいていげん,sa̠ite̞ːɡẽ̞ɴ
せいし,se̞ːɕi
しゅじょう,ɕɨᵝʑo̞ː
しょううちゅう,ɕo̞ːɯ̟ᵝt͡ɕɨᵝː
こっそうがく,ko̞sːo̞ːɡa̠kɯ̟ᵝ
しばしば,ɕiba̠ɕiba̠
しゃがんし,ɕa̠ɡã̠ɰ̃ɕi
しょうかん,ɕo̞ːkã̠ɴ
かきみだす,ka̠kʲimʲida̠sɨᵝ
こうねい,ko̞ːne̞ː
さえない,sa̠e̞na̠i
くびれ,kɯ̟ᵝbʲiɾe̞
えんせいてき,ẽ̞ɰ̃se̞ːte̞kʲi
かあいい,ka̠ːiː
くず,kɯ̟ᵝzɨᵝ
かわ,ka̠ɰᵝa̠
これきよ,ko̞ɾe̞kʲijo̞
しりょう,ɕiɾʲo̞ː
さずかる,sa̠zɨᵝka̠ɾɯ̟ᵝ
あにぶん,a̠ɲ̟ibɯ̟̃ᵝɴ
かけだす,ka̠ke̞da̠sɨᵝ
おおし,o̞ːɕi
せいうち,se̞ːɯ̟ᵝt͡ɕi
こうしゅうにゅう,ko̞ːɕɨᵝːɲ̟ɯ̟ᵝː
ほう,ho̞ː
あくじき,a̠kɯ̟ᵝʑikʲi
いろはがな,iɾo̞ha̠ɡa̠na̠
きどる,kʲido̞ɾɯ̟ᵝ
くちはてる,kɯ̟ᵝt͡ɕiha̠te̞ɾɯ̟ᵝ
かお,ka̠o̞
えんき,ẽ̞ŋʲkʲi
おおしま,o̞ːɕima̠
あかご,a̠ka̠ɡo̞
くにお,kɯ̟ᵝɲ̟io̞
おちゲー,o̞t͡ɕiɡe̞ː
じんせい,d͡ʑĩɰ̃se̞ː
うでわ,ɯ̟ᵝde̞ɰᵝa̠
さんこうごじょう,sã̠ŋko̞ːɡo̞ʑo̞ː
おん,õ̞ɴ
いきかえる,ikʲika̠e̞ɾɯ̟ᵝ
かわひらこ,ka̠ɰᵝa̠çiɾa̠ko̞
かんでんち,kã̠ndẽ̞ɲ̟t͡ɕi
げんさん,ɡẽ̞ɰ̃sã̠ɴ
おんしょう,õ̞ɰ̃ɕo̞ː
しんしゅう,ɕĩɰ̃ɕɨᵝː
かっせい,ka̠sːe̞ː
かいめつてき,ka̠ime̞t͡sɨᵝte̞kʲi
けんじ,kẽ̞ɲ̟d͡ʑi
おちゃだい,o̞t͡ɕa̠da̠i
げんせいせいぶつ,ɡẽ̞ɰ̃se̞ːse̞ːbɯ̟ᵝt͡sɨᵝ
がくれき,ɡa̠kɯ̟ᵝɾe̞kʲi
かんび,kã̠mbʲi
きせい,kʲise̞ː
かのう,ka̠no̞ː
きぐ,kʲiɡɯ̟ᵝ
いんどう,ĩndo̞ː
くわい,kɯ̟ᵝɰᵝa̠i
がいでん,ɡa̠idẽ̞ɴ
しわす,ɕiɰᵝa̠sɨᵝ
しょうき,ɕo̞ːkʲi
しゅしょく,ɕɨ̥ᵝɕo̞kɯ̟ᵝ
かいちゅう,ka̠it͡ɕɨᵝː
しあわせ,ɕia̠ɰᵝa̠se̞
くたくた,kɯ̟̊ᵝta̠kɯ̟̊ᵝta̠
こかげ,ko̞ka̠ɡe̞
や,ja̠
いたいたしい,ita̠ita̠ɕiː
さんじょう,sã̠ɲ̟d͡ʑo̞ː
おひとりさま,o̞çito̞ɾʲisa̠ma̠
しろい,ɕiɾo̞i
こさび,ko̞sa̠bʲi
ぎょする,ɡʲo̞sɨᵝɾɯ̟ᵝ
けぼり,ke̞bo̞ɾʲi
かし,ka̠ɕi
こう,ko̞ː
いもり,imo̞ɾʲi
くわずぎらい,kɯ̟ᵝɰᵝa̠zɨᵝɡʲiɾa̠i
いちもんふつう,it͡ɕimõ̞ɰ̃ɸɯ̟ᵝt͡sɨᵝː
きょかいきゅう,kʲo̞ka̠ikʲɨᵝː
がくだん,ɡa̠kɯ̟ᵝdã̠ɴ
あいびょう,a̠ibʲo̞ː
ししん,ɕiɕĩɴ
かせん,ka̠sẽ̞ɴ
ガード,ɡa̠ːdo̞
いっぷたさいせい,ip̚pɯ̟ᵝta̠sa̠ise̞ː
あいぞめや,a̠izo̞me̞ja̠
しけつ,ɕike̞t͡sɨᵝ
あし,kʲa̠kɯ̟ᵝ
こうのとり,ko̞ːno̞to̞ɾʲi
きろくてき,kʲiɾo̞kɯ̟ᵝte̞kʲi
こくがん,ko̞kɯ̟ᵝɡã̠ɴ
きつねづか,kʲit͡sɨᵝne̞zɨᵝka̠
しんどう,ɕĩndo̞ː
きたはんきゅう,kʲi̥ta̠hã̠ŋʲkʲɨᵝː
かりゅうど,ka̠ɾʲɨᵝːdo̞
しゅうぎょうしゃ,ɕɨᵝːɡʲo̞ːɕa̠
くろむぎ,kɯ̟ᵝɾo̞mɯ̟ᵝɡʲi
こんきゅう,kõ̞ŋʲkʲɨᵝː
きてき,kʲite̞kʲi
しょぞん,ɕo̞zõ̞ɴ
しょうごう,ɕo̞ːɡo̞ː
しんけいがく,ɕĩŋke̞ːɡa̠kɯ̟ᵝ
じけいだん,d͡ʑike̞ːdã̠ɴ
えら,e̞ɾa̠
くさか,kɯ̟ᵝsa̠ka̠
いんない,ĩnːa̠i
あかべこ,a̠ka̠be̞ko̞
きちじょう,kʲit͡ɕiʑo̞ː
がんみつとう,ɡã̠mʲːit͡sɨᵝto̞ː
さいご,sa̠iɡo̞
きはつ,kʲiha̠t͡sɨᵝ
あやまち,a̠ja̠ma̠t͡ɕi
おぎゃあ,o̞ɡʲa̠ː
いき,ikʲi
あらめ,a̠ɾa̠me̞
ごうちょく,ɡo̞ːt͡ɕo̞kɯ̟ᵝ
くへんとうすい,kɯ̟ᵝhẽ̞nto̞ːsɨᵝi
きのう,kʲino̞ː
じつわ,d͡ʑit͡sɨᵝɰᵝa̠
きじ,kʲiʑi
おべっかつかい,o̞be̞k̚ka̠t͡sɨᵝka̠i
けいぼう,ke̞ːbo̞ː
こうごう,ko̞ːɡo̞ː
ちゃく,t͡ɕa̠kɯ̟ᵝ
きりおとす,kʲiɾʲio̞to̞sɨᵝ
きょうじょう,kʲo̞ːʑo̞ː
くん,kɯ̟̃ᵝɴ
きれかわ,kʲiɾe̞ka̠ɰᵝa̠
じばくれい,d͡ʑiba̠kɯ̟ᵝɾe̞ː
しんに,ɕĩɲ̟ɲ̟i
いただく,ita̠da̠kɯ̟ᵝ
おろおろ,o̞ɾo̞ːɾo̞
きびょう,kʲibʲo̞ː
えにわ,e̞ɲ̟iɰᵝa̠
きろく,kʲiɾo̞kɯ̟ᵝ
おいこす,o̞iko̞sɨᵝ
くださる,kɯ̟ᵝda̠sa̠ɾɯ̟ᵝ
あきたけん,a̠kʲita̠kẽ̞ɴ
ござります,ɡo̞za̠ɾʲima̠sɨ̥ᵝ
がくじゅつしょ,ɡa̠kɯ̟ᵝʑɨᵝt͡sɨᵝɕo̞
こうさい,ko̞ːsa̠i
こどくし,ko̞do̞kɯ̟ᵝɕi
うわつら,ɯ̟ᵝɰᵝa̠t͡sɨᵝɾa̠
ぎんだら,ɡʲĩnda̠ɾa̠
いんしょうてき,ĩɰ̃ɕo̞ːte̞kʲi
かくしん,ka̠kɯ̟ᵝɕĩɴ
かつもく,ka̠t͡sɨᵝmo̞kɯ̟ᵝ
けつがん,ke̞t͡sɨᵝɡã̠ɴ
おなか,o̞na̠ka̠
きら,kʲiɾa̠
こぎだす,ko̞ɡʲida̠sɨᵝ
じだん,d͡ʑidã̠ɴ
きゃっかん,kʲa̠k̚kã̠ɴ
ごうほうらいらく,ɡo̞ːho̞ːɾa̠iɾa̠kɯ̟ᵝ
がっかん,ɡa̠k̚kã̠ɴ
きもう,kʲimo̞ː
ぐんじ,ɡɯ̟̃ᵝɲ̟d͡ʑi
くくる,kɯ̟ᵝkɯ̟ᵝɾɯ̟ᵝ
ときわ,to̞kʲiɰᵝa̠
じゆうど,d͡ʑijɯ̟ᵝːdo̞
きんぱく,kʲĩmpa̠kɯ̟ᵝ
あし,a̠ɕi
いき,ikʲi
ここう,kokoː
さんがにち,sã̠ŋɡa̠ɲ̟it͡ɕi
あとばら,a̠to̞ba̠ɾa̠
がんしゃ,ɡã̠ɰ̃ɕa̠
かけがわ,ka̠ke̞ɡa̠ɰᵝa̠
がまんづよい,ɡa̠mã̠nd͡zɨᵝjo̞i
かんすい,kã̠ɰ̃sɨᵝi
しがんへい,ɕiɡã̠ɰ̃he̞ː
あるなし,a̠ɾɯ̟ᵝna̠ɕi
しゅく,ɕɨᵝkɯ̟ᵝ
おだかがた,o̞da̠ka̠ɡa̠ta̠
おりもの,o̞ɾʲimo̞no̞
いっしんふらん,iɕːĩɰ̃ɸɯ̟ᵝɾã̠ɴ
きょこん,kʲo̞kõ̞ɴ
してん,ɕitẽ̞ɴ
おかやまけん,o̞ka̠ja̠ma̠kẽ̞ɴ
かちどき,ka̠t͡ɕido̞kʲi
あおじろい,a̠o̞ʑiɾo̞i
じぎょう,d͡ʑiɡʲo̞ː
しごとだい,ɕiɡo̞to̞da̠i
えつ,e̞t͡sɨᵝ
しゃかく,ɕa̠ka̠kɯ̟ᵝ
じょんから,d͡ʑõ̞ŋka̠ɾa̠
けいき,ke̞ːkʲi
こびん,ko̞bʲĩɴ
こうおん,ko̞ːõ̞ɴ
かっこく,ka̠k̚ko̞kɯ̟ᵝ
うたいもんく,ɯ̟ᵝta̠imõ̞ŋkɯ̟ᵝ
いか,ika̠
じたい,d͡ʑita̠i
かんおけ,kã̠ɰ̃o̞ke̞
こうせいねん,ko̞ːse̞ːnẽ̞ɴ
けいど,ke̞ːdo̞
こうしんじょ,ko̞ːɕĩɲ̟d͡ʑo̞
おう,o̞ː
かえる,ka̠e̞ɾɯ̟ᵝ
ごまあぶら,ɡo̞ma̠ːbɯ̟ᵝɾa̠
しんぴょうせい,ɕĩmpʲo̞ːse̞ː
おおぎり,o̞ːɡʲiɾʲi
こくがい,ko̞kɯ̟ᵝɡa̠i
うきすどり,ɯ̟ᵝkʲisɨᵝdo̞ɾʲi
いせつ,ise̞t͡sɨᵝ
おんぎ,õ̞ŋʲɡʲi
かなめいし,ka̠na̠me̞iɕi
かくまう,ka̠kɯ̟ᵝma̠ɯ̟ᵝ
けいきょく,ke̞ːkʲo̞kɯ̟ᵝ
あわだてる,a̠ɰᵝa̠da̠te̞ɾɯ̟ᵝ
えいり,e̞ːɾʲi
しゅうぎょう,ɕɨᵝːɡʲo̞ː
じょこう,d͡ʑo̞ko̞ː
かいん,ka̠ĩɴ
かど,ka̠do̞
じゅんきょうしゃ,d͡ʑɨ̃ᵝŋʲkʲo̞ːɕa̠
あられもない,a̠ɾa̠ɾe̞mo̞na̠i
いる,iɾɯ̟ᵝ
おもいつく,o̞mo̞it͡sɨᵝkɯ̟ᵝ
こんご,kõ̞ŋɡo̞
えいしゃく,e̞ːɕa̠kɯ̟ᵝ
こぜりあい,ko̞ze̞ɾʲia̠i
けつあご,ke̞t͡sɨᵝa̠ɡo̞
ぎいぎい,ɡʲiːɡʲiː
おい,o̞i
きもうきん,kʲimo̞ːkʲĩɴ
さとい,sa̠to̞i
えてして,e̞te̞ɕite̞
いろざと,iɾo̞za̠to̞
けいかい,ke̞ːka̠i
えんとう,ẽ̞nto̞ː
けいしゃ,ke̞ːɕa̠
さいせん,sa̠isẽ̞ɴ
けんしょう,kẽ̞ɰ̃ɕo̞ː
しんしゃく,ɕĩɰ̃ɕa̠kɯ̟ᵝ
しょうきゅう,ɕo̞ːkʲɨᵝː
きそう,kʲiso̞ː
かくちょう,ka̠kɯ̟ᵝt͡ɕo̞ː
おしすすめる,o̞ɕisɨᵝsɨᵝme̞ɾɯ̟ᵝ
しょうしょ,ɕo̞ːɕo̞
じへん,d͡ʑihẽ̞ɴ
じゅくばん,d͡ʑɨᵝkɯ̟ᵝbã̠ɴ
こんき,kõ̞ŋʲkʲi
おる,o̞ɾɯ̟ᵝ
かだい,ka̠da̠i
かんぶん,kã̠mbɯ̟̃ᵝɴ
かいづか,ka̠izɨᵝka̠
うたいだし,ɯ̟ᵝta̠ida̠ɕi
きぼ,kʲibo̞
くらやみ,kɯ̟ᵝɾa̠ja̠mʲi
しょぶん,ɕo̞bɯ̟̃ᵝɴ
あばく,a̠ba̠kɯ̟ᵝ
うきよえ,ɯ̟ᵝkʲijo̞e̞
じしんか,d͡ʑiɕĩŋka̠
からもの,ka̠ɾa̠mo̞no̞
かっかく,ka̠k̚ka̠kɯ̟ᵝ
しょうひしゃ,ɕo̞ːçiɕa̠
こうばしい,ko̞ːba̠ɕii
じんぎ,d͡ʑĩŋʲɡʲi
きかがほう,kʲika̠ɡa̠ho̞ː
あっぷく,a̠p̚pɯ̟ᵝkɯ̟ᵝ
あまつかみ,a̠ma̠t͡sɨᵝka̠mʲi
かと,ka̠to̞
こえる,ko̞e̞ɾɯ̟ᵝ
ググる,ɡɯ̟ᵝɡɯ̟ᵝɾɯ̟ᵝ
じこくひょう,d͡ʑiko̞kɯ̟̊ᵝço̞ː
こぢんまり,ko̞ʑĩmːa̠ɾʲi
しゅうさ,ɕɨᵝːsa̠
こやく,ko̞ja̠kɯ̟ᵝ
きょうきゅうしゃ,kʲo̞ːkʲɨᵝːɕa̠
くつじょくてき,kɯ̟ᵝt͡sɨᵝʑo̞kɯ̟ᵝte̞kʲi
からあげ,ka̠ɾa̠a̠ɡe̞
さいだいげんど,sa̠ida̠iɡẽ̞ndo̞
けっぽん,ke̞p̚põ̞ɴ
じかほう,d͡ʑika̠ho̞ː
うやむや,ɯ̟ᵝja̠mɯ̟ᵝja̠
えんしん,ẽ̞ɰ̃ɕĩɴ
かすい,ka̠sɨᵝi
けつあつけい,ke̞t͡sɨᵝa̠t͡sɨᵝke̞ː
おちつく,o̞t͡ɕit͡sɨ̥ᵝkɯ̟ᵝ
あいしゅう,a̠iɕɨᵝː
あれ,a̠ɾe̞
じこく,d͡ʑiko̞kɯ̟ᵝ
あんまん,ã̠mːã̠ɴ
こんがり,kõ̞ŋɡa̠ɾʲi
いつき,it͡sɨᵝkʲi
あん,ã̠ɴ
おとこなき,o̞to̞ko̞na̠kʲi
しんどく,ɕĩndo̞kɯ̟ᵝ
えりぐり,e̞ɾʲiɡɯ̟ᵝɾʲi
おとこうけ,o̞to̞ko̞ːke̞
さくっと,sa̠kɯ̟ᵝt̚to̞
じゃくてん,d͡ʑa̠kɯ̟ᵝtẽ̞ɴ
ぎ,ɡʲi
いも,imo̞
しゃしょく,ɕa̠ɕo̞kɯ̟ᵝ
くんみん,kɯ̟̃ᵝmʲːĩɴ
さんふじんか,sã̠ɰ̃ɸɯ̟ᵝʑĩŋka̠
けいたいでんわ,ke̞ːta̠idẽ̞ɰ̃ɰᵝa̠
ぎじ,ɡʲiʑi
かんしょう,kã̠ɰ̃ɕo̞ː
さおり,sa̠o̞ɾʲi
こちりがく,ko̞t͡ɕiɾʲiɡa̠kɯ̟ᵝ
かんぞう,kã̠nd͡zo̞ː
けいたいそ,ke̞ːta̠iso̞
さいちょう,sa̠it͡ɕo̞ː
せい,se̞ː
しゅとうぶん,ɕɨᵝto̞ːbɯ̟̃ᵝɴ
さいしょう,sa̠iɕo̞ː
かいじん,ka̠iʑĩɴ
しょくつう,ɕo̞kɯ̟ᵝt͡sɨᵝː
かいけん,ka̠ikẽ̞ɴ
げんかん,ɡẽ̞ŋkã̠ɴ
えつ,e̞t͡sɨᵝ
かくかっこ,ka̠kɯ̟ᵝɡa̠k̚ko̞
ざんし,d͡zã̠ɰ̃ɕi
けんちゅう,kẽ̞ɲ̟t͡ɕɨᵝː
おこる,o̞ko̞ɾɯ̟ᵝ
おせじ,o̞se̞ʑi
ここう,ko̞ko̞ː
しょたい,ɕo̞ta̠i
おおい,o̞ːi
いろおとこ,iɾo̞ːto̞ko̞
うまい,ɯ̟ᵝma̠i
きょうし,kʲo̞ːɕi
かくじ,ka̠kɯ̟ᵝʑi
しようしょう,ɕijo̞ːɕo̞ː
じゅくじょ,d͡ʑɨᵝkɯ̟ᵝʑo̞
こういか,ko̞ːika̠
じょうおう,d͡ʑo̞ːo̞ː
ことわる,ko̞to̞ɰᵝa̠ɾɯ̟ᵝ
しょうかんじゅう,ɕo̞ːkã̠ɲ̟d͡ʑɨᵝː
かけら,ka̠ke̞ɾa̠
けらば,ke̞ɾa̠ba̠
あやまつ,a̠ja̠ma̠t͡sɨᵝ
うちころす,ɯ̟ᵝt͡ɕiko̞ɾo̞sɨᵝ
きゅうとう,kʲɨᵝːto̞ː
じんせい,d͡ʑĩɰ̃se̞ː
きょうきん,kʲo̞ːkʲĩɴ
きいろい,kʲiiɾo̞i
あめだま,a̠me̞da̠ma̠
しきそうかん,ɕikʲiso̞ːkã̠ɴ
かいざん,ka̠izã̠ɴ
いがた,iɡa̠ta̠
けいざいてき,ke̞ːza̠ite̞kʲi
こんりんざい,kõ̞nɾʲĩnd͡za̠i
あいいれない,a̠iiɾe̞na̠i
あいぞう,a̠izo̞ː
かいり,ka̠iɾʲi
くつ,kɯ̟̊ᵝt͡sɨᵝ
こうじょう,ko̞ːʑo̞ː
しかけ,ɕika̠ke̞
おんれい,õ̞nɾe̞ː
いちじばらい,it͡ɕiʑiba̠ɾa̠i
こんじょう,kõ̞ɲ̟d͡ʑo̞ː
けいき,ke̞ːkʲi
こうもん,ko̞ːmõ̞ɴ
おかし,o̞ka̠ɕi
じきゅう,d͡ʑikʲɨᵝː
あかね,a̠ka̠ne̞
ういろう,ɯ̟ᵝiɾo̞ː
かんすい,kã̠ɰ̃sɨᵝi
かい,ka̠i
いそく,iso̞kɯ̟ᵝ
かたみ,ka̠ta̠mʲi
いみしん,imʲiɕĩɴ
おす,o̞sɨᵝ
げきど,ɡe̞kʲido̞
こくほうがく,ko̞kɯ̟ᵝho̞ːɡa̠kɯ̟ᵝ
けむり,ke̞mɯ̟ᵝɾʲi
かいせい,ka̠ise̞ː
かほご,ka̠ho̞ɡo̞
おしよせる,o̞ɕijo̞se̞ɾɯ̟ᵝ
くまもとけん,kɯ̟ᵝma̠mo̞to̞kẽ̞ɴ
しょうい,ɕo̞ːi
おそ,o̞so̞
しつける,ɕi̥t͡sɨᵝke̞ɾɯ̟ᵝ
ぎたい,ɡʲita̠i
さかまく,sa̠ka̠ma̠kɯ̟ᵝ
しゅふで,ɕɨᵝɸɯ̟ᵝde̞
じゅんのう,d͡ʑɨ̃ᵝnːo̞ː
しょうちょう,ɕo̞ːt͡ɕo̞ː
かくしあじ,ka̠kɯ̟ᵝɕia̠ʑi
しょうぼうしゃ,ɕo̞ːbo̞ːɕa̠
うむ,ɯ̟ᵝmɯ̟ᵝ
おそわる,o̞so̞ɰᵝa̠ɾɯ̟ᵝ
きょ,kʲo̞
じょこつ,d͡ʑo̞ko̞t͡sɨᵝ
さむぞら,sa̠mɯ̟ᵝzo̞ɾa̠
ざいるい,d͡za̠iɾɯ̟ᵝi
こくふく,ko̞kɯ̟ᵝɸɯ̟̊ᵝkɯ̟ᵝ
あつた,a̠t͡sɨᵝta̠
いんかん,ĩŋkã̠ɴ
かくれあそび,ka̠kɯ̟ᵝɾe̞a̠so̞bʲi
さほう,sa̠ho̞ː
こうりょう,ko̞ːɾʲo̞ː
じっしょう,d͡ʑiɕːo̞ː
ぎょうしょう,ɡʲo̞ːɕo̞ː
こうもとう,ko̞ːmo̞to̞ː
あぶらとりがみ,a̠bɯ̟ᵝɾa̠to̞ɾʲiɡa̠mʲi
おひつじざ,o̞çi̥t͡sɨᵝʑiza̠
おまいり,o̞ma̠iɾʲi
かりごや,ka̠ɾʲiɡo̞ja̠
いちもんなし,it͡ɕimõ̞nːa̠ɕi
おくさま,o̞kɯ̟̊ᵝsa̠ma̠
いる,iɾɯ̟ᵝ
あっとうてき,a̠t̚to̞ːte̞kʲi
げんぶん,ɡẽ̞mbɯ̟̃ᵝɴ
こくないがい,ko̞kɯ̟ᵝna̠iɡa̠i
しょしき,ɕo̞ɕikʲi
きょくろく,kʲo̞kɯ̟ᵝɾo̞kɯ̟ᵝ
きんらん,kʲĩnɾã̠ɴ
か,ka̠
かいぞえにん,ka̠izo̞e̞ɲ̟ĩɴ
くうい,kɯ̟ᵝːi
きょくばだん,kʲo̞kɯ̟ᵝba̠dã̠ɴ
いきりたつ,ikʲiɾʲita̠t͡sɨᵝ
いき,ikʲi
ぐんじてき,ɡɯ̟̃ᵝɲ̟d͡ʑite̞kʲi
うきぼり,ɯ̟ᵝkʲibo̞ɾʲi
こうてん,ko̞ːtẽ̞ɴ
しっこく,ɕik̚ko̞kɯ̟ᵝ
おてなみ,o̞te̞na̠mʲi
おうかん,o̞ːkã̠ɴ
ごうする,ɡo̞ːsɨᵝɾɯ̟ᵝ
しのぐ,ɕino̞ɡɯ̟ᵝ
さくふう,sa̠kɯ̟̊ᵝɸɯ̟ᵝː
かでん,ka̠dẽ̞ɴ
グッピー,ɡɯ̟ᵝp̚ʲpʲiː
あいがん,a̠iɡã̠ɴ
うんざり,ɯ̟̃ᵝnd͡za̠ɾʲi
じゅえき,d͡ʑɨᵝe̞kʲi
いけん,ikẽ̞ɴ
きゅうさいぼう,kʲɨᵝːsa̠ibo̞ː
うわぶれ,ɯ̟ᵝɰᵝa̠bɯ̟ᵝɾe̞
こする,ko̞sɨᵝɾɯ̟ᵝ
しゅういん,ɕɨᵝːĩɴ
しろざ,ɕiɾo̞za̠
かつどう,ka̠t͡sɨᵝdo̞ː
おおとかげ,o̞ːto̞ka̠ɡe̞
がんきょう,ɡã̠ŋʲkʲo̞ː
さす,sa̠sɨᵝ
こうもくてん,ko̞ːmo̞kɯ̟ᵝtẽ̞ɴ
しちょうしゃ,ɕi̥t͡ɕo̞ːɕa̠
ひでり,çideri
かんぼく,kã̠mbo̞kɯ̟ᵝ
うどん,ɯ̟ᵝdõ̞ɴ
きょうよう,kʲo̞ːjo̞ː
えばら,e̞ba̠ɾa̠
き,kʲi
がしせん,ɡa̠ɕisẽ̞ɴ
かんぶつ,kã̠mbɯ̟ᵝt͡sɨᵝ
しゃい,ɕa̠i
うきはし,ɯ̟ᵝkʲiha̠ɕi
おやしお,o̞ja̠ɕio̞
じごく,d͡ʑiɡo̞kɯ̟ᵝ
こくえい,ko̞kɯ̟ᵝe̞ː
ぎやく,ɡʲija̠kɯ̟ᵝ
じっし,d͡ʑiɕːi
うしょく,ɯ̟ᵝɕo̞kɯ̟ᵝ
きょうくん,kʲo̞ːkɯ̟̃ᵝɴ
くち,kɯ̟ᵝt͡ɕi
くそぶくろ,kusobukuro
きこう,kʲiko̞ː
しりたたき,ɕiɾʲita̠ta̠kʲi
こうけっとう,ko̞ːke̞t̚to̞ː
こっそり,ko̞sːo̞ɾʲi
おまんこ,o̞mã̠ŋko̞
くまもと,kɯ̟ᵝma̠mo̞to̞
しょうけい,ɕo̞ːke̞ː
いちり,it͡ɕiɾʲi
いっとう,it̚to̞ː
かいひ,ka̠içi
かひ,ka̠çi
おにでん,o̞ɲ̟idẽ̞ɴ
おろす,o̞ɾo̞sɨᵝ
かきむしる,ka̠kʲimɯ̟ᵝɕiɾɯ̟ᵝ
くらい,kɯ̟ᵝɾa̠i
さいく,sa̠ikɯ̟ᵝ
しゅっぽん,ɕɨ̥ᵝp̚põ̞ɴ
じせい,d͡ʑise̞ː
ジャ,d͡ʑa̠
きにいる,kʲiɲ̟iiɾɯ̟ᵝ
しょうりょうながし,ɕo̞ːɾʲo̞ːna̠ɡa̠ɕi
うしとら,ɯ̟ᵝɕito̞ɾa̠
かます,ka̠ma̠sɨᵝ
げんすい,ɡẽ̞ɰ̃sɨᵝi
あめ,a̠me̞
しゅうしょく,ɕɨᵝːɕo̞kɯ̟ᵝ
しゅうじがく,ɕɨᵝːʑiɡa̠kɯ̟ᵝ
ごい,ɡo̞i
さく,sa̠kɯ̟ᵝ
げんつき,ɡẽ̞nt͡sɨᵝkʲi
しらせ,ɕiɾa̠se̞
こくおう,ko̞kɯ̟ᵝo̞ː
しせんご,ɕisẽ̞ŋɡo̞
しゅと,ɕɨᵝto̞
いけむら,ike̞mɯ̟ᵝɾa̠
こい,ko̞i
えんか,ẽ̞ŋka̠
きめいとうひょう,kʲime̞ːto̞ːço̞ː
じゅうじ,d͡ʑɨᵝːʑi
かがふる,ka̠ɡa̠ɸɯ̟ᵝɾɯ̟ᵝ
かくひつ,ka̠kɯ̟ᵝçit͡sɨᵝ
いんりょく,ĩnɾʲo̞kɯ̟ᵝ
あやつる,a̠ja̠t͡sɨᵝɾɯ̟ᵝ
かはん,ka̠hã̠ɴ
きんき,kʲĩŋʲkʲi
かいほう,ka̠iho̞ː
かわら,ka̠ɰᵝa̠ɾa̠
あにうえ,a̠ɲ̟iɯ̟ᵝe̞
いちごいっく,it͡ɕiɡo̞ik̚kɯ̟ᵝ
おいらん,o̞iɾã̠ɴ
けむい,ke̞mɯ̟ᵝi
うらむき,ɯ̟ᵝɾa̠mɯ̟ᵝkʲi
さいばら,sa̠iba̠ɾa̠
