wirkmächtig,vɪʁkmɛçtɪç
smalltalk,smɔːltɔːk
eintracht,aɪ̯ntʁaxt
eiben,aɪ̯bn̩
germanist,ɡɛʁmanɪst
entlastungsprogrammen,ɛntlastʊŋspʁoɡʁamən
erben,ɛʁbn̩
edelsteinschleifer,eːdəlʃtaɪ̯nʃlaɪ̯fɐ
komplett,kɔmplɛt
verbraten,fɛɐ̯bʁaːtən
mozart,moːtsaʁt
sollwerte,zɔlvɛʁtə
präantepänultima,pʁɛːantəpɛːnʔʊltima
pitschnass,pɪt͡ʃnas
kerzchen,kɛʁt͡sçən
nachsilbe,naːχzɪlbə
rautenflagge,ʁaʊ̯tənflaɡə
mitverschwörer,mɪtfɛɐ̯ʃvøːʁɐ
preussisch,pʁɔɪ̯sɪʃ
nebenbedeutung,neːbənbədɔɪ̯tʊŋ
einverständniserklärung,aɪ̯nfɛɐ̯ʃtɛntnɪsʔɛɐ̯klɛːʁʊŋ
hausbeleuchtung,haʊ̯sbəlɔɪ̯çtʊŋ
blutsverwandter,bluːtsfɛɐ̯vantɐ
kopfnote,kɔpfnoːtə
hausanzügen,haʊ̯sʔant͡syːɡn̩
regnen,ʁeːçnən
unauslöschlich,ʊnauslœʃlɪç
wortspiel,vɔʁtʃpiːl
wohnungen,voːnʊŋən
nationalsozialismus,natsi̯onaːlzotsi̯alɪsmʊs
kuhhächsig,kuːhɛksɪç
mittelbar,mɪtəlbaːɐ̯
überzug,yːbɐt͡suːk
leibwächter,laɪ̯pvɛçtɐ
baff,baf
umformulierer,ʊmfɔʁmuliːʁɐ
lagen,laːɡən
stopp,ʃtɔp
identität,idɛntiteːt
strom,ʃtʁoːm
klärung,klɛːʁʊŋ
langsames,laŋzaːməs
treppenabsätze,trɛpn̩apzɛt͡sə
klarkommen,klaːɐ̯kɔmən
vierstrahlig,fiːɐ̯ʃtʁaːlɪk
vierunddreissigstens,fiːɐ̯ʊntdʁaɪ̯sɪçstn̩s
melkmaschine,mɛlkmaʃiːnə
öffnen,ʔœfnən
spreize,ʃpʁaɪ̯t͡sə
paris,paʁiːs
paprikaspeck,papʁikaʃpɛk
kaisertums,kaɪ̯zɐtuːms
schnelleren,ʃnɛləʁən
überzeugungskraft,yːbɐt͡sɔɪ̯ɡʊŋskʁaft
schufterei,ʃʊftəʁaɪ̯
katatonisch,katatoːnɪʃ
siepen,ziːpən
fleischmesser,flaɪ̯ʃmɛsɐ
umzäunen,ʊmt͡sɔɪ̯nən
einleben,aɪ̯nleːbn̩
taten,taːtən
wochenzeitung,vɔxn̩t͡saɪ̯tʊŋ
konsuln,kɔnzuːlən
gefrässig,ɡəfʁɛːsɪç
untergärig,ʊntɐɡeːʁɪç
suffigierung,zʊfiɡiːʁʊŋ
log,loːk
unterminieren,ʊntɐminiːʁən
vierunddreissig,fiːɐ̯ʊntdʁaɪ̯sɪç
gewittriges,ɡəvɪtʁɪɡəs
schwärzen,ʃvɛʁt͡sn̩
käse,keːzə
bürostuhl,byroːʃtuːl
torero,toreːro
kanton,kantoːn
kenotaph,kenotaːf
feigenblättchens,faɪ̯ɡənblɛtçəns
siebenundzwanzig,ziːbm̩ʊntt͡svant͡sɪç
mottenschildlaus,mɔtn̩ʃɪltlaʊ̯s
brechen,bʁɛçən
leichtflüssig,laɪ̯çtflʏsɪç
glosse,ɡloːsə
jamaika,dʒamaɪ̯ka
einheitlicher,ʔaɪ̯nhaɪ̯tlɪçɐ
ziehen,t͡siːən
scheuchen,ʃɔɪçən
blackjack,blɛkdʒɛk
eingeweide,aɪ̯nɡəvaɪ̯də
imprägnierung,ɪmpʁɛːɡniːʁʊŋ
gartenhäuser,ɡaʁtənhɔʏ̯zɐ
beschatten,bəʃatn̩
schamlippe,ʃaːmlɪpə
linksalternativ,lɪŋksʔaltɛʁnatiːf
dussel,dʊzəl
sonnabend,zɔnaːbənt
siebtens,ziːptn̩s
ebro,eːbʁo
umgeherinnen,ʊmɡeːəʁɪnən
säbelrasseln,zɛːbl̩ʁasl̩n
neger,neːɡər
anheimstellen,anhaɪ̯mʃtɛllən
ereignisgesteuert,ɛɐ̯ʔaɪ̯ɡnɪsɡəʃtɔɪ̯ɐt
mops,mɔps
wissenschaftssendung,vɪsn̩ʃaft͡szɛndʊŋ
wandeln,vandl̩n
selbstironisch,zɛlpstʔiʁoːnɪʃ
finsternis,fɪnstɐnɪs
umsichtig,ʊmzɪçtɪç
ersatzreifen,ɛɐ̯zat͡sʁaɪ̯fn̩
cabrio,kaːbʁio
bürstchen,bʏʁstçən
absendete,apzɛndətə
magister,maɡɪstɐ
kopfballstark,kɔpfbalʃtaʁk
heftpflaster,hɛftpflastɐ
bregenzerwald,bʁeːɡɛnt͡sɐvalt
schnupfen,ʃnʊpfən
geduzt,ɡəduːtst
queer,kviːɐ̯
ergehen,ɛʁɡeːən
lost,lɔst
schwedischen,ʃveːdɪʃən
reichswehr,ʁaɪ̯çsveːɐ̯
versammlungsbeginn,fɛɐ̯zamlʊŋsbəɡɪn
stenographisch,ʃtenoɡʁaːfɪʃ
containers,kɔnteːnɐs
luftwaffen,lʊftvafən
welche,vɛiʲçə
doppelspaltexperiment,dɔpəlʃpaltʔɛkspeʁimɛnt
schützling,ʃʏt͡slɪŋ
schwachsichtig,ʃvaxzɪçtɪk
zeitabschnitt,tsaɪ̯tapʃnɪt
normalteiler,nɔʁmaːltai̯lɐ
gänsemasten,ɡɛnzəmastən
traktieren,traktiːrən
kalibrieren,kalibʁiːʁən
anständig,anʃtɛndɪk
ampelmännchen,ampəlmɛnçən
switchen,svɪt͡ʃn̩
obstsaft,oːpstzaft
bärchen,bɛːrçən
präzedenzfall,pʁɛːt͡sedɛnt͡sfal
schweisstropfen,ʃvaɪ̯stʁɔp͡fn̩
urgestein,uːɐ̯ɡəʃtaɪ̯n
schreber,ʃʁeːbɐ
lehmig,leːmɪç
leberkäs,leːbɐkeːs
pranke,praŋkə
aufkeimen,aʊ̯fkaɪ̯mən
hinterziehung,hɪntɐt͡siːʊŋ
taschenlampe,taʃənlampə
truthenne,tʁuːthɛnə
siebenstellig,ziːbn̩ʃtɛlɪç
hall,hal
terzine,tɛʁt͡siːnə
bettruhe,bɛtʁuːə
für,fə
bündig,bʏndɪk
balsaholz,balzahɔlt͡s
gewächs,ɡəvɛks
delatorisch,delaˑtoːʁɪʃ
lautstark,laʊ̯tʃtaʁk
lebenskraft,leːbənskraft
ginster,ɡɪnstɐ
unerklärlich,ʊnʔɛɐ̯kleːɐ̯lɪç
unvernunft,ʊnfɛɐ̯nʊnft
sarg,zaːç
wetten,vɛtən
bisherig,bɪsheːʁɪk
hochspannungsleitung,hoːxʃpanʊŋslaɪ̯tʊŋ
zwergplaneten,t͡svɛʁkplaneːtn̩
venös,venøːs
beklagen,bəklaːɡən
konsensuell,kɔnzɛnzu̯ɛl
schott,ʃɔt
doppelpyramide,dɔpəlpyʁamiːdə
dienstag,diːnstaːk
migräne,miɡrɛːnə
leugnung,lɔʏ̯ɡnʊŋ
lüste,lʏstə
treppenschliffs,tʁɛpənʃlɪfs
erquicken,ɛɐ̯kvɪkn̩
vaterschaft,faːtɐʃaft
achselhöhle,aksəlhøːlə
einwegspritze,aɪ̯nveːkʃpʁɪt͡sə
korpulent,kɔʁpulɛnt
begleiterscheinung,bəɡlaɪ̯tʔɛɐ̯ʃaɪ̯nʊŋ
südtirol,zyːttiʁoːl
webs,vɛps
sackartig,zakʔaːɐ̯tɪk
fortsetzung,fɔʁtzɛt͡sʊŋ
fünfundzwanzigköpfig,fʏnfʊnt͡svant͡sɪçkœpfɪç
akku,aku
verhindern,fɛɐ̯hɪndɐn
spitzes,ʃpɪtsəs
prätentiös,pʁɛtɛnt͡si̯øːs
halstuch,halstuːx
sackgesichte,zakɡəzɪçtə
kasus,kaːzʊs
solotänzer,zoːlotɛnt͡sɐ
verdreissigfachen,fɛɐ̯dʁaɪ̯sɪçfaxən
blauschimmelkäse,blaʊ̯ʃɪml̩kɛːzə
wedisch,veːdɪʃ
stellvertreterkrieg,ʃtɛlfɛɐ̯tʁeːtɐkʁiːk
geldwert,ɡɛltveːɐ̯t
wrack,vʁak
strg,strɪŋ
beschädigen,bəʃɛːdiɡən
langsamstes,laŋzaːmstəs
kören,køːʁən
hahnenschrei,hɑːnənʃʁaɪ̯
proteindomäne,pʁoteiːndomeːnə
geringschätzen,ɡəʁɪŋʃɛt͡sn̩
homöopath,homøopaːt
betonsträsschen,betɔŋʃtrɛːsçən
verkaufsprospekte,fɛɐ̯kaʊ̯fspʁospɛktə
marlies,maʁlɪs
niveau,nivoː
tesafilm,teːzafɪlm
neunundfünfzigmal,nɔɪ̯nʊntfʏnft͡sɪçmaːl
pedantisch,pedantɪʃ
röhrchen,ʁøːɐ̯çən
skizzenbuch,skɪt͡sn̩buːx
retsina,ʁɛt͡siːna
rasenstücke,raːzn̩ʃtʏkə
brennen,bʁɛnən
schalenweichtiere,ʃaːlənvaɪ̯çtiːʁə
münchenerin,mʏnçənɐʁɪn
hauptsatz,haʊ̯ptzats
zepter,t͡sɛptɐ
tabelle,tabɛlə
wässerig,vɛsəʁɪk
leidens,laɪ̯dn̩s
wasserdruck,vasɐdʁʊk
bronzen,bʁɔ̃ːsn̩
besten,bɛstən
kakteen,kakteːən
durchaus,dʊrçaʊ̯s
partisanin,paʁtizaːnɪn
hanoi,hanɔʏ̯
keto,keto
wackelig,vakəlɪk
märtyrerin,mɛʁtyʁəʁɪn
malakofftorten,malakɔftɔɐ̯tn̩
nadelbaumartig,naːdl̩baʊ̯maːɐ̯tɪç
elfmal,ɛlfmaːl
erstatten,ɛɐ̯ʃtatn̩
einzelheiten,aɪ̯ntsl̩haɪ̯tn̩
auskommen,ʔaʊ̯skɔmən
eis,ʔeːɪs
schwimmens,ʃvɪməns
achtflächner,axtflɛçnɐ
handball,hantbal
abkommandieren,apkɔmandiːʁən
homo,hoːmo
trinkwasserverordnung,tʁɪŋkvasɐfɛʁɔʁtnʊŋ
schwanenteich,ʃvaːnəntaɪ̯ç
silberhochzeiten,zɪlbɐhɔxtsaɪ̯tn̩
kaderschabek,kaːdɐʃaːbɛk
schtschi,ʃtʃiː
diagonale,diaɡonaːlə
beat,biːt
abdankungsgründe,apdaŋkʊŋsɡʁʏndə
stricker,ʃtʁɪkɐ
gegenwind,ɡeːɡn̩vɪnt
bauchfell,baʊ̯xfɛl
grünkrauts,ɡʁyːnkʁaʊ̯t͡s
janusköpfig,jaːnʊskœpfɪç
spanferkel,ʃpaːnfɛʁkəl
bananenschale,banaːnənʃaːlə
joke,d͡ʒou̯k
hochglanzmagazine,hoːxɡlant͡smaɡat͡siːnə
essgestört,ɛsɡəʃtøːɐ̯t
bemuttern,bəmʊtɐn
g,ɡeː
lieb,liːp
behaglich,bəhaːɡlɪç
weihnachtsbaumkugel,vaɪ̯naxt͡sbaʊ̯mkuːɡl̩
fenriswolf,fɛnʁɪsvɔlf
alter,altər
keil,kaɪ̯l
neuenglisch,nɔɪ̯ʔɛŋlɪʃ
beileid,baɪ̯laɪ̯t
auslernen,aʊ̯slɛʁnən
warum,vaʁʊm
hinreisser,hɪnʁaɪ̯sɐ
jungtürkisch,jʊŋtʏʁkɪʃ
dreissigste,dʁaɪ̯sɪçstə
portokasse,pɔʁtokasə
dübel,dyːbl̩
entspannungsübung,ɛntʃpanʊŋsyːbʊŋ
einäschern,aɪ̯nʔɛʃɐn
abhocken,aphɔkən
kontraproduktiv,kɔntʁapʁodʊktiːf
ingelheim,ɪŋəlhaɪ̯m
tempels,tɛmpəls
karikaturisten,kaʁikatuʁɪstn̩
vorsängers,foːɐ̯zɛŋɐs
autotelefon,aʊ̯totelefoːn
atomunterseebooten,atoːmʊntɐzeːboːtn̩
dorade,doʁaːdə
miesepeter,miːzəpeːtɐ
erdenrunds,eːɐ̯dn̩ʁʊnt͡s
gebt,ɡeːpt
zwölfwöchig,t͡svœlfvœçɪç
wuischkes,vʊiʃɡəs
mädchenhaft,mɛːtçənhaft
zustandspassiv,t͡suːʃtant͡spasiːf
nottuln,nɔtəln
niedermetzeln,niːdɐmɛt͡sl̩n
höllenlärm,hœlənlɛʁm
wolltet,vɔltət
busseln,b̥ʊsl̩n
kurfürstendamm,kuːɐ̯fʏʁstn̩dam
unzählig,ʊnt͡sɛːlɪk
übernatürlich,ʔyːbɐnatyːɐ̯lɪç
stimmumfange,ʃtɪmʔʊmfaŋə
darob,daʁɔp
mitteilen,mɪttaɪ̯lən
comedian,kɔmiːdiən
verzehnfacht,fɛɐ̯t͡seːnfaxt
ungesäuert,ʊnɡəzɔɪ̯ɐt
weizenfeld,vaɪ̯t͡sn̩fɛlt
modul,moːduːl
spielregeln,ʃpiːlʁeːɡl̩n
facetten,fasɛtən
einbrocken,aɪ̯nbʁɔkn̩
keton,ketoːn
kommissarisch,kɔmɪsaːʁɪʃ
dreiunddreissigstens,dʁaɪ̯ʊntdʁaɪ̯sɪçstn̩s
riffeln,ʁɪfəln
verladebahnhofe,fɛɐ̯laːdəbaːnhoːfə
mischen,mɪʃn̩
phonologe,fonoloːɡə
trivial,tʁiviaːl
umweltauto,ʊmvɛltʔaʊ̯to
zirkusdirektorin,t͡sɪʁkʊsdiʁɛktoːʁɪn
pfingstochse,pfɪŋstʔɔksə
spukhaft,ʃpuːkhaft
taliban,taːlɪbaːn
einschnitt,aɪ̯nʃnɪt
haut,haʊt
jett,dʒɛt
single,sɪŋəl
wiktionary,vɪktʃənʁiː
feigenblatt,faɪ̯ɡn̩blat
geld,ɡɛlt
biegen,biːɡən
scheckiges,ʃɛkɪɡəs
dampfdrücken,damp͡fdʁʏkn̩
gemischtwarenhandlungen,ɡəmɪʃtvaːʁənhandlʊŋən
anhalt,anhalt
aufgedunsen,aʊ̯fɡədʊnzən
knauserei,knaʊ̯zəʁaɪ̯
kleinkunst,klaɪ̯nkʊnst
gäben,ɡɛːbm̩
houston,juːstən
ries,riːs
lithiumminen,liːt͡si̯ʊmmiːnən
kämpfer,kɛmpfɐ
strassenschild,ʃtraːsn̩ʃɪlt
bewusst,bəvʊst
orvieto,ɔʁvi̯eːtoː
träg,tʁeːk
albanesisch,ʔalbaneːzɪʃ
einfahren,ʔaɪ̯nfaːʁən
vierzehn,fɪət͡sn̩
sudanesisch,sudaneːzɪʃ
verstossen,fɛɐ̯ʃtoːsən
konsum,kɔnzʊm
abtritt,aptʁɪt
sagengestalt,zaːɡn̩ɡəʃtalt
mama,mama
commonwealth,kɔmənwɛlθ
verräterischem,fɛɐ̯ʁɛːtəʁɪʃm̩
verwerfung,fɛɐ̯vɛʁfʊŋ
rutschen,ʁʊtʃn̩
sichten,zɪçtn̩
notenhals,noːtn̩hals
sättigung,zɛtɪɡʊŋ
undeklinierbar,ʊndekliniːɐ̯baːɐ̯
lottern,lɔtɐn
weichherzig,vaɪ̯çhɛʁt͡sɪç
lebendig,lebɛndɪç
isabella,ʔizabɛla
fügen,fyːɡən
kriegsdienstgegners,kʁiːksdiːnstɡeːɡnɐs
integrieren,ɪntəɡʁiːʁən
wintersturme,vɪntɐʃtʊʁmə
mette,mɛtə
fehlbar,feːlbaːɐ̯
sterndeuter,ʃtɛʁndɔɪ̯tɐ
langsamste,laŋzaːmstə
vielzellig,fiːlt͡sɛlɪç
stocktaub,ʃtɔktaʊ̯p
umstürzlerisch,ʊmʃtʏʁt͡sləʁɪʃ
kraftakt,kʁaftakt
gerüche,ɡərʏçə
bloch,blɔx
eines,aɪ̯nəs
deinen,daɪ̯n
absolution,apz̥olut͡si̯oːn
taubengrau,taʊ̯bn̩ɡʁaʊ̯
ungestalt,ʊnɡəʃtalt
stadtgebietes,ʃtatɡəbiːtəs
regelwerk,ʁeːɡl̩vɛʁk
nackt,nakt
wiedergewinnen,viːdəʁɡəvɪnən
elendsviertel,eːlɛnt͡sfɪʁtl̩
rollwegen,ʁɔlveːɡn̩
kontrollleuchte,kɔntʁɔllɔɪ̯çtə
insider,ɪnsaɪ̯dɐ
schlenkern,ʃlɛŋkɐn
postwagen,pɔstvaːɡŋ̩
koronal,koʁonaːl
seil,zaɪ̯l
schrumpfen,ʃrʊmpfən
gammelfleisches,ɡaml̩flaɪ̯ʃəs
styx,stʏks
nächstgelegenes,nɛːçstɡəleːɡənəs
aserbaidschanisch,azɛʁbaɪd͡ʒaːnɪʃ
takt,takt
urbevölkerung,uːɐ̯bəfœlkəʁʊŋ
dienstag,diːnstaːx
bienenzucht,biːnənt͡sʊχt
fertighause,fɛʁtɪçhaʊ̯zə
fünfsprachig,fʏnfʃpʁaːχɪç
adressbuch,adʁɛsbuːχ
biegung,biːɡʊŋ
dugong,duɡɔŋ
würdig,vʏɐ̯dɪk
verschweigers,fɛʁʃvaɪ̯ɡɐs
kreditgeber,kʁediːtɡeːbɐ
gemütsbewegung,ɡəmyːt͡sbəveːɡʊŋ
europäisieren,ɔɪ̯ʁopɛʔiziːʁən
keusch,kɔʏ̯ʃ
kees,keːs
hochzeitstages,hɔxt͡saɪ̯t͡staːɡəs
beschuldigen,bəʃʊldiɡən
strandhotel,ʃtʁanthotɛl
stellar,stɛlaːɐ̯
holzapfel,hɔlt͡sap͡fl̩
angler,aŋlɐ
berliner,bɛʁliːnɐ
desillusion,dezɪluzi̯oːn
daddeln,dadəln
steigrohr,ʃtaɪ̯kʁoːɐ̯
kunststoffabdichtung,kʊnstʃtɔfapdɪçtʊŋ
enkelkind,ɛŋkl̩kɪnt
phonotaktisch,fonotaktɪʃ
metallfass,metalfas
ludwig,lʊtvɪç
nähgarn,nɛːɡaʁn
gefragt,ɡəfʁaːkt
bläuen,blɔɪ̯ən
estnisch,ɛstnɪʃ
konstruieren,kɔnstruiːrən
minutenlang,minuːtn̩laŋ
verdursten,fɛrdʊrstən
stil,ʃtiːl
dahlie,daːli̯ə
herumexperimentiert,hɛʁʊmʔɛkspeʁimɛntiːɐ̯t
rostig,ʁɔstɪk
briefträger,bʁiːftʁɛːɡɐ
bundestagsabgeordneter,bʊndəstaːksʔapɡəʔɔʁdnətɐ
äquatorialsonnenuhr,ɛkvatoʁi̯aːlzɔnənuːɐ̯
befürworterinnen,bəfyːɐ̯vɔʁtəʁɪnən
schlussstein,ʃlʊsʃtaɪ̯n
krakeelig,kʁakeːlɪk
acrylfarbe,akʁyːlfaʁbə
umwelt,ʊmvɛlt
serbokroatisch,zɛʁbokʁoaːtɪʃ
wandel,vandl̩
sozius,zoːt͡si̯ʊs
zeckenlarve,tsɛkŋ̩laʁfə
unterlass,ʔʊntɐlas
kleinpudels,klaɪ̯npuːdl̩s
synchronisierung,zʏnkʁoniziːʁʊŋ
tänzerin,tɛnt͡səʁɪn
anmelden,ʔanmɛldn̩
verbesserin,fɛɐ̯bɛsəʁɪn
entzug,ʔɛnttsux
router,ʁuːtɐ
verscheiden,fɛɐ̯ʃaɪ̯dn̩
schmallippig,ʃmaːllɪpɪç
ringel,ʁɪŋəl
happening,hɛpənɪŋ
konkurrieren,kɔŋkʊʁiːʁən
weiher,vaɪ̯ər
phraseologie,fʁazeoloɡiː
achtundzwanzigmal,axtʔʊntt͡svant͡sɪçmaːl
laptop,lɛptɔp
unklarheit,ʊnklaːɐ̯haɪ̯t
lebenslüge,leːbənslyːɡə
kurzweilig,kʊʁt͡svaɪ̯lɪç
weggenosse,veːkɡənɔsə
herzerfrischend,hɛʁt͡sʔɛɐ̯fʁɪʃn̩t
besser,bɛsɐ
türke,tʏrkə
befehle,bəfeːlə
armutszeugnis,aʁmuːt͡st͡sɔɪ̯knɪs
galmei,ɡalmaɪ̯
runter,rʊntɐ
offiziös,ɔfit͡si̯øːs
dignitar,dɪɡnɪtaːɐ̯
beiläufig,baɪ̯lɔɪ̯fɪk
zwangsarbeiten,t͡svaŋsʔaʁbaɪ̯tn̩
herbeiziehen,hɛʁbaɪtsiːən
schreckensherrscher,ʃʁɛkn̩shɛʁʃɐ
minderjähriger,mɪndɐjɛːʁɪɡɐ
gouvernement,ɡuvɛʁnəmɑ̃ː
köstlich,kœstlɪç
fürth,fʏrt
judentum,juːdn̩tuːm
liberianer,libeʁiaːnɐ
diebin,diːbɪn
ohrenschmalz,ʔoːʁənʃmalts
letztlich,lɛtstlɪç
unersetzlich,ʊnʔɛɐ̯zɛtslɪç
abgezockt,apɡət͡sɔkt
einsargen,aɪ̯nzaʁɡən
hefte,hɛftə
gleichung,ɡlaɪ̯çʊŋ
maulschelle,maʊ̯lʃɛlə
protektionistisch,pʁotɛkti̯onɪstɪʃ
aufgedunsenheit,aʊ̯fɡədʊnzənhaɪ̯t
totentrompete,toːtn̩tʁɔmpeːtə
anzugs,ʔantsuːks
abendluft,aːbəntlʊft
redselig,ʁeːdzeːlɪç
geheiss,ɡəhaɪ̯s
immerfort,ɪmɐfɔʁt
trinkbechern,tʁɪŋkbɛçɐn
zahlungsunfähig,tsaːlʊŋsʊnfɛːɪç
amsel,amzəl
tiefenentspannt,tiːfn̩ʔɛntʃpant
plempern,plɛmpɐn
verketzern,fɛɐ̯kɛt͡sɐn
hochzeitstag,hɔxt͡saɪ̯t͡staːk
verve,vɛʁf
adam,aːdam
umgeändert,ʊmɡəɛndɐt
siebzigjährig,ziːptsɪçjɛːʁɪç
herzensbrecher,hɛʁt͡sn̩sbʁɛçɐ
wäre,veːʁə
investitionen,ʔɪnvɛstitsi̯oːnən
porto,pɔʁto
zerschmeissen,t͡sɛɐ̯ʃmaɪ̯sn̩
transsexuellem,tʁanssɛksuɛləm
vivipar,viːvipaːɐ̯
transfeindlichkeit,tʁansfaɪ̯ntlɪçkaɪ̯t
kasuar,kazu̯aːɐ̯
schintoistisch,ʃɪntoʔɪstɪʃ
detail,detaɪ̯l
korrigierbar,kɔʁiɡiːʁbaːɐ̯
hausanzug,haʊ̯sʔant͡suːk
tuest,tuːəst
päckchen,pɛkçən
ersetzbarer,ɛɐ̯zɛt͡sbaːʁɐ
rettungsschiffes,ʁɛtʊŋsʃɪfəs
ypsilon,ʏpsilɔn
selig,zeːlɪç
schemata,ʃeːmata
einig,aɪ̯nɪç
oldesloe,ɔldəsloː
vollpumpen,fɔlpʊmpn̩
hautärztin,haʊ̯tɛʁtstɪn
plastedeckel,plastədɛkl̩
wochentags,vɔxŋ̍taːks
verstatten,fərʃtatən
entsinnen,ɛntzɪnən
wappentieres,vapəntiːʁəs
transformation,tʁansfɔʁmat͡si̯oːn
beulenpest,bɔɪ̯lənpɛst
spitzeln,ʃpɪt͡sl̩n
bluff,blœf
ampeln,ʔampl̩n
ork,ɔʁk
simulanten,zimulantn̩
waldlichtungen,valtlɪçtʊŋən
champignon,ʃampɪnjɔ̃ː
spring,ʃpʁɪŋ
verzehr,fɛɐ̯tseːɐ̯
butzen,bʊt͡sən
protokollant,protokɔlant
ehrenwert,eːʁənveːɐ̯t
verschissen,fɛɐ̯ʃɪsn̩
realwert,ʁeaːlveːrt
gemüselädchen,ɡəmyːzəlɛːtçən
schutzheiliger,ʃʊt͡shaɪ̯lɪɡɐ
kartograf,kaʁtoɡʁaːf
wandschrank,vantʃʁaŋk
zusammengeschlagen,t͡suzamənɡəʃlaːɡn̩
präparator,pʁɛpaʁatoːɐ̯
thronanwärter,tʁoːnanvɛʁtɐ
feim,faɪ̯m
stellenbewerberin,ʃtɛlənbəvɛʁbəʁɪn
rekursiv,ʁekʊʁziːf
mainzisch,maɪ̯nt͡sɪʃ
luftgewehr,lʊftɡəveːɐ̯
abbinden,ʔapbɪndn̩
eremitage,eʁemitaːʃ
mumie,muːmi̯ə
neuland,nɔɪ̯lant
räkeln,ʁeːkəln
zwanzigstens,t͡svant͡sɪçstn̩s
doko,doːko
nebenfluss,neːbn̩flʊs
tobsucht,toːpzʊxt
bach,baχ
geheimdienst,ɡəhaɪ̯mdiːnst
betteln,bɛtəln
ausschliessen,aʊ̯sʃliːsən
verzug,fɛɐ̯t͡suːk
ausbuhen,ʔaʊ̯sbuːən
schwindeleien,ʃvɪndəlaɪ̯ən
steineiche,ʃtaɪ̯nʔaɪ̯çə
elfen,ɛlfən
mengentext,mɛŋəntɛkst
entenartig,ɛntn̩ʔaːɐ̯tɪç
unterschätzung,ʊntɐʃɛtsʊŋ
beschwichtigen,bəʃvɪçtɪɡən
totschiessen,toːtʃiːsn̩
rauskriegen,ʁaʊ̯skʁiːɡŋ̩
telegraph,teleɡʁaːf
entstauben,ɛntʃtaʊ̯bn̩
zeitaufwändigster,t͡saɪ̯tʔaʊ̯fvɛndɪçstɐ
riegel,riːɡəl
fernunterricht,fɛʁnʊntɐʁɪçt
transfer,transfeːr
ostmauer,ɔstmaʊ̯ɐ
kanonenbootes,kanoːnənboːtəs
hoffnungen,hɔfnʊŋən
schah,ʃaː
promoten,pʁomɔʊ̯tn̩
salzhaltigsten,zaltshaltɪçstn̩
thraker,tʁaːkɐ
homöopathin,homøopaːtɪn
bluffen,blafən
honigdachses,hoːnɪkdaksəs
adidas,adidas
kretscham,krɛt͡ʃam
dir,də
steinmauer,ʃtaɪnmaʊ̯ɐ
xylose,ksyloːzə
attribut,atʁibuːt
japaner,japaːnɐ
langschläfer,laŋʃleːfɐ
habasch,habaʃ
funk,faŋk
eintrag,aɪ̯ntʁaːk
ruhe,ʁuːə
schwängern,ʃvɛŋərn
gerichtshöfe,ɡəʁɪçt͡shøːfə
schwarzkehlchen,ʃvartskeːlçən
achsel,aksəl
bravourös,bʁavuʁøːs
sojus,zoːjʊs
atemlähmung,aːtəmlɛːmʊŋ
deutsch,dɔɪ̯t͡ʃ
sieger,ziːɡɐ
gravieren,ɡʁaviːʁən
kampflustig,kampflʊstɪç
zweimal,t͡svaɪ̯maːl
haarklein,haːɐ̯klaɪ̯n
dvd,deːfaʊ̯deː
reuss,ʁɔɪ̯s
abendlied,aːbəntliːt
nachwachsen,naːχvaksn̩
gatsch,ɡ̥ad̥ʃ
empfahen,ɛmp͡faːən
initiale,init͡si̯aːlə
aufgebracht,aʊ̯fɡəbʁaxt
dachentwässerung,daχʔɛntvɛsəʁʊŋ
gitarrist,ɡitaʁɪst
ächten,ʔɛçtən
vorläufig,foːɐ̯lɔɪ̯fɪk
brünette,bʁynɛtə
ebendieser,eːbn̩diːzɐ
gang,ɡɛŋ
zerreiben,t͡sɛɐ̯ʁaɪ̯bn̩
ängstigungen,ɛŋstɪɡʊŋn̩
sixtinisch,zɪkstiːnɪʃ
hochstapelei,hoːxʃtaːpəlaɪ̯
hinterlegung,hɪntɐleːɡʊŋ
einem,aɪ̯nəm
breitschultrig,bʁaɪ̯tʃʊltʁɪç
feigling,faɪ̯klɪŋ
gravitätisch,ɡʁavitɛːtɪʃ
bundesministerium,bʊndəsmɪnɪsteːʁi̯ʊm
torfmoore,tɔʁfmoːʁə
asbest,asbɛst
jubelperserin,juːbl̩pɛʁzəʁɪn
ströme,ʃtʁøːmə
reüssieren,ʁeʏsiːʁən
gleichaltrig,ɡlaɪ̯çʔaltʁɪç
fundamentalsatze,fʊndamɛntaːlzɛt͡sə
grämen,ɡʁɛːmən
zähmung,t͡sɛːmʊŋ
walhalla,valhala
reeperbahn,ʁeːpɐbaːn
zügels,tsyːɡəls
meile,maɪ̯lə
wasserkraft,vasɐkʁaft
ungewöhnlicherweise,ʊnɡəvøːnlɪçɐvaɪ̯zə
längsschnitt,lɛŋsʃnɪt
kindischsten,kɪndɪʃstən
handgepäck,hantɡəpɛk
fickst,fɪkst
serumhepatitis,zeːʁʊmhepatiːtɪs
bohrer,boːʁɐ
mobben,mɔbən
vergütung,fɛɐ̯ɡyːtʊŋ
durchzogen,dʊʁçt͡soːɡən
verstohlen,fɛɐ̯ʃtoːlən
freimachen,fʁaɪ̯maxən
germanentum,ɡɛʁmaːnəntuːm
gelbstoffs,ɡɛlpʃtɔfs
satzglied,zat͡sɡliːt
bescheissen,bəʃaɪ̯sən
