disponibilidade,diʃpunibilidadɨ
tesoura,tɨzowɾɐ
gotlândia,ɡɔtlɐ̃djɐ
pateca,pɐtɛkɐ
magnânimo,mɐɡnɐnimu
córtex,kɔɾtɛks
esteva,iʃtebɐ
pedológico,pɨdulɔʒiku
turvo,tuɾvu
brasil,bɾɐzil
gráfico,ɡɾafiku
mitológico,mitulɔʒiku
moléstia,mulɛʃtjɐ
urológico,uɾulɔʒiku
palatalização,pɐlɐtɐlizɐsɐ̃w̃
parafascismo,pɐɾɐfɐʃiʒmu
retroescavadeira,ʁɛtɾɔiʃkɐbɐdejɾɐ
zumbiu,zũbiw
seguirá,sɨɡiɾa
contratem,kõtɾatɐ̃j̃
inafetividade,inɐfɛtividadɨ
ecleticamente,eklɛtikɐmẽtɨ
partir,pɐɾtiɾ
semáforos,sɨmafuɾuʃ
volumétricas,bulumɛtɾikɐʃ
antimosquitos,ɐ̃timuʃkituʃ
chegará,t͡ʃɨɡɐɾa
falto,faltu
osaca,ɔzakɐ
antivampiros,ɐ̃tibɐ̃piɾuʃ
tamanduá,tɐmɐ̃dwa
deia,deɐ
poliúria,pɔljuɾjɐ
tatuador,tɐtwɐdoɾ
rarefazer,ʁɐɾɨfɐzeɾ
terceirizar,tɨɾseɾizaɾ
carmim,kɐɾmĩ
agrotécnico,ɐɡɾɔtɛkniku
martins,mɐɾtĩʃ
grego,ɡɾɛɡu
sales,salɨʃ
antineutrão,ɐ̃tinewtɾɐ̃w̃
enfermidade,ẽfɨɾmidadɨ
proferida,pɾufɨɾidɐ
viam,viɐ̃w̃
apreciador,ɐpɾɨsjɐdoɾ
válvula,valvulɐ
aceleração,ɐsɨlɨɾɐsɐ̃w̃
abrigado,ɐbɾiɡadu
relvado,ʁɛlbadu
fechada,fɨʃadɐ
diarreia,diɐʁeɐ
clítoris,klitɔɾiʃ
enfeitar,ẽfejtaɾ
desentranhar,dɨzẽtɾɐɲaɾ
mamba,mɐ̃bɐ
planger,plɐ̃ʒeɾ
fomenta,fumẽtɐ
ímpio,ĩpju
tropelia,tɾupɨliɐ
brandenburgo,bɾɐ̃dẽbuɾɡu
merchandising,mɨɾt͡ʃɐ̃dajzĩɡ
abaixar,ɐbajʃaɾ
belmonte,bɛlmõtɨ
víeis,viejʃ
arquivisticamente,ɐɾkiviʃtikɐmẽtɨ
entrado,ẽtɾadu
fruto,fɾutu
mitene,mitɛnɨ
donzelo,dõzɛlu
lucrava,lukɾavɐ
desenrugar,dɨzẽʁuɡaɾ
dinossauro,dinɔsawɾu
polacos,pulakuʃ
regeres,ʁɨʒeɾɨʃ
tonal,tunal
rodeio,ʁudeju
maoísmo,maoizmu
agricolamente,ɐɡɾikulɐmẽtɨ
veleiro,bɨlejɾu
castiçal,kɐʃtisal
randomicamente,ʁɐ̃dɔmikɐmẽtɨ
concitava,kõsitavɐ
esteio,iʃtɐju
eufémica,ewfɛmikɐ
anglómanas,ɐ̃ɡlɔmɐnɐʃ
ceuzinho,sɛwziɲu
ouvir,oviɾ
vibe,bajb
ríspido,ʁiʃpidu
naco,naku
alaúde,ɐlɐudɨ
chovesse,ʃuvesɨ
quiser,kizɛɾ
boémia,bwɛmjɐ
quiseste,kizɛʃtɨ
levou,lɨvow
aglutinar,ɐɡlutinaɾ
leucemia,lewsɨmiɐ
maragateias,mɐɾɐɡɐteɐʃ
varinha,bɐɾiɲɐ
chantre,t͡ʃɐ̃tɾɨ
desviado,dɨʒvjadu
possesso,pusɛsu
novela,novɛla
devoto,dɨbɔtu
antixiita,ɐ̃tiʃjitɐ
eufónio,ewfɔniu
doutro,dowtɾu
derrotista,dɨʁutiʃtɐ
nitrato,nitɾatu
íeis,iɐjʃ
execrável,izɨkɾavɛl
abstenha,ɐbʃtɐjɲɐ
pormos,poɾmuʃ
acrobacia,ɐkɾubɐsiɐ
maragateies,mɐɾɐɡɐtɐjɨʃ
desprogramo,dɨʃpɾuɡɾɐmu
machamba,mɐt͡ʃɐ̃bɐ
colza,kolzɐ
classificar,klɐsifikaɾ
buchos,buʃuʃ
arrego,ɐʁeɡu
sardão,sɐɾdɐ̃w̃
job,dʒɔbi
ervilha,eɾbiʎɐ
maçónico,masɔniku
trava,tɾabɐ
lavoura,lɐvoɾɐ
carpideira,kɐɾpideɾɐ
existencialista,iziʃtẽsjɐliʃtɐ
sentou,sẽto
embrião,ẽbɾiɐ̃w̃
açafroada,ɐsɐfɾuadɐ
antigreve,ɐ̃tiɡɾɛbɨ
exemplar,izẽplaɾ
mambo,mɐ̃bu
vincilho,bĩsiʎu
litorina,lituɾinɐ
diagonalmente,diɐɡunalmẽtɨ
policloreto,pɔlikluɾetu
casemos,kɐzemuʃ
alcatruz,alkɐtɾuʃ
gangorra,ɡɐ̃ɡoʁɐ
bactéria,baktɛɾjɐ
espinafre,iʃpinafɾɨ
buquê,buke
exterior,iʃtɨɾjoɾ
louvar,lowvaɾ
auguras,awɡuɾɐʃ
mantra,mɐ̃tɾɐ
curvos,kuɾbuʃ
morcão,muɾkɐ̃w̃
pretender,pɾɨtẽdeɾ
doença,dwẽsɐ
camelô,kɐmɨlo
destacareis,dɨʃtɐkɐɾejʃ
livreto,libɾetu
burlesco,buɾleʃku
geleia,ʒɨlejɐ
educado,idukadu
vinde,vĩdɨ
sydney,sidne
picha,pit͡ʃɐ
translação,tɾɐ̃ʒlasɐ̃w̃
racismo,ʁasiʒmu
carregadeira,kɐʁɨɡɐdɐjɾɐ
ocasião,ɔkɐzjɐ̃w̃
refizesse,ʁɨfizɛsɨ
flamengo,flɐmẽɡu
ameia,ɐmɐjɐ
assistir,asiʃtiχ
esperava,iʃpɨɾabɐ
pasteleiro,pɐʃtɨlɐjɾu
esparavel,iʃpɐɾɐvɛl
alquermes,alkɛɾmɨʃ
enguia,ẽɡiɐ
leilão,lejlɐ̃w̃
monómero,munɔmɨɾu
favo,favu
beijos,bejʒuʃ
crisma,kɾiʒmɐ
finasses,finasɨʃ
cagueta,kɐɡwetɐ
despacho,dɨʃpaʃu
imponência,ĩpunẽsjɐ
macaxeira,mɐkɐʃeɾɐ
roqueiro,ʁukɐjɾu
industrializava,ĩduʃtɾiɐlizabɐ
buque,bukɨ
deserto,d͡zɛɾtu
virgindade,viɾʒĩdadɨ
esporro,iʃpɔʁu
dialetólogas,diɐlɛtɔluɡɐʃ
vide,bidɨ
amaro,ɐmaɾu
aquilo,ɐkilu
tiriba,tiɾibɐ
exsudar,ejʃudaɾ
titicaca,titikakɐ
sininho,siniɲu
erróneo,iʁɔnɨu
bretanha,bɾɨtɐɲɐ
olmo,olmu
maceteias,mɐsɨteɐʃ
houvesses,owbɛsɨʃ
lendo,lẽdu
aerófilo,ɐɛɾɔfilu
pompeia,põpejɐ
outrossim,otɾusĩ
antiadministração,ɐ̃tiɐdminiʃtɾɐsɐ̃w̃
geleira,ʒɨlɐjɾɐ
volumétricas,vulumɛtɾikɐʃ
réus,ʁɛwʃ
droga,dɾɔɡɐ
telefonar,tɨlɨfunaɾ
categórica,kɐtɨɡɔɾikɐ
infrassom,ĩfɾɐsõ
matei,mɐte
admirativas,ɐdmiɾɐtibɐʃ
antigay,ɐ̃tiɡe
antigerencial,ɐ̃tiʒɨɾẽsjal
deleite,dɨlejtɨ
patim,pɐtĩ
olhos,ɔʎuʃ
porias,puɾiɐʃ
tupi,tupi
maquia,mɐkiɐ
empertigar,ẽpɨɾtiɡaɾ
quartar,kwɐɾtaɾ
oliveirense,ɔliveɾẽsɨ
amigável,ɐmiɡabɛl
realmente,ʁjalmẽtɨ
diversão,dibɨɾsɐ̃w̃
ornamentalmente,ɔɾnɐmẽtalmẽtɨ
retribuiu,ʁɨtɾibwiw
infinidade,ĩfinidadɨ
tachará,tɐʃɐɾa
bravateiro,bɾɐbɐtejɾu
exilar,izilaɾ
eletivo,ilɛtivu
travessa,tɾɐvɛsɐ
conferência,kõfɨɾẽsjɐ
creme,kɾɛmɨ
chocalha,t͡ʃukaʎɐ
bichado,bit͡ʃadu
avatar,abataɾ
argumentável,ɐɾɡumẽtavɛl
rojão,ʁuʒɐ̃w̃
aretusa,ɐɾɨtuzɐ
náiada,najɐdɐ
tipará,tipɐɾa
feche,feʃɨ
ião,iɐ̃w̃
tanjas,tɐ̃ʒɐʃ
carroçaria,kɐʁusɐɾiɐ
atentado,ɐtẽtadu
beligerante,bɨliʒɨɾɐ̃tɨ
previamente,pɾɛbjɐmẽtɨ
multaríeis,multɐɾieʃ
desenvoltura,dɨzẽbɔltuɾɐ
fé,fɛ
pasmar,pɐʒmaɾ
azulejos,ɐzulɐjʒuʃ
farmácia,fɐɾmasjɐ
ao,aw
desterrar,dɨʃtɨʁaɾ
lucrar,lukɾaɾ
amolgar,ɐmɔlɡaɾ
beneficiar,bɨnɨfisjaɾ
caricatura,kɐɾikɐtuɾɐ
repetir,ʁɨpɨtiɾ
finou,finow
désseis,dɛsejʃ
apofaticamente,ɐpɔfatikɐmẽtɨ
leveduras,lɨvɨduɾɐʃ
camembert,kamɐ̃bɛɾ
arqueológico,ɐɾkjulɔʒiku
nominalizar,numinɐlizaɾ
dívida,dibidɐ
modificativa,mudifikɐtivɐ
sentada,sẽtadɐ
disseminar,disɨminaɾ
antivascular,ɐ̃tivɐʃkulaɾ
exterminado,eʃtɨɾminadu
pelará,pɨlɐɾa
castidade,kaʃtidadɪ
ponhais,puɲajʃ
soutinho,sowtiɲu
bilau,bilaw
secará,sɨkɐɾa
chã,ʃɐ̃
altruisticamente,altɾuiʃtikɐmẽtɨ
cancioneiro,kɐ̃sjunɐjɾu
micareta,mikɐɾetɐ
absidal,ɐbsidal
inatingível,inɐtĩʒivɛl
canudo,kɐnudu
boeing,bɔj̃ɡ
açoite,ɐsojtɨ
crisopeia,kɾizupejɐ
lavagem,lɐvaʒɐ̃j̃
parolar,pɐɾulaɾ
anelisa,ɐnɨlizɐ
longo,lõɡʷ
cachorra,kɐʃoʁɐ
enfurecer,ẽfuɾɨseɾ
lesará,lɨzɐɾa
chutadas,t͡ʃutadɐʃ
leila,lɐjlɐ
inveja,ẽbɛʒɐ
lápide,lapidɨ
águas,aɡwɐʃ
sova,sɔbɐ
atente,ɐtẽtɨ
patológicos,pɐtulɔʒikuʃ
quiz,kwizɨ
quedê,kɨde
haréns,aɾɐ̃j̃ʃ
engodo,ẽɡɔdu
cuvete,kuvɛtɨ
báquicos,bakikuʃ
biográfico,biuɡɾafiku
archote,ɐɾʃɔtɨ
metralha,mɨtɾaʎɐ
gnóstico,ɡnɔʃtiku
alocar,ɐlukaɾ
milenar,milɨnaɾ
cárdio,kaɾdju
monofisista,mɔnɔfiziʃtɐ
nobel,nobɛu
saraivar,sɐɾajvaɾ
divises,dibizɨʃ
tainá,tajna
chufar,t͡ʃufaɾ
filhos,fiʎuʃ
citocinese,sitɔsinɛzɨ
encorajar,ẽkuɾɐʒaɾ
gabardinas,ɡɐbɐɾdinɐʃ
cartódromo,kɐɾtɔdɾumu
simplesmente,sĩplɨʒmẽtɨ
trarei,tɾɐɾej
livreto,livɾetu
quarteis,kwɐɾtɐjʃ
ressoo,ʁɨsou
viesses,bjɛsɨʃ
metadata,mɛtɐdatɐ
pestanas,pɨʃtɐnɐʃ
pindoba,pĩdɔbɐ
devon,dɛvɔn
niveladoras,nibɨlɐdoɾɐʃ
desenganar,dɨzẽɡɐnaɾ
tombo,tõbu
antiguerrilhas,ɐ̃tiɡɨʁiʎɐʃ
dantesca,dɐ̃teʃkɐ
microprocessador,mikɾɔpɾusɨsɐdoɾ
kilobit,kilobiti
vereis,bɨɾejʃ
diagnostico,diɐɡnuʃtiku
neptúnio,nɛptunju
chá,t͡ʃa
jabuticabeira,ʒɐbutikɐbejɾɐ
nevada,nɨbadɐ
desdobrar,dɨʒdubɾaɾ
alisar,ɐlizaɾ
purgativa,puɾɡɐtivɐ
escavo,iʃkabu
povo,povu
adverbialidade,ɐdvɨɾbjɐlidadɨ
deleite,dɨlɐjtɨ
estranhíssimo,iʃtɾɐɲisimu
urbano,uɾbɐnu
achocolataremos,ɐt͡ʃukulɐtɐɾemuʃ
bebo,bebu
dalmaciano,dalmɐsjɐnu
varangianos,bɐɾɐ̃ʒjɐnuʃ
conduta,kõdutɐ
começo,kumɛsu
acicular,ɐsikulaɾ
acordado,ɐkuɾdadu
vademecum,vadɛmɛkũ
vitral,bitɾal
tirso,tiɾsu
remo,ʁɛmu
decibéis,dɛsibeʃ
reggae,ʁɛɡej
neuroblasto,newɾɔblaʃtu
orgia,ɔɾʒiɐ
deixaria,dejʃɐɾiɐ
deitar,detaɾ
rafa,ʁafɐ
pleonástico,pljunaʃtiku
inovadoras,inubɐdoɾɐʃ
tamanco,tɐmɐ̃ku
deambular,djɐ̃bulaɾ
antiparticipativo,ɐ̃tipɐɾtisipɐtivu
amigos,ɐmiɡuʃ
chorus,kɔɾuʃ
blusa,bluzɐ
aforisticamente,ɐfuɾiʃtikɐmẽtɨ
agranular,ɐɡɾɐnulaɾ
açorda,ɐsoɾdɐ
corpo,koɾpu
descritivamente,dɨʃkɾitivɐmẽtɨ
some,sɔmɨ
chofer,ʃofɛɾ
taísa,tɐizɐ
antimuçulmano,ɐ̃timusulmɐnu
finásseis,finasejʃ
pusesse,puzɛsɨ
brandy,bɾɐ̃di
putativas,putɐtivɐʃ
dispenso,diʃpẽsu
veria,vɨɾiɐ
varapau,vɐɾɐpaw
ilusivo,iluzivu
seletividade,sɨlɛtividadɨ
smoking,smokĩɡɨ
pacóvio,pɐkɔvju
calaríamos,kɐlɐɾiɐmuʃ
holandês,ɔlɐ̃deʃ
tíbio,tibju
automaticamente,awtumatikɐmẽtɨ
periquito,pɨɾikitu
fuzilamento,fuzilɐmẽtu
inválido,ĩvalidu
pelas,pɛlɐʃ
entediante,ẽtɨdjɐ̃tɨ
perspectiva,pɨɾʃpɨktibɐ
multasse,multasɨ
especial,iʃpɨsjal
laranjeira,lɐɾɐ̃ʒejɾɐ
borrazópolis,buʁɐzɔpuliʃ
montevideu,mõtɨbidew
voluptuoso,vuluptwozu
upload,upilowd͡ʒi
monteiro,mõteɾu
atrial,ɐtɾjal
calados,kɐladuʃ
peito,petu
malignos,mɐliɡnuʃ
reato,ʁjatu
saberão,sɐbɨɾɐ̃w̃
consideravelmente,kõsidɨɾabɛlmẽtɨ
cavouco,kɐvoku
envias,ẽbiɐʃ
frustrar,fɾuʃtɾaɾ
brasão,bɾɐzɐ̃w̃
paraquedas,paɾɐkɛdɐʃ
destituir,dɨʃtitwiɾ
neurocirurgia,newɾosiɾuʁʒiɐ
exsurgir,ejʃsuɾʒiɾ
charruar,ʃɐʁwaɾ
barris,bɐʁiʃ
volteio,vɔltɐju
soltará,soltɐɾa
tijolo,tiʒolu
interditar,ĩtɨɾditaɾ
cujo,kuʒu
gramará,ɡɾɐmɐɾa
heroísmos,iɾwiʒmuʃ
falam,falɐ̃w̃
como,komu
antissequestro,ɐ̃tisɨkɛʃtɾu
aparelho,ɐpɐɾɐjʎu
internamento,ĩtɨɾnɐmẽtu
adulto,ɐdultu
depressão,dɨpɾɨsɐ̃w̃
inchaço,ĩʃasu
devesa,dɨvezɐ
lúcuma,lukumɐ
urucuzeiro,uɾukuzɐjɾu
senegal,sɨnɨɡal
faça,fasɐ
cheios,ʃɐjuʃ
desenvolvimentista,dɨzẽbolbimẽtiʃtɐ
harvard,aɾbɐɾd
momice,mumisɨ
quebra,kɛbɾɐ
monopolização,munupulizɐsɐ̃w̃
mercúrio,mɨɾkuɾju
anoxibiose,ɐnɔksibiɔzɨ
deque,dɛkɨ
fósseis,fɔsejʃ
altas,altɐʃ
apreensor,ɐpɾjẽsoɾ
cloro,klɔɾu
limpando,lĩpɐ̃du
mamangaba,mɐmɐ̃ɡabɐ
chapeada,ʃɐpjadɐ
estudantis,iʃtudɐ̃tiʃ
conchavo,kõʃavu
abrem,abɾɐ̃j̃
diarreia,djɐʁɐjɐ
inapropriado,inɐpɾupɾiadu
interesse,ẽtɾesɨ
acolher,ɐkuʎeɾ
sou,so
retroflexo,ʁɛtɾɔflɛksu
eras,ɛɾɐʃ
greva,ɡɾɛvɐ
sano,sɐnu
acessar,ɐsɨsaɾ
biográficas,bjuɡɾafikɐʃ
acometamos,ɐkumɨtɐmuʃ
criptósporo,kɾiptɔʃpuɾu
censuraste,sẽsuɾaʃtɨ
jesus,ʒɨzuʃ
boicote,bojkɔtɨ
àquela,akɛlɐ
desapego,dɨzɐpɛɡu
quis,kiʃ
antiprurítico,ɐ̃tipɾuɾitiku
sob,sob
russo,ʁusu
fitness,fitnɛsɨ
sevilha,sɨviʎɐ
cadeirão,kɐdeɾɐ̃w̃
intercessora,ĩtɨɾsɨsoɾɐ
próximos,pɾɔsimuʃ
mol,mɔl
turquemenistão,tuɾkɨmɨniʃtɐ̃w̃
acoplado,ɐkupladu
quantil,kwɐ̃til
dissuadir,diswadiɾ
mavioso,mɐbjozu
politicólogo,pulitikɔluɡu
tropear,tɾupjaɾ
fináveis,finabejʃ
setúbal,sɨtubal
maragateavas,mɐɾɐɡɐtjavɐʃ
antissecretório,ɐ̃tisɨkɾɨtɔɾju
farmacologicamente,fɐɾmɐkulɔʒikɐmẽtɨ
asseio,ɐseu
inacreditavelmente,inɐkɾɨditabɛlmẽtɨ
irei,iɾe
deuses,dewzɨʃ
revoltante,ʁɨvɔltɐ̃tɨ
responsabilizava,ʁɨʃpõsɐbilizabɐ
eólico,ɛɔliku
colhão,kuʎɐ̃w̃
descair,dɨʃkɐiɾ
comunal,kumunal
racha,ʁaʃɐ
vitimismo,bitimiʒmu
criptofascista,kɾiptɔfaʃsiʃtɐ
ábaco,abɐku
criar,kɾiaɦ
monopolizar,munupulizaɾ
bracarense,bɾɐkɐɾẽsɨ
gravidade,ɡɾɐvidadɨ
braçalmente,bɾɐsalmẽtɨ
perfectivo,pɨɾfɛktibu
grafólogo,ɡɾɐfɔluɡu
cadeiras,kɐdejɾɐʃ
evaristo,ivɐɾiʃtu
alimentamos,ɐlimẽtɐmuʃ
arsenalista,ɐɾsɨnɐliʃtɐ
apócrifo,ɐpɔkɾifu
cisgénero,siʒɛnɨɾu
vituperável,vitupɨɾavɛl
inexprimível,inɐjʃpɾimivɛl
untará,ũtɐɾa
excite,eʃitɨ
pretória,pɾɨtɔɾjɐ
gemido,ʒɨmidu
levava,lɨvavɐ
mirim,miɾĩ
marvão,mɐɾbɐ̃w̃
anticolisão,ɐ̃tikulizɐ̃w̃
desacustumado,dɨzɐkuʃtumadu
ajudei,ɐʒude
fisionomia,fizjunumiɐ
cercarem,sɨɾkaɾɐ̃j̃
antilocaprídeo,ɐ̃tilɔkɐpɾidju
caçarola,kɐsɐɾɔlɐ
fanhoso,fɐɲozu
desconvidados,dɨʃkõvidaduʃ
nervosa,nɨɾbɔzɐ
desonrado,dɨzõʁadu
contáveis,kõtabejʃ
antiparlamentar,ɐ̃tipɐɾlɐmẽtaɾ
certeiro,sɨɾtɐjɾu
atuarialmente,ɐtwɐɾjalmẽtɨ
interdito,ĩtɨɾditu
adjetivo,ɐdɨʒɛtivu
bilhete,biʎeti
monocarril,mɔnɔkɐʁil
excerto,eʃeɾtu
alemanha,ɐlɨmɐɲɐ
cercar,sɨɾkaɾ
mona,monɐ
improdutivo,ĩpɾudutivu
cardioprotetor,kaɾdjɔpɾutɛtoɾ
veto,vɛtu
despolarizar,dɨʃpulɐɾizaɾ
axónio,ɐksɔnju
panelaço,pɐnɨlasu
linguagem,lĩɡwaʒɐ̃j̃
explicação,eʃplikɐsɐ̃w̃
antigrevista,ɐ̃tiɡɾɛviʃtɐ
intervencionismo,ĩtɨɾbẽsjuniʒmu
acabar,ɐkɐbaɾ
procuro,pɾɔkuɾu
antepassados,ɐ̃tɨpɐsɐduʃ
souberam,sobɛɾɐ̃w̃
jussivas,ʒusibɐʃ
divórcio,dibɔɾsju
uranografia,uɾɐnuɡɾɐfiɐ
acesso,ɐsɛsu
demo,demu
jantam,ʒɐ̃tɐ̃w̃
vamos,bɐmuʃ
venerar,vẽnɛrah
sete,sɛtɨ
soalheiro,swɐʎɐjɾu
me,mɨ
realisticamente,ʁjɐliʃtikɐmẽtɨ
brasilidade,bɾɐzilidadɨ
protagonizar,pɾutɐɡunizaɾ
fumeante,fumjɐ̃tɨ
buxeiro,buʃejɾu
aforro,ɐfɔʁu
atril,ɐtɾil
dera,dɛɾɐ
eletricamente,ilɛtɾikɐmẽtɨ
bolívia,bulibjɐ
tenham,tɐjɲɐ̃w̃
ligar,liɡah
antipublicidade,ɐ̃tipublisidadɨ
matei,mɐtej
mentecapto,mẽtɨkaptu
inverter,ĩbɨɾteɾ
solano,sulɐnu
aprontar,ɐpɾõtaɾ
tomás,tumaʃ
achocolatávamos,ɐt͡ʃukulɐtabɐmuʃ
chalé,t͡ʃalɛ
corujão,kuɾuʒɐ̃w̃
lémingue,lɛmĩɡɨ
engraçar,ẽɡɾɐsaɾ
descomunal,dɨʃkumunal
mariposista,mɐɾipuziʃtɐ
molosso,mulosu
triagem,tɾiaʒɐ̃j̃
fragilidade,fɾɐʒilidadɨ
brustolar,bɾuʃtulaɾ
lastimar,lɐʃtimaɾ
murcho,muɾt͡ʃu
alpestre,alpɛʃtɾɨ
quambacudono,kwɐ̃bakudonu
vala,balɐ
chalana,ʃɐlɐnɐ
encostado,ẽkuʃtadu
desoxigenar,dɨzɔksiʒɨnaɾ
entendemos,ẽtẽdemuʃ
inclinação,ĩklinɐsɐ̃w̃
reputar,ʁɨputaɾ
executivo,izɨkutivu
sapateiro,sɐpɐteɾu
obviamente,ɔbjɐmẽtɨ
levanto,lɨvɐ̃tu
bioacumulação,biɔɐkumulɐsɐ̃w̃
domina,duminɐ
quadrará,kwɐdɾɐɾa
vitral,vitɾal
tendinite,tẽdinitɨ
crípton,kɾiptɔn
blandícia,blɐ̃disjɐ
vereis,vɨɾejʃ
apendicular,ɐpẽdikulaɾ
desagradar,dɨzɐɡɾɐdaɾ
retesar,ʁɨtɨzaɾ
chufe,t͡ʃufɨ
cevar,sɨbaɾ
antropotopónimo,ɐ̃tɾɔpɔtupɔnimu
transexual,tɾɐ̃sɛkswal
teor,tjoɾ
vete,bɛtɨ
admiradas,ɐdmiɾadɐʃ
malvão,malvɐ̃w̃
contribuir,kõtɾibwiɾ
moela,mwɛlɐ
negável,nɨɡabɛl
alvorotar,albuɾutaɾ
licurgo,likuɾɡu
antimonarquista,ɐ̃timunɐɾkiʃtɐ
acometida,ɐkumɨtidɐ
antiateu,ɐ̃tiɐtew
extremo,ɐjʃtɾemu
fartas,faɾtɐʃ
multadas,multadɐʃ
exterminando,eʃtɨɾminɐ̃du
gasóleo,ɡazɔlju
vestiário,bɨʃtjaɾju
abatam,ɐbatɐ̃w̃
sucinto,susĩtu
abril,ɐbɾil
selo,selu
nucleico,nuklɐjku
trabalhar,tɾabaʎah
docemente,dosɨmẽtɨ
breno,bɾenu
atrasa,ɐtɾazɐ
pedigree,pɛdiɡɾi
veludo,bɨludu
corte,koɾtɨ
agnaticamente,ɐɡnatikɐmẽtɨ
bordar,buɾdaɾ
diversas,divɛɾsɐʃ
intravenoso,ĩtɾɐvɨnozu
candomblé,kɐ̃dõblɛ
asneira,ɐʒnɐjɾɐ
cão,kɐ̃w̃
antifagocítico,ɐ̃tifɐɡɔsitiku
funkeiro,fɐ̃keɾu
mónaco,mɔnɐku
admiravelmente,ɐdmiɾabɛlmẽtɨ
tantas,tɐ̃tɐʃ
antilivros,ɐ̃tilibɾuʃ
escova,iʃkɔvɐ
antipessoal,ɐ̃tipɨswal
descendo,dɨʃsẽdu
rebelar,ʁɨbɨlaɾ
mânfio,mɐ̃fju
epidemiológico,epidɨmjulɔʒiku
currar,kuʁaɾ
indefinido,ĩdɨfinidu
cobra,kɔbɾɐ
polir,poliɹ
incisão,ĩsizɐ̃w̃
descascar,dɨʃkɐʃkaɾ
peralta,pɨɾaltɐ
suposta,supɔʃtɐ
cancã,kɐ̃kɐ̃
cegueta,sɛɡetɐ
olfativo,olfɐtivu
cafetão,kɐfɨtɐ̃w̃
grosseiro,ɡɾusɐjɾu
digerível,diʒɨɾivɛl
tascará,tɐʃkɐɾa
energizar,inɨɾʒizaɾ
alienável,ɐljɐnavɛl
bacanal,bɐkɐnal
diabólico,diɐbɔliku
autuar,awtwaɾ
raciocinava,ʁɐsjusinavɐ
concitemos,kõsitemuʃ
expiração,ɐjʃpiɾɐsɐ̃w̃
assoalho,ɐswaʎu
frame,fɾemɨ
inteiramente,ĩtejɾɐmẽtɨ
alimentaremos,ɐlimẽtɐɾemuʃ
restauração,ʁɨʃtawɾɐsɐ̃w̃
lusas,luzɐʃ
teleguiado,tɛlɛɡjadu
adotabilidade,ɐdɔtɐbilidadɨ
save,sejbɨ
mijará,miʒɐɾa
resumo,ʁɨzumu
sudário,sudaɾju
telepatia,tɛlɛpɐtiɐ
diatribe,djɐtɾibɨ
acelerador,ɐsɨlɨɾɐdoɾ
concitarão,kõsitɐɾɐ̃w̃
judô,ʒudo
despeito,dɨʃpejtu
vizinhança,biziɲɐ̃sɐ
amigão,ɐmiɡɐ̃w̃
apalpadelas,ɐpalpɐdɛlɐʃ
fotinha,fɔtiɲɐ
filhotão,fiʎɔtɐ̃w̃
lixava,liʃavɐ
desordeiro,dɨzɔɾdeɾu
solapar,sulɐpaɾ
eletroluminoso,ilɛtɾɔluminozu
ingresso,ĩɡɾɛsu
transitável,tɾɐ̃zitabɛl
complô,kõplo
excitar,ejʃitaɾ
caíram,kɐiɾɐ̃w̃
algoritmo,alɡuɾitmu
crude,kɾudɨ
combustível,kõbuʃtivɛl
exclamar,ɐjʃklɐmaɾ
fraco,fɾaku
trovará,tɾuvɐɾa
reutilizar,ʁɨutilizaɾ
lembrar,lẽbɾaɾ
cornaca,kuɾnakɐ
potência,putẽsjɐ
vazar,vɐzaɾ
lume,lumɨ
ablaquear,ɐblɐkjaɾ
término,tɛɾminu
dedão,dɨdɐ̃w̃
arraiolos,ɐʁɐjɔluʃ
superácido,supɛɾasidu
pártia,paɾtjɐ
boticários,butikaɾjuʃ
astronave,aʃtɾɔnabɨ
víbora,vibuɾɐ
churrasqueira,ʃuʁɐʃkejɾɐ
cocheiro,kuʃeɾu
compensaria,kõpẽsɐɾiɐ
procariótica,pɾɔkɐɾjɔtikɐ
haverias,ɐbɨɾiɐʃ
explodir,iʃpludiɾ
confrade,kõfɾadɨ
arranha,ɐʁɐɲɐ
floricultura,fluɾikultuɾɐ
monocristalino,mɔnɔkɾiʃtɐlinu
fundir,fũdiɾ
limburgueses,lĩbuɾɡezɨʃ
nação,nɐsɐ̃w̃
adenite,ɐdɨnitɨ
lavrem,lavɾɐ̃j̃
dativo,dɐtivu
siso,sizu
aprovado,ɐpɾuvadu
cento,sẽtu
expansiva,ɐjʃpɐ̃sivɐ
ponteira,põteɾɐ
divisas,dibizɐʃ
garboso,ɡɐɾbozu
cangalheiro,kɐ̃ɡɐʎejɾu
carregar,kaʀeɡaɾ
cingissem,sĩʒisɐ̃j̃
polimorfas,pɔlimɔɾfɐʃ
visualize,bizwɐlizɨ
verdadeiras,vɨɾdɐdeɾɐʃ
côncavo,kõkɐvu
luziu,luziw
monástica,munaʃtikɐ
esquisso,iʃkisu
lático,latiku
antissemítico,ɐ̃tisɨmitiku
lhes,ʎɨʃ
maçador,mɐsɐdoɾ
helvéticas,ɛlvɛtikɐʃ
beca,bɛkɐ
descrever,dɨʃkɾɨveɾ
coloquial,kulukjal
físico,fiziku
pistacha,piʃtaʃɐ
gentalha,ʒẽtaʎɐ
modorra,mudoʁɐ
estreitas,iʃtɾetɐʃ
anticatarral,ɐ̃tikɐtɐʁal
polímata,pulimɐtɐ
chocotone,ʃɔkɔtɔnɨ
demolir,dɨmuliɾ
