coch,koːχ
adlen,adlɛn
ngweriniaeth,ŋwɛrɪnjai̯θ
apeliadau,apɛljadɛ
lwybr,lʊi̯bɪr
ngharafán,ŋ̊aravan
hardd,harð
trwyddedau,trʊi̯ðeːdai̯
garet,ɡaːrɛt
weriniaethau,ɡwɛrɪnjei̯θai̯
bwyell,bʊi̯ɛɬ
lech,leːχ
crafu,kravi
ehöeg,ɛhoːɛɡ
atalnodau,atalnɔdɛ
yntau,ɪntɛ
peis,peiz
fothau,vɔθai̯
nghais,ŋ̊ai̯s
tyr,tɪr
caethwasiaeth,kei̯θwaʃai̯θ
amau,amɛ
ysgrifennydd,əsɡrɪvɛnɪð
chanfyddadwy,χanvəðaːdʊi̯
côr,koːr
iôn,joːn
basged,basɡɛd
rhisgl,r̥ɪsɡɪl
llungopïwr,ɬiːŋɡɔpiːʊr
ysgafnhau,əsɡavnhai̯
goed,ɡɔi̯d
buddug,biːðɪɡ
pluf,pliːv
clog,kloːɡ
redaist,reːdai̯sd
anghytuno,aŋhətɪnɔ
lys,liːs
ducpwyd,dɪkpʊi̯d
esboniadwy,ɛsbɔnjːdʊi̯
acau,ei̯loːdai̯kənɪɬjad
adweinid,adwei̯nɪd
twyn,tʊi̯n
garedig,ɡarɛdɪɡ
laith,lai̯θ
iyrchod,jərχɔd
punnau,pɪnai̯
mothau,vɔθai̯
adlais,adlai̯s
ngwas,ŋwaːs
bedair,beːdɛr
aeddfedu,ei̯ðveːdi
wythnos,ʊsnɔs
llyn,ɬɪn
gwpwrdd,ɡʊpʊrð
rhifo,r̥ɪvɔ
rhain,r̥ei̯n
nghasglu,ŋ̊asɡli
rhain,rei̯n
halen,haːlɛn
cyfartaledd,kəvartalɛð
adferwr,adveːrʊr
tlodaidd,tlɔdɛð
taled,talɛd
cofrestrfa,kɔvresdrva
entrych,ɛntrɪχ
eisteddle,ei̯sdɛðlɛ
eled,ɛlɛd
gyllell,ɡɪɬɛɬ
nwyrain,nʊi̯rɛn
gwaedd,ɡwai̯ð
ardaloedd,ardalɔi̯ð
cytseiniaid,kətsei̯njɛd
fflat,flat
astrusi,asdrɪsi
lorri,lɔri
fadfall,vadvaɬ
pila,piːla
pipet,pɪpɛt
diddorol,dɪðoːrɔl
blynyddoedd,blənəðɔð
llandudno,ɬandɪdnɔ
phiwïaid,fɪu̯iːɛd
helbulon,hɛlbiːlɔn
cystadlaethau,kəsdadlei̯θɛ
gist,ɡɪsd
tomato,tɔmatɔ
dilyn,dɪlɪn
cartref,kartrɛv
agorawd,aɡoːrau̯d
godais,ɡoːdɛs
sêr,seːr
dadl,dadl
dere,dɛrɛ
carais,karɛs
capel,kapɛl
galled,ɡaɬɛd
gonest,ɡoːnɛsd
physgota,fəsɡɔta
thaliwm,θaljʊm
cethr,kɛθr
angylaidd,aŋəlai̯ð
bangeibrau,baŋɡei̯brai̯
dyled,dəlɛd
gyfaredd,ɡəvarɛð
fynydd,vəni
dduw,ðɪu̯
caf,kaː
biolegol,biɔleːɡɔl
fodd,voːð
lorïau,lɔriːɛ
ngemau,ŋɛmai̯
llonydd,ɬɔnɪð
meddygaeth,mɛðəɡai̯θ
ugain,ɪɡɛn
rhyfedd,r̥əvɛð
goludog,ɡɔliːdɔɡ
actau,aktai̯
nofwyr,nɔvwɪr
ansawdd,ansau̯ð
erddi,ɛrði
teulu,tiːli
caeaf,kei̯av
gyfnither,ɡəvnɪθɛr
hendrefi,hɛndrɛvi
gwawl,ɡwau̯l
arddwrn,arðʊrn
ddyflwydd,ðəvlʊi̯ð
llau,ɬai̯
rhodiwch,r̥ɔdjʊχ
brawychus,brau̯əχɪs
llethol,ɬɛθɔl
canfod,kanvɔd
brain,brai̯n
ffoniwn,fɔnjʊn
honno,hɔnɔ
brest,brɛsd
celu,kɛli
cofnodion,kɔvnɔdjɔn
diwyr,diːʊi̯r
beicio,bei̯kjɔ
brwsiau,brʊʃɛ
anhwylderau,anhʊi̯ldeːrɛ
deimlo,dɪmlɔ
not,nɔt
basynnau,basənɛ
mêts,meːts
rhued,r̥iːɛd
anaerobig,anei̯rɔbɪɡ
caches,kaχɛs
lluniad,ɬɪnjad
gyrdd,ɡɪrð
allt,aɬd
bengwiniaid,bɛŋɡwɪnjai̯d
canen,kanɛn
canit,kanɪt
achwyn,aːχʊi̯n
chalon,χalɔn
ymgais,əmɡai̯s
dalach,dalaχ
deiliadaeth,dei̯ljaːdai̯θ
afreolaeth,avrɛoːlɛθ
chynhadledd,χənhadlɛð
choginion,χɔɡɪnjɔn
oce,ɔkɛ
swdan,sʊdan
emynau,ɛmənai̯
efallai,ɛvaɬai̯
adeg,aːdɛɡ
erthygl,ɛrθɪɡl
ufudd,iːvɪð
ddolis,ðɔliz
telynores,tɛlənoːrɛs
dafaden,davadɛn
gwrthban,ɡʊrθban
dedwydd,dɛdwɪð
baban,baban
paid,pai̯d
nydden,nəðɛn
problemau,prɔbleːmɛ
awyrennau,au̯ərɛnɛ
hosbisau,hɔsbɪsɛ
cydseiniol,kiːdsei̯jɔl
debyg,dɛbɪɡ
boeni,bɔi̯ni
amharu,amhaːri
llinell,ɬɪnɛɬ
chanadaidd,χanaːdai̯ð
teigrod,tei̯ɡrɔd
gweinidogion,ɡwei̯nɪdɔɡjɔn
elsech,ɛlsɛχ
mam,mam
ysguthan,əsɡɪθan
gwlypach,ɡwləpaχ
crydd,kriːð
teisennau,tei̯sɛnai̯
gwesgyr,ɡwɛsɡɪr
asesiad,asɛʃad
threiglo,θrei̯ɡlɔ
cwmwl,kʊmʊl
thalu,θaːli
dali,dali
weithio,wei̯θjɔ
dilledyn,dɪɬeːdɪn
ddaethoch,ðei̯θɔχ
cala,kala
felyn,veːlɪn
hawlio,hau̯ljɔ
mordaith,mɔrdai̯θ
thorri,θɔri
arddangos,arðaŋɡɔs
blaenoriaeth,blei̯nɔrjɛθ
chwmpas,χʊmpas
swnt,sʊnt
wrywaidd,ʊrəu̯ai̯ð
bysys,bəsɪz
credaf,kreːdav
llwythais,ɬʊi̯θɛs
rhyddfreinio,r̥əðvrei̯njɔ
nage,nəɡɛ
harbed,harbɛd
cawl,kau̯l
cysylltyddion,kəsəɬdəðjɔn
dowd,dou̯d
goddrych,ɡɔðrɪχ
wladgarol,wladɡaːrɔl
sgriau,sɡriːai̯
efydd,eːvɪð
dinas,diːnas
gaffent,ɡafɛnt
unais,iːnɛs
pothell,pɔθɛɬ
agosáu,aɡɔsai̯
parchedig,parχeːdɪɡ
tŷ,tiː
llinos,ɬɪnɔs
gobeithio,ɡɔbiːθɔ
ngweinidog,ŋwei̯nɪdɔɡ
gwelwn,ɡwɛlʊn
ngadael,ŋadɛl
wahân,wahaːn
trosi,trɔsi
dilynwr,dɪlənʊr
tomatos,tɔmatɔz
poeni,pɔi̯ni
credu,kreːdi
teisennau,tɪʃɛnɛ
cambodiaid,kambɔdjɛd
cywyddau,kəwəðɛ
caran,karan
bodiau,bɔdjai̯
amodau,amɔdɛ
ganadaidd,ɡanaːdɛð
ysgrythur,əsɡrəθɪr
mellten,mɛɬdɛn
asesiadau,asɛsjaːdai̯
cyfrannog,kəvranɔɡ
chanadaidd,χanaːdɛð
rheoli,r̥ɛoːli
ymgecru,əmɡɛkri
lydan,lədan
esgidiau,sɡɪdʒɛ
trwm,trʊm
pigwrn,pɪɡʊrn
atab,atab
chwain,χwai̯n
eistedd,ɪsdɛ
phigyn,fiːɡɪn
swyno,sʊi̯nɔ
fryniau,vrənjai̯
marchgacwn,marχɡakʊn
hiddewiaeth,hɪðeu̯jɛθ
basau,basɛ
cyfarwydd,kəvarwɪð
hamerica,hamɛrɪka
rhewbwynt,r̥ɛu̯bʊi̯nt
dyfynnod,dəvənɔd
cyngaf,kəŋav
chyngor,χəŋɔr
pilen,piːlɛn
metelegydd,mɛtɛleːɡɪð
gaethon,ɡei̯θɔn
gwregys,ɡrɛɡɪs
credit,kreːdɪt
lawio,lau̯jɔ
dywyll,dəu̯ɪɬ
boi,bɔi̯
dre,dreː
hawlfraint,hau̯lvrai̯nt
pinafal,pɪnaval
dwrci,dʊrki
rondefŵ,rɔndɛvuː
aradr,aːradr
nghalan,ŋ̊aːlan
penderfyniaeth,pɛndɛrvənjɛθ
dengys,dɛŋɡɪs
morwyn,mɔrʊi̯n
ddelw,ðɛlu
baset,basɛt
selsigen,sɛlsiːɡɛn
amodiad,amɔdjad
torran,tɔran
lygad,ləɡad
rheolydd,r̥ɛɔlɪð
aelodau,ei̯loːdai̯
acha,aːχa
pumongl,pɪmɔŋl
fehefin,vɛhɛvɪn
penisel,pɛniːsɛl
wynwyn,ʊi̯nwɪn
annhebygrwydd,anhɛbəɡrʊi̯ð
masg,masɡ
maeddod,mei̯ðɔd
afalau,vaːlɛ
sioe,ʃɔi̯
chanolbarthau,χanɔlbarθai̯
nigon,nɪɡɔn
llochesau,ɬɔχɛsai̯
arfeddog,arveːðɔɡ
yswain,əswai̯n
gwyddonydd,ɡwɪðoːnɪð
anobeithiau,anɔbei̯θjɛ
traw,trau̯
throednoeth,θrɔi̯dnɔi̯θ
frwsiodd,vrʊʃɔð
nhraed,n̥raːd
dosbarthiadau,dɔsbarθjadɛ
arferol,arveːrɔl
chardinal,χardɪnal
cryddion,krəðjɔn
tanagr,taːnaɡr
pigau,piːɡɛ
ffermio,fɛrmjɔ
cytsain,kətsai̯n
rhewlifo,r̥ɛu̯liːvɔ
ynganu,əŋaːni
olewydden,ɔlɛu̯əðɛn
haderyn,hadɛrɪn
hirsgwarau,hɪrsɡwaːrai̯
rhychau,r̥əχai̯
dyrchafedig,dərχavɛdɪɡ
mrechdan,mrɛχdan
babwnod,babʊnɔd
goleuni,ɡɔlei̯ni
baw,bau̯
trombôn,trɔmboːn
anabl,aːnabl
wych,wiːχ
nghapel,ŋ̊apɛl
cyrraedd,kərai̯ð
neuaddau,nei̯aːðɛ
tywydd,təu̯ɪð
nghydbreswylwyr,ŋ̊iːdbrɛsʊi̯lwɪr
gwyddbwyll,ɡʊi̯ðbʊi̯ɬ
af,aːv
cydweithiad,kiːdwei̯θjad
pysgodyn,pəsɡoːdɪn
gwddw,ɡʊðu
glefyd,ɡleːvɪd
agerau,aɡeːrɛ
cogau,koːɡɛ
ymuno,əmɪnɔ
helmedau,hɛlmɛdai̯
allwedd,aɬwɛθ
syml,səml
mesur,mɛsɪr
bwrw,buːru
sosban,sɔsban
mhrag,m̥raːɡ
dyddiau,dəðjɛ
baledwr,baleːdʊr
llesteiriant,ɬɛsdei̯rjant
trawiau,trau̯jɛ
giwba,ɡɪu̯ba
sibrwd,sɪbrʊd
mhartner,m̥artnar
rhedeg,r̥eːdɛɡ
côd,koːd
nedd,neːð
nharian,n̥arjan
terfynau,tɛrvənai̯
agoraf,aɡɔra
arfodau,arvɔdɛ
deud,dei̯d
longau,lɔŋɛ
chwith,ʍiːθ
ganadiad,ɡanadjad
h,hai̯tʃ
afr,avar
mewnforio,mɛu̯nvɔrjɔ
chwefror,χwɛvrɔr
lwydwyn,lʊi̯dwɪn
creder,kreːdɛr
datrys,datrɪs
mendelefiwm,mɛndɛlɛvjʊm
daearyddol,deɨ̯arəðɔl
priodi,prɔdi
cwsg,kʊsɡ
ichwi,ɪχwi
mis,miːs
lygod,ləɡɔd
anafes,anavɛs
cyffredin,kəfrɛdɪn
rhagoriaethau,r̥aɡɔrjei̯θɛ
goludog,ɡɔlɪdɔɡ
physgodyn,fəsɡoːdɪn
egyr,eːɡɪr
rywle,rɪu̯lɛ
barnwr,barnʊr
athrawesau,aθrau̯ɛsai̯
raff,raːf
helmau,hɛlmai̯
bwmpen,bʊmpan
glybiau,ɡləbjai̯
motél,mɔtɛl
foroco,vɔrɔkɔ
codaist,kɔdai̯sd
mewnrwyd,mɛu̯nrʊi̯d
addo,aːðɔ
nghymorth,ŋ̊əmɔrθ
cysyllteiriau,kəsəɬdei̯rjai̯
poloniwm,pɔlɔnjʊm
cerrig,kɛrɪɡ
wrywaidd,ʊrəu̯ɛð
wylo,ʊi̯lɔ
magnelwr,maɡnɛlʊr
trolïau,trɔliːai̯
digidau,dɪɡɪdɛ
hunan,hiːnan
tawe,tau̯ɛ
cwfl,kʊvʊl
awgrymu,au̯ɡrəmi
dofn,dɔvɔn
ngolau,ŋɔlɛ
phibau,fɪbɛ
iwrch,jʊrχ
gwyliau,ɡʊi̯ljai̯
asid,asɪd
actio,aktjɔ
hinsawdd,hɪnsau̯ð
lluniau,ɬɪnjai̯
ddarllenodd,ðarɬɛnɔð
anadnabyddus,anadnabəðɪs
mynyddoedd,mənəðɛ
cwyd,kʊɪ̯d
gaws,ɡau̯s
cyffesgell,kəfɛsɡɛɬ
cofair,kɔvai̯r
albwm,albʊm
arafu,araːvi
hanifail,haniːvai̯l
ddwywaith,ðʊi̯wai̯θ
delw,deːlu
cain,kai̯n
hennill,hɛnɪɬ
academïau,akadɛmiːɛ
unllygeidiog,ɪnɬəɡei̯djɔɡ
dryll,drɪɬ
ddysgu,ðəsɡi
mwmian,mʊmjan
darllenwch,darɬɛnʊχ
coel,kɔi̯l
nod,noːd
optegydd,ɔptɛɡɪð
hyblynnau,həblənai̯
rhodio,r̥ɔdjɔ
sefyll,sɛvɪɬ
addysgoch,aðəsɡɔχ
damcaniaethau,damkanjei̯θai̯
piclau,pɪklɛ
lithiwm,lɪθjʊm
adleisiau,adlei̯sjɛ
syfïa,səviːa
rywbeth,rɪu̯bɛθ
fflwcsyn,flʊksɪn
fenyn,veːnɪn
emynau,ɛmənɛ
ymgolli,əmɡɔɬi
ofn,ɔvan
falu,vaːli
goed,ɡoːd
arlywydd,arɬəu̯ɪð
telir,tɛlɪr
heraill,hɛrɪɬ
heibio,hiːbɔ
mur,miːr
ych,əχ
gyfaill,ɡəvai̯ɬ
dalaist,daːlai̯sd
caethwasiaeth,kei̯θwasjɛθ
foldofa,vɔldoːva
galon,ɡalɔn
medden,mɛðɛn
anghenraid,aŋhɛnrai̯d
milddail,milðai̯l
berthnasau,bɛrθnasɛ
noethni,nɔi̯θni
ni,niː
hathrawes,haθrau̯ɛs
thoriwm,θɔrjʊm
welaist,weːlai̯st
sgynni,sɡəni
phigddu,fɪɡði
pharis,faːrɪs
anrhydeddu,anrədɛði
gwybodaeth,ɡwəboːdɛθ
cânt,kaːnt
diwedd,dɪu̯ɛð
asgellog,asɡɛɬɔɡ
addasu,aðasi
credu,krɛdi
hendrefydd,hɛndrɛvɪð
yfwch,iːvʊχ
chwarter,χwartɛr
doeddwn,dɔi̯ðʊn
ceiniog,kiːnɔɡ
onnen,ɔnɛn
na,na
dafarnwraig,davarnwrai̯ɡ
argraffyddion,arɡrafəðjɔn
cana,kana
chwerthinog,χwɛrθiːnɔɡ
chest,χɛst
asiad,aʃad
lon,lɔn
anghyfreithlon,aŋhəvrei̯θlɔn
gwisga,ɡwɪsɡa
plethi,plɛθi
gad,ɡaːd
pengwin,pɛŋɡwɪn
rhewlifeg,r̥ɛu̯lɪvɛɡ
llygad,ɬɪɡad
animeiddiadau,anɪmei̯ðjjadɛ
gwerin,ɡwɛrɪn
hyfed,həvɛd
hoffech,hɔfɛχ
sy,siː
gẃraidd,ɡuːrai̯ð
ngwair,ŋwai̯r
siocled,ʃɔklɛd
agweddi,aɡwɛði
gwŷn,ɡwiːn
ysywaeth,əsəu̯ai̯θ
hunan,hɪnan
sweden,swɛdɛn
nghusanau,ŋ̊ɪsaːnai̯
lloc,ɬɔk
beriw,bɛrɪu̯
saif,sai̯v
chara,χaːra
thalai,θaːlai̯
pinc,pɪŋk
arholi,arhoːli
amrwymo,amrʊi̯mɔ
pris,priːs
redodd,rɛdɔð
ddisgynebau,ðɪsɡəneːbai̯
galluogi,ɡaɬioːɡi
cymysg,kəmɪsɡ
chwechawd,χwɛχau̯d
ffilm,fɪlm
dewisiadau,dɛu̯iʃaːdai̯
baciodd,bakjɔð
cildroi,kɪldrɔi̯
ysit,əsɪt
charet,χaːrɛt
perthnasau,pɛrθnasai̯
brynon,brənɔð
ngwahanol,ŋwaːnɔl
estyn,ɛsdɪn
regi,reːɡi
nghefnfor,ŋ̊eːvɛnvɔr
dw,dʊ
geifr,ɡei̯vr
ffrwydrol,frʊi̯drɔl
fwyaf,vʊi̯av
ffoniff,foːnɪf
breuddwydio,brei̯ðʊi̯djɔ
dwys,dʊi̯s
mynachdy,mənaχdi
labordy,labɔrdi
ffurfio,fɪrvjɔ
argraffiadau,arɡrafjaːdɛ
lleuen,ɬei̯ɛn
cawn,kau̯n
enilloch,ɛnɪɬɔχ
adolygol,adɔləɡɔl
regennod,rɛɡɛnɔd
melltith,mɛɬdɪθ
bin,bɪn
win,wiːn
efydd,ɛvɪð
nghogyddesau,ŋ̊ɔɡəðɛsai̯
cadeiriol,kadei̯rjɔl
mhyliau,m̥əljai̯
clyfar,kləvar
fwytodd,vʊi̯tɔð
llywydd,ɬəu̯ɪð
oblegid,ɔbleːɡɪd
llech,ɬeːχ
parthau,parθai̯
caergybi,kai̯rɡəbi
carom,kaːrɔm
siwmae,ʃmai̯
gwrthwynebiadau,ɡʊrθwɪnɛbjaːdɛ
cynhaeaf,kənhei̯av
bws,bʊs
lleidr,ɬei̯dɪr
gredo,ɡreːdɔ
anial,anjal
tiwtor,tɪu̯tɔr
nhachwedd,n̥aχwɛð
obennydd,ɔbɛnɪð
cyfenw,kəvɛnu
haws,hau̯s
gweinyddol,ɡwei̯nəðɔl
breuddwydion,brei̯ðʊi̯djɔn
aelodaethau,ei̯lɔdei̯θɛ
llifogydd,ɬivɔɡɪð
darllenaist,darɬeːnɛsd
gwared,ɡwaːrɛd
paradwys,paradʊi̯s
dolwyddelan,dɔlwɪðeːlan
ambiti,ambɪti
cofrestriadau,kɔvrɛsdrjaːdɛ
broblemau,brɔbleːmai̯
hoedi,hɔi̯di
roedden,rɔi̯ðɛn
allforiwr,aɬvɔrjʊr
ffionau,fioːnai̯
canghennog,kaŋhɛnɔɡ
garen,ɡaːrɛn
hollti,hɔɬdi
gweinyddiaeth,ɡwei̯nəðjai̯θ
lembos,lɛmbɔz
argaenau,arɡei̯nai̯
honni,hɔni
pasio,pasjɔ
chystadlu,χəsdadli
gani,ɡaːni
arddodiad,arðɔdjad
nwyddau,nʊɨ̯ðɛ
phwmpen,fʊmpan
cyfamodi,kəvamɔdi
mafon,mavɔn
dagrau,daɡrɛ
amseriaduron,amsɛrjadɪrɔn
neodymiwm,nɛɔdɪmjʊm
printio,prɪntjɔ
gwybedyn,ɡwɪbɛdɪn
pics,pɪks
rhedodd,r̥ɛdɔð
sancteiddrwydd,saŋktei̯ðrʊi̯ð
chwythu,hʊθi
blaenoriaethau,blei̯nɔrjei̯θɛ
disgyblion,dɪsɡəbljɔn
siafio,ʃavjɔ
blaen,blaːn
nheimlo,n̥ɪmlɔ
plentynnaidd,plɛntənai̯ð
dychwelyd,dəχwɛlɪd
fflapjac,flapdʒak
caeriwrch,kei̯rjʊrχ
llywelyn,ɬəu̯ɛlɪn
rhestr,r̥ɛsdɛr
gwynnu,ɡwəni
linosiaid,lɪnɔʃɛd
iogwrt,joːɡʊrt
albanau,albaːnɛ
afresymol,avrɛsəmɔl
hadwaenent,hadwei̯nɛnt
llamhidydd,ɬamhiːdɪð
gwyrth,ɡwɪrθ
dirmygu,dɪrməɡi
teifl,tei̯vl
gell,ɡɛɬ
llon,ɬɔn
tydyn,tədɪn
castanwydd,kasdanʊi̯ð
rhyddid,r̥əðɪd
angenrheidrwydd,aŋɛnr̥ei̯drʊi̯ð
stemars,sdɛmarz
llofftydd,ɬɔfdɪð
gaeredin,ɡai̯reːdɪn
priffordd,prɪfɔrð
deledu,dɛleːdi
mêt,meːt
glew,ɡlɛu̯
drycin,drəkɪn
dosbarthiad,dɔsbarθjad
dydyn,dədɪn
tynnu,təni
chwrs,χʊrs
swshi,sʊʃi
ysgubo,əsɡiːbɔ
niod,niːɔd
pobl,pɔbɔl
hwynt,hʊi̯nt
hwntws,hʊntuz
hangor,haŋɔr
phoptai,fɔptai̯
cofnodi,kɔvnoːdi
rhoddwr,r̥ɔðʊr
darth,darθ
adargwn,adarɡʊn
lawes,lau̯as
thitw,θɪtu
brodyr,broːdɪr
salad,saːlad
blawd,blau̯d
coed,koːd
cythraul,kəθrai̯l
nghawl,ŋ̊au̯l
cylion,kəljɔn
cul,kiːl
echdoe,ɛχdɔi̯
elet,ɛlɛt
nhwrci,n̥ʊrki
bwysig,bʊi̯sɪɡ
bathau,baθɛ
brwydro,brʊi̯drɔ
chamlas,χamlas
pensiliau,pɛnsɪljɛ
deildy,dei̯ldi
llysieua,ɬəsjei̯a
mhedair,m̥ɛdai̯r
thala,θaːla
tyred,tərɛd
ddu,ðiː
tyllau,təɬai̯
cyrhaeddais,kərhei̯ðɛs
pandemigau,pandɛmiːɡɛ
bocsiwr,bɔkʃʊr
priodi,proːdi
feddwl,vɛðʊl
plaen,plai̯n
bae,bai̯
merthyr,mɛrθɪr
tenantiaid,tɛnantjɛd
aeronen,ei̯rɔnɛn
nerf,nɛrv
clou,klɔi̯
teledu,tɛleːdi
halmanac,halmanak
sedd,seːð
mhibgorn,m̥ɪbɡɔrn
chanlyniadau,χanlənjaːdɛ
bobloedd,bɔblɔi̯ð
degell,dɛɡɛɬ
hymwelwr,həmweːlʊr
surdoes,sɪrdɔi̯s
ngwely,ŋweːli
mynydd,məni
