görülmeyen,ɡœɾylmejen
çalışmalara,t͡ʃalɯʃmalaɾa
kazanmadı,kazanmadɯ
kanatan,kanatan
yanıtlıyor,janɯtlɯjoɾ
karşıdan,kaɾʃɯdan
yazıştığınız,jazɯʃtɯɰɯnɯz
başkanlarından,baʃkanlaɾɯndan
biliyorsunuz,bilijoɾsunuz
denildi,denildi
tarihimizde,taɾihimizde
ölümünden,œlymynden
sonuçlanmasından,sonut͡ʃlanmasɯndan
ülkelerinden,ylkeleɾinden
alfabesi,alfabesi
verilmesini,veɾilmesini
reytingli,ɾejtinɡli
hâle,hâle
paniğe,paniɰe
değiştirince,deɰiʃtiɾind͡ʒe
okyanus,okjanus
anlatacağını,anlatad͡ʒaɰɯnɯ
olamayacak,olamajad͡ʒak
evlenerek,evleneɾek
olmadığımız,olmadɯɰɯmɯz
ihtiyaçlarını,ihtijat͡ʃlaɾɯnɯ
adımda,adɯmda
kompakt,kompakt
sanan,sanan
düzeltemeyeceği,dyzeltemejed͡ʒeɰi
yapılabilmektedir,japɯlabilmektediɾ
savaşa,savaʃa
kullanamayacak,kullanamajad͡ʒak
okul,okul
hata,hata
medyada,medjada
sağcılar,saɰd͡ʒɯlaɾ
verildi,veɾildi
yapılıyor,japɯlɯjoɾ
bun,bun
vaktim,vaktim
çekinmez,t͡ʃekinmez
adamlarına,adamlaɾɯna
maymunlardan,majmunlaɾdan
vücuttan,vyd͡ʒuttan
dönerek,dœneɾek
numaralı,numaɾalɯ
artiz,aɾtiz
meyvelerin,mejveleɾin
susmak,susmak
kutusunu,kutusunu
yolsuzlukları,jolsuzluklaɾɯ
binmesi,binmesi
sıralarında,sɯɾalaɾɯnda
anlaşmada,anlaʃmada
surlar,suɾlaɾ
indi,indi
maestronun,maestɾonun
ırkçı,ɯɾkt͡ʃɯ
girmelidir,ɡiɾmelidiɾ
sürüp,syɾyp
taşların,taʃlaɾɯn
çatmış,t͡ʃatmɯʃ
azıyla,azɯjla
dakikaları,dakikalaɾɯ
dönmek,dœnmek
dergiden,deɾɡiden
gösterdi,ɡœsteɾdi
bitiriyordu,bitiɾijoɾdu
vesveselerini,vesveseleɾini
seçki,set͡ʃki
söyleyecek,sœjlejed͡ʒek
ilkbahar,ilkbahaɾ
ocağında,od͡ʒaɰɯnda
suçlarından,sut͡ʃlaɾɯndan
diyemiyordum,dijemijoɾdum
kanamalarının,kanamalaɾɯnɯn
aklından,aklɯndan
kavuştu,kavuʃtu
bitmeyen,bitmejen
toplumda,toplumda
saygıyı,sajɡɯjɯ
olduklarını,olduklaɾɯnɯ
gayrimenkul,ɡajɾimenkul
sorunlarını,soɾunlaɾɯnɯ
belge,belɡe
yürüyüş,jyɾyjyʃ
adamdır,adamdɯɾ
dolgun,dolɡun
türün,tyɾyn
gündemine,ɡyndemine
yazara,jazaɾa
kesimde,kesimde
işittin,iʃittin
bulunmalıyız,bulunmalɯjɯz
gözlemek,ɡœzlemek
bozulmaya,bozulmaja
filan,filan
takılan,takɯlan
tetkik,tetkik
güneşten,ɡyneʃten
küçücüktü,kyt͡ʃyd͡ʒykty
ol,ol
bokingen,bokinɡen
zedelemeye,zedelemeje
kardeşleriniz,kaɾdeʃleɾiniz
kesiminin,kesiminin
geçtiler,ɡet͡ʃtileɾ
ibare,ibaɾe
katmak,katmak
keyfimizi,kejfimizi
dönüştürür,dœnyʃtyɾyɾ
saldırıyla,saldɯɾɯjla
hayatlarındaki,hajatlaɾɯndaki
koyduğum,kojduɰum
maaş,maaʃ
inşa,inʃa
çalıştırmış,t͡ʃalɯʃtɯɾmɯʃ
takmış,takmɯʃ
affı,affɯ
perdesini,peɾdesini
kazanmaktadır,kazanmaktadɯɾ
nazofaringeal,nazofaɾinɡeal
oluş,oluʃ
yaptın,japtɯn
the,the
çevresine,t͡ʃevɾesine
operatörü,opeɾatœɾy
koydular,kojdulaɾ
tabiat,tabiat
giderken,ɡideɾken
divana,divana
gerilemeye,ɡeɾilemeje
gübre,ɡybɾe
kibar,kibaɾ
acıyı,ad͡ʒɯjɯ
şovun,ʃovun
karşılıyor,kaɾʃɯlɯjoɾ
ya,ja
ettiğine,ettiɰine
torununu,toɾununu
inanıyormuş,inanɯjoɾmuʃ
benzeri,benzeɾi
yanındakilere,janɯndakileɾe
senetlerinin,senetleɾinin
bağlayamayız,baɰlajamajɯz
duk,duk
kitabımı,kitabɯmɯ
silahsızlanması,silahsɯzlanmasɯ
keşfi,keʃfi
vermeye,veɾmeje
zarfını,zaɾfɯnɯ
baktığı,baktɯɰɯ
savunmadan,savunmadan
dakikalarca,dakikalaɾd͡ʒa
bırakma,bɯɾakma
çağırdınız,t͡ʃaɰɯɾdɯnɯz
aşıyı,aʃɯjɯ
aktar,aktaɾ
soruydu,soɾujdu
müziğim,myziɰim
arzuhalci,aɾzuhald͡ʒi
mekâna,mekâna
dağıtmaya,daɰɯtmaja
yazılarını,jazɯlaɾɯnɯ
salonunun,salonunun
yuva,juva
sözcük,sœzd͡ʒyk
bağladılar,baɰladɯlaɾ
direnişe,diɾeniʃe
soluklar,soluklaɾ
almamıştı,almamɯʃtɯ
eğilip,eɰilip
ağlatma,aɰlatma
ağzımda,aɰzɯmda
alkışlarıyla,alkɯʃlaɾɯjla
dolarlara,dolaɾlaɾa
olunmalı,olunmalɯ
değiştir,deɰiʃtiɾ
sınırlandırılamayan,sɯnɯɾlandɯɾɯlamajan
ceninden,d͡ʒeninden
olabilirim,olabiliɾim
ahlaklılıklarını,ahlaklɯlɯklaɾɯnɯ
dip,dip
elimle,elimle
uğultusunu,uɰultusunu
kimlik,kimlik
anayasalarıdır,anajasalaɾɯdɯɾ
süreci,syɾed͡ʒi
ucundadır,ud͡ʒundadɯɾ
olamadığına,olamadɯɰɯna
hadis,hadis
sallamaz,sallamaz
kullandılar,kullandɯlaɾ
beklentilerini,beklentileɾini
ordudan,oɾdudan
edeceğiz,eded͡ʒeɰiz
kontenjanlı,kontenʒanlɯ
konuşayım,konuʃajɯm
cesaretinizi,d͡ʒesaɾetinizi
manyak,manjak
şampiyon,ʃampijon
sabrını,sabɾɯnɯ
sıfırlanmış,sɯfɯɾlanmɯʃ
onlardan,onlaɾdan
olmadım,olmadɯm
izleyicisi,izlejid͡ʒisi
ruhsal,ɾuhsal
yaptırmasa,japtɯɾmasa
oraya,oɾaja
garaj,ɡaɾaʒ
genişti,ɡeniʃti
bulmasak,bulmasak
birazcık,biɾazd͡ʒɯk
izleyici,izlejid͡ʒi
mit,mit
tencereyi,tend͡ʒeɾeji
adanmış,adanmɯʃ
basketbolunun,basketbolunun
silahlarına,silahlaɾɯna
bulunduğunu,bulunduɰunu
bilgilere,bilɡileɾe
etmişlerdi,etmiʃleɾdi
mum,mum
çocuğun,t͡ʃod͡ʒuɰun
düşüp,dyʃyp
yalnızlığına,jalnɯzlɯɰɯna
oturmakta,otuɾmakta
saatiyle,saatijle
esiyor,esijoɾ
mezarlığa,mezaɾlɯɰa
yaklaşmış,jaklaʃmɯʃ
ülkede,ylkede
bahadırlar,bahadɯɾlaɾ
lakin,lakin
limanın,limanɯn
evlenmemiş,evlenmemiʃ
element,element
kalmalarını,kalmalaɾɯnɯ
türbe,tyɾbe
yolculuktan,jold͡ʒuluktan
onayladığı,onajladɯɰɯ
gitaristi,ɡitaɾisti
ıstakoz,ɯstakoz
gastrit,ɡastɾit
kaygılıydım,kajɡɯlɯjdɯm
kullanacağınız,kullanad͡ʒaɰɯnɯz
darbe,daɾbe
feryatlar,feɾjatlaɾ
lüksümüz,lyksymyz
sekreterine,sekɾeteɾine
yüzyıldır,jyzjɯldɯɾ
heyecanlı,hejed͡ʒanlɯ
küçükmüş,kyt͡ʃykmyʃ
dibindeki,dibindeki
kalkmasına,kalkmasɯna
yapmıştı,japmɯʃtɯ
zehirlenenlerin,zehiɾlenenleɾin
paylaşır,pajlaʃɯɾ
yerindeyse,jeɾindejse
götürebiliriz,ɡœtyɾebiliɾiz
yenilir,jeniliɾ
anımsatmak,anɯmsatmak
siyasetin,sijasetin
köylüydü,kœjlyjdy
unutarak,unutaɾak
fotoğraflarla,fotoɰɾaflaɾla
dayanışmalar,dajanɯʃmalaɾ
şapkası,ʃapkasɯ
kopuş,kopuʃ
saydam,sajdam
euro,euɾo
platosu,platosu
teki,teki
hegemonyasına,heɡemonjasɯna
sağlanabilir,saɰlanabiliɾ
bulamadı,bulamadɯ
birinci,biɾind͡ʒi
muhabire,muhabiɾe
uygulanmasını,ujɡulanmasɯnɯ
oluğa,oluɰa
dinden,dinden
deyince,dejind͡ʒe
rakım,ɾakɯm
sırf,sɯɾf
sayfaları,sajfalaɾɯ
girmemişti,ɡiɾmemiʃti
kürsüsünün,kyɾsysynyn
oyunlardan,ojunlaɾdan
başvuracaktı,baʃvuɾad͡ʒaktɯ
öğreniyorsak,œɰɾenijoɾsak
bakır,bakɯɾ
eğitimindeki,eɰitimindeki
bölgelere,bœlɡeleɾe
saati,saati
deyişiyle,dejiʃijle
yirmi,jiɾmi
sorularını,soɾulaɾɯnɯ
geziniyorduk,ɡezinijoɾduk
istenilmesine,istenilmesine
olduklarına,olduklaɾɯna
renk,ɾenk
girdiğimde,ɡiɾdiɰimde
feodalite,feodalite
okulu,okulu
onarıcı,onaɾɯd͡ʒɯ
toplantısından,toplantɯsɯndan
altınızı,altɯnɯzɯ
tutumlarıyla,tutumlaɾɯjla
dipte,dipte
uçurtmayı,ut͡ʃuɾtmajɯ
doluluk,doluluk
kalınlığı,kalɯnlɯɰɯ
tanıştığınız,tanɯʃtɯɰɯnɯz
aşiret,aʃiɾet
sorularına,soɾulaɾɯna
evlerini,evleɾini
sevinmemişti,sevinmemiʃti
kararını,kaɾaɾɯnɯ
imgesinden,imɡesinden
koştum,koʃtum
yanıbaşınızda,janɯbaʃɯnɯzda
zira,ziɾa
yayınlamış,jajɯnlamɯʃ
konuşuluyordu,konuʃulujoɾdu
telefonun,telefonun
karşılanır,kaɾʃɯlanɯɾ
bırakmamalıyız,bɯɾakmamalɯjɯz
gerçekleştirdiklerini,ɡeɾt͡ʃekleʃtiɾdikleɾini
nitelikli,nitelikli
olayla,olajla
yazabilmek,jazabilmek
haksızlık,haksɯzlɯk
uğraş,uɰɾaʃ
tutkularına,tutkulaɾɯna
evlilik,evlilik
direnirdim,diɾeniɾdim
araştırıcı,aɾaʃtɯɾɯd͡ʒɯ
öpeceğim,œped͡ʒeɰim
babalara,babalaɾa
yönetmiş,jœnetmiʃ
anlatacağız,anlatad͡ʒaɰɯz
saçlarında,sat͡ʃlaɾɯnda
albümü,albymy
cinsellikte,d͡ʒinsellikte
hamurdan,hamuɾdan
füzelerinin,fyzeleɾinin
verse,veɾse
aklınıza,aklɯnɯza
yaşamaya,jaʃamaja
doğuştan,doɰuʃtan
hayattaki,hajattaki
biçimimiz,bit͡ʃimimiz
oturdum,otuɾdum
yeteneklere,jetenekleɾe
izleyiciye,izlejid͡ʒije
güçlerce,ɡyt͡ʃleɾd͡ʒe
alınmıştık,alɯnmɯʃtɯk
tesislerin,tesisleɾin
çığlıklar,t͡ʃɯɰlɯklaɾ
tavaya,tavaja
merdivenlerinde,meɾdivenleɾinde
rolü,ɾoly
pazarlarından,pazaɾlaɾɯndan
konuşulacağı,konuʃulad͡ʒaɰɯ
içten,it͡ʃten
evde,evde
free,fɾee
bağlantılı,baɰlantɯlɯ
reel,ɾeel
bulmadığınızı,bulmadɯɰɯnɯzɯ
karşılarındaki,kaɾʃɯlaɾɯndaki
gönüllüler,ɡœnyllyleɾ
oynuyorum,ojnujoɾum
koruyabildi,koɾujabildi
kusma,kusma
kibriyle,kibɾijle
bütün,bytyn
kartı,kaɾtɯ
demem,demem
keşif,keʃif
koşabilen,koʃabilen
şansınız,ʃansɯnɯz
uyarlasanıza,ujaɾlasanɯza
maliyetinin,malijetinin
benzemez,benzemez
kamuya,kamuja
meme,meme
çok,t͡ʃok
dokunulmamış,dokunulmamɯʃ
değer,deɰeɾ
alnını,alnɯnɯ
kaplıyordu,kaplɯjoɾdu
battığı,battɯɰɯ
hoşlanıyorum,hoʃlanɯjoɾum
öğretmen,œɰɾetmen
idi,idi
karavanların,kaɾavanlaɾɯn
ulusları,uluslaɾɯ
yemeklere,jemekleɾe
duş,duʃ
çalışırdık,t͡ʃalɯʃɯɾdɯk
sabırlı,sabɯɾlɯ
kızımla,kɯzɯmla
getiren,ɡetiɾen
duymuş,dujmuʃ
eksilmiyor,eksilmijoɾ
kavşağın,kavʃaɰɯn
düşürüldüğünden,dyʃyɾyldyɰynden
peydahladı,pejdahladɯ
fıtri,fɯtɾi
ulus,ulus
oyunlarına,ojunlaɾɯna
gururlarımızı,ɡuɾuɾlaɾɯmɯzɯ
kontrat,kontɾat
gözü,ɡœzy
festivalleri,festivalleɾi
seyirciler,sejiɾd͡ʒileɾ
kullanılır,kullanɯlɯɾ
savuran,savuɾan
zam,zam
denmiş,denmiʃ
sıklıkla,sɯklɯkla
yaştan,jaʃtan
geçerek,ɡet͡ʃeɾek
öyküde,œjkyde
düzeyde,dyzejde
la,la
düzenleme,dyzenleme
tekerlemelerle,tekeɾlemeleɾle
buluşur,buluʃuɾ
maç,mat͡ʃ
gitmişler,ɡitmiʃleɾ
anlayabilir,anlajabiliɾ
geçici,ɡet͡ʃid͡ʒi
vajina,vaʒina
kılığıyla,kɯlɯɰɯjla
unutmayıp,unutmajɯp
varlığımın,vaɾlɯɰɯmɯn
sorusuna,soɾusuna
taslağının,taslaɰɯnɯn
uğramayınca,uɰɾamajɯnd͡ʒa
sende,sende
hazırladığı,hazɯɾladɯɰɯ
hızını,hɯzɯnɯ
oda,oda
rekor,ɾekoɾ
sporcu,spoɾd͡ʒu
katkılarda,katkɯlaɾda
anmaktayım,anmaktajɯm
ağırlık,aɰɯɾlɯk
müdahaleden,mydahaleden
börek,bœɾek
başıstralyanın,baʃɯstɾaljanɯn
içerisine,it͡ʃeɾisine
pratik,pɾatik
harap,haɾap
dinlersin,dinleɾsin
kayıkçı,kajɯkt͡ʃɯ
vitamin,vitamin
kadınlara,kadɯnlaɾa
işley,iʃlej
içermediği,it͡ʃeɾmediɰi
araçlar,aɾat͡ʃlaɾ
sergiliyordu,seɾɡilijoɾdu
bölgedir,bœlɡediɾ
öğrencinin,œɰɾend͡ʒinin
düşünülmelidir,dyʃynylmelidiɾ
sandığım,sandɯɰɯm
sofudan,sofudan
maliyet,malijet
şarkıların,ʃaɾkɯlaɾɯn
üyeliğini,yjeliɰini
gözetmek,ɡœzetmek
yüreğinin,jyɾeɰinin
buldular,buldulaɾ
anahtarların,anahtaɾlaɾɯn
olabilirler,olabiliɾleɾ
cömertliğe,d͡ʒœmeɾtliɰe
dikkatlidir,dikkatlidiɾ
tır,tɯɾ
vadeli,vadeli
yorum,joɾum
çıkarırlar,t͡ʃɯkaɾɯɾlaɾ
trafik,tɾafik
yaşlıları,jaʃlɯlaɾɯ
entrikalar,entɾikalaɾ
yatacak,jatad͡ʒak
pişirir,piʃiɾiɾ
koyduktan,kojduktan
nikâh,nikâh
ayrılmadığı,ajɾɯlmadɯɰɯ
sahnesinde,sahnesinde
kalıyormuşuz,kalɯjoɾmuʃuz
fazla,fazla
coşturan,d͡ʒoʃtuɾan
altını,altɯnɯ
kooperatiflerin,koopeɾatifleɾin
suçlamalarla,sut͡ʃlamalaɾla
fareler,faɾeleɾ
fotoğrafçının,fotoɰɾaft͡ʃɯnɯn
çuvala,t͡ʃuvala
yeğeni,jeɰeni
gerektiğine,ɡeɾektiɰine
kurşunları,kuɾʃunlaɾɯ
pratikte,pɾatikte
maydanoz,majdanoz
çeşitlere,t͡ʃeʃitleɾe
gösterilmiştir,ɡœsteɾilmiʃtiɾ
iso,iso
yapmışlar,japmɯʃlaɾ
dinler,dinleɾ
ni,ni
kaçamak,kat͡ʃamak
olmadıklarını,olmadɯklaɾɯnɯ
öğrenin,œɰɾenin
çocukluğunun,t͡ʃod͡ʒukluɰunun
davranılmış,davɾanɯlmɯʃ
ömürde,œmyɾde
sensiz,sensiz
gaza,ɡaza
milletine,milletine
aklıbaşında,aklɯbaʃɯnda
misilleme,misilleme
önlük,œnlyk
ti,ti
barışın,baɾɯʃɯn
huzurlu,huzuɾlu
başladığımda,baʃladɯɰɯmda
yeni,jeni
vücuttaki,vyd͡ʒuttaki
sofrayı,sofɾajɯ
düşmüştü,dyʃmyʃty
konuştuklarını,konuʃtuklaɾɯnɯ
hastanelerin,hastaneleɾin
bulaşıcı,bulaʃɯd͡ʒɯ
yanıtı,janɯtɯ
görene,ɡœɾene
kaynaklarına,kajnaklaɾɯna
emaneti,emaneti
kolunda,kolunda
kayardı,kajaɾdɯ
bağlılığı,baɰlɯlɯɰɯ
malını,malɯnɯ
kesişen,kesiʃen
girişimde,ɡiɾiʃimde
patlatmıştı,patlatmɯʃtɯ
tanımış,tanɯmɯʃ
atacaktır,atad͡ʒaktɯɾ
derinliğin,deɾinliɰin
beyin,bejin
inanıyorduk,inanɯjoɾduk
şeylerin,ʃejleɾin
duyulamayacak,dujulamajad͡ʒak
üşüşmüştü,yʃyʃmyʃty
büyümeye,byjymeje
dursun,duɾsun
etti,etti
hatırlamıyorum,hatɯɾlamɯjoɾum
intihar,intihaɾ
bakmayacağım,bakmajad͡ʒaɰɯm
akıtın,akɯtɯn
bana,bana
yazıldınız,jazɯldɯnɯz
olağan,olaɰan
salonuyla,salonujla
üzülüyor,yzylyjoɾ
eşitliğine,eʃitliɰine
aldığım,aldɯɰɯm
bölümünün,bœlymynyn
prangalardan,pɾanɡalaɾdan
gerçekleşmesinin,ɡeɾt͡ʃekleʃmesinin
önergeye,œneɾɡeje
evrende,evɾende
durumuna,duɾumuna
özü,œzy
çekişiyor,t͡ʃekiʃijoɾ
bihaber,bihabeɾ
tedaviyi,tedaviji
meydanda,mejdanda
uyuyan,ujujan
sükûnet,sykûnet
kabullendim,kabullendim
duyduğumu,dujduɰumu
tersi,teɾsi
boyalar,bojalaɾ
ölebilmeyi,œlebilmeji
karla,kaɾla
yılını,jɯlɯnɯ
zamana,zamana
tanıdı,tanɯdɯ
inandılar,inandɯlaɾ
onlarındı,onlaɾɯndɯ
inancının,inand͡ʒɯnɯn
dolaştığı,dolaʃtɯɰɯ
itfaiye,itfaije
gerekirdi,ɡeɾekiɾdi
emri,emɾi
aceleyle,ad͡ʒelejle
koşullarının,koʃullaɾɯnɯn
gelmesine,ɡelmesine
anlatacak,anlatad͡ʒak
hayalete,hajalete
ustalık,ustalɯk
cumhuriyet,d͡ʒumhuɾijet
kısmıştır,kɯsmɯʃtɯɾ
çiçeklerini,t͡ʃit͡ʃekleɾini
eli,eli
vermişti,veɾmiʃti
kredisi,kɾedisi
dırdır,dɯɾdɯɾ
dönüşte,dœnyʃte
çalıştırdığı,t͡ʃalɯʃtɯɾdɯɰɯ
anlamsız,anlamsɯz
deyimine,dejimine
hastane,hastane
bedensel,bedensel
avazımız,avazɯmɯz
yaşamaktan,jaʃamaktan
gezdi,ɡezdi
hafifleyeceğini,hafiflejed͡ʒeɰini
korsanlık,koɾsanlɯk
ezikliğini,ezikliɰini
hoyrat,hojɾat
söğütlerin,sœɰytleɾin
diyerek,dijeɾek
görünümünü,ɡœɾynymyny
gecekondulardakilerde,ɡed͡ʒekondulaɾdakileɾde
sapkın,sapkɯn
oranıyla,oɾanɯjla
uyandırmak,ujandɯɾmak
kapasitesine,kapasitesine
yayınlarını,jajɯnlaɾɯnɯ
içerir,it͡ʃeɾiɾ
gördü,ɡœɾdy
işiteceğim,iʃited͡ʒeɰim
güneşin,ɡyneʃin
ilgileniyor,ilɡilenijoɾ
oynarlardı,ojnaɾlaɾdɯ
yönetiyordum,jœnetijoɾdum
hayattan,hajattan
ağlamak,aɰlamak
söyleyemezsiniz,sœjlejemezsiniz
açması,at͡ʃmasɯ
arazisi,aɾazisi
şeyinde,ʃejinde
bloklar,bloklaɾ
yapsın,japsɯn
durum,duɾum
kaynar,kajnaɾ
düşürtecek,dyʃyɾted͡ʒek
akşam,akʃam
minik,minik
bakir,bakiɾ
girmişti,ɡiɾmiʃti
direnip,diɾenip
geçmişin,ɡet͡ʃmiʃin
siyasi,sijasi
hürriyetler,hyɾɾijetleɾ
gezme,ɡezme
edilen,edilen
yakalanıp,jakalanɯp
örgüyü,œɾɡyjy
casuslar,d͡ʒasuslaɾ
artarken,aɾtaɾken
aynı,ajnɯ
partisini,paɾtisini
bankalarca,bankalaɾd͡ʒa
epey,epej
şampiyonluk,ʃampijonluk
denetlemeye,denetlemeje
bit,bit
seçilerek,set͡ʃileɾek
ötekilere,œtekileɾe
kasvetli,kasvetli
uzlaşma,uzlaʃma
önemliydi,œnemlijdi
ikametlerim,ikametleɾim
yarıyordu,jaɾɯjoɾdu
almadı,almadɯ
yerinin,jeɾinin
sakatlığı,sakatlɯɰɯ
değilse,deɰilse
çekilip,t͡ʃekilip
kimliklerini,kimlikleɾini
edilemeyecek,edilemejed͡ʒek
bilselerdi,bilseleɾdi
siyasal,sijasal
yenilgiye,jenilɡije
kırılmış,kɯɾɯlmɯʃ
kalmasından,kalmasɯndan
duymamıştım,dujmamɯʃtɯm
ilk,ilk
atılacak,atɯlad͡ʒak
kutunda,kutunda
düşünürsem,dyʃynyɾsem
pivotu,pivotu
bastı,bastɯ
meselâ,meselâ
evrenini,evɾenini
ekolün,ekolyn
organ,oɾɡan
saptamam,saptamam
altıda,altɯda
efsaneleri,efsaneleɾi
fahiş,fahiʃ
yakaladığı,jakaladɯɰɯ
dağıtmıştık,daɰɯtmɯʃtɯk
karışımlar,kaɾɯʃɯmlaɾ
kitleleri,kitleleɾi
ısmarlamışsınız,ɯsmaɾlamɯʃsɯnɯz
hisseleri,hisseleɾi
endişe,endiʃe
yağış,jaɰɯʃ
getirilirse,ɡetiɾiliɾse
atmakta,atmakta
bunaltıyor,bunaltɯjoɾ
litre,litɾe
teleobjektifle,teleobʒektifle
gördüm,ɡœɾdym
salkım,salkɯm
performansını,peɾfoɾmansɯnɯ
yataklarını,jataklaɾɯnɯ
emirleri,emiɾleɾi
bizce,bizd͡ʒe
yaptıktan,japtɯktan
görüşmeleri,ɡœɾyʃmeleɾi
şişelerce,ʃiʃeleɾd͡ʒe
başkanının,baʃkanɯnɯn
salonlarında,salonlaɾɯnda
geçirirken,ɡet͡ʃiɾiɾken
kaplara,kaplaɾa
mil,mil
imzalandığı,imzalandɯɰɯ
küreselleşme,kyɾeselleʃme
ateşkesi,ateʃkesi
geçmiyor,ɡet͡ʃmijoɾ
bırakır,bɯɾakɯɾ
umut,umut
dinlenmemesi,dinlenmemesi
kutladık,kutladɯk
stadında,stadɯnda
geldim,ɡeldim
finale,finale
konusunda,konusunda
tetikleyici,tetiklejid͡ʒi
girmesinden,ɡiɾmesinden
yaka,jaka
camda,d͡ʒamda
ilkokul,ilkokul
çığlıkları,t͡ʃɯɰlɯklaɾɯ
sıkça,sɯkt͡ʃa
televizyondan,televizjondan
ızgara,ɯzɡaɾa
yapılacak,japɯlad͡ʒak
bünyem,bynjem
beslediği,beslediɰi
sektörün,sektœɾyn
sonuçlandıramayan,sonut͡ʃlandɯɾamajan
çoğalsın,t͡ʃoɰalsɯn
kırçıllı,kɯɾt͡ʃɯllɯ
yapılmasını,japɯlmasɯnɯ
aklımda,aklɯmda
kaptırmış,kaptɯɾmɯʃ
yas,jas
oluşunda,oluʃunda
tin,tin
fabrikayı,fabɾikajɯ
ekonomide,ekonomide
konudaki,konudaki
anlatımdan,anlatɯmdan
hürmet,hyɾmet
gitmeyi,ɡitmeji
vermedikleri,veɾmedikleɾi
sakinleştirmek,sakinleʃtiɾmek
ekrana,ekɾana
yakıldığını,jakɯldɯɰɯnɯ
bilmedikçe,bilmedikt͡ʃe
duymuştu,dujmuʃtu
kaynaklar,kajnaklaɾ
değerlendirdi,deɰeɾlendiɾdi
sarısını,saɾɯsɯnɯ
satarlardı,sataɾlaɾdɯ
düzyazımın,dyzjazɯmɯn
eyaletinde,ejaletinde
ülseri,ylseɾi
erozyona,eɾozjona
rekabete,ɾekabete
otoyollar,otojollaɾ
giysinin,ɡijsinin
ödemesinde,œdemesinde
sıkışıp,sɯkɯʃɯp
sonsuzdu,sonsuzdu
sonucunda,sonud͡ʒunda
olmuşuz,olmuʃuz
birine,biɾine
koy,koj
aile,aile
alana,alana
içki,it͡ʃki
alışkanlıkları,alɯʃkanlɯklaɾɯ
müslümanların,myslymanlaɾɯn
yaşadığından,jaʃadɯɰɯndan
boşa,boʃa
mağazalı,maɰazalɯ
ayda,ajda
birarada,biɾaɾada
tanıyordum,tanɯjoɾdum
işkolunda,iʃkolunda
kuruluşlarının,kuɾuluʃlaɾɯnɯn
ufki,ufki
oynarken,ojnaɾken
perona,peɾona
kafayla,kafajla
yemeğimize,jemeɰimize
istihbarat,istihbaɾat
bez,bez
verelim,veɾelim
basamakları,basamaklaɾɯ
gelecekler,ɡeled͡ʒekleɾ
üstündeki,ystyndeki
görmediyse,ɡœɾmedijse
duyarız,dujaɾɯz
karga,kaɾɡa
belgelerin,belɡeleɾin
mıymış,mɯjmɯʃ
ailemiz,ailemiz
uyacak,ujad͡ʒak
sorma,soɾma
uygulanır,ujɡulanɯɾ
karpit,kaɾpit
alternatifi,alteɾnatifi
kazanacak,kazanad͡ʒak
çıkmıştı,t͡ʃɯkmɯʃtɯ
çekiyorum,t͡ʃekijoɾum
arkadaşlarımızdan,aɾkadaʃlaɾɯmɯzdan
çoğalttı,t͡ʃoɰalttɯ
play,plaj
dağıtmayı,daɰɯtmajɯ
etkileyiciliği,etkilejid͡ʒiliɰi
bitmeyeceğini,bitmejed͡ʒeɰini
belirginleştirdiğimizde,beliɾɡinleʃtiɾdiɰimizde
duruş,duɾuʃ
kahvehaneye,kahvehaneje
gitarcı,ɡitaɾd͡ʒɯ
ilişkilerinin,iliʃkileɾinin
uygunsuz,ujɡunsuz
kırıştırır,kɯɾɯʃtɯɾɯɾ
ydı,jdɯ
hırpalandık,hɯɾpalandɯk
sallamazdı,sallamazdɯ
dönersem,dœneɾsem
iradesiyle,iɾadesijle
masa,masa
kavrulmuş,kavɾulmuʃ
sevilir,seviliɾ
aynamdan,ajnamdan
liderlerine,lideɾleɾine
öğrendiklerindeydi,œɰɾendikleɾindejdi
uyandırmayı,ujandɯɾmajɯ
beklentilerimizi,beklentileɾimizi
solukları,soluklaɾɯ
kaynaklık,kajnaklɯk
doğaldır,doɰaldɯɾ
damı,damɯ
oluşturuluş,oluʃtuɾuluʃ
çizilmişti,t͡ʃizilmiʃti
bozuntuya,bozuntuja
ışıltılar,ɯʃɯltɯlaɾ
yazılarımız,jazɯlaɾɯmɯz
fazlası,fazlasɯ
getirdi,ɡetiɾdi
örtüştü,œɾtyʃty
gülümser,ɡylymseɾ
gökkuşağı,ɡœkkuʃaɰɯ
soruna,soɾuna
garip,ɡaɾip
sekelleri,sekelleɾi
alıyordum,alɯjoɾdum
sergilenen,seɾɡilenen
turist,tuɾist
kaybın,kajbɯn
ilerlerken,ileɾleɾken
kısa,kɯsa
edebilecekleri,edebiled͡ʒekleɾi
eğitimine,eɰitimine
yumurtaları,jumuɾtalaɾɯ
ahiliğin,ahiliɰin
yarattığı,jaɾattɯɰɯ
sevinirim,seviniɾim
sinirli,siniɾli
simsara,simsaɾa
otelci,oteld͡ʒi
misyonunun,misjonunun
çekerim,t͡ʃekeɾim
doğurabileceğine,doɰuɾabiled͡ʒeɰine
dönüştüren,dœnyʃtyɾen
karara,kaɾaɾa
peşe,peʃe
poliste,poliste
bulunmaması,bulunmamasɯ
yönetimine,jœnetimine
yönünün,jœnynyn
dikilmiş,dikilmiʃ
varlığına,vaɾlɯɰɯna
dilini,dilini
denemek,denemek
cezaevlerinin,d͡ʒezaevleɾinin
